pid,hid,area_siz,gender,age_gr,age,mob_use,sns_use,freq_sns1,year
10980005,109800,1,2,1,6,2,2, ,2015
11000002,110000,1,2,6,55,1,2, ,2015
11010002,110100,1,2,5,48,1,2, ,2015
11020001,110200,1,1,5,49,1,2, ,2015
11030001,110300,1,1,6,54,1,2, ,2015
11040001,110400,1,2,6,57,1,2, ,2015
11040002,110400,1,1,6,55,1,2, ,2015
11050001,110500,1,1,5,43,1,1,12,2015
11050002,110500,1,2,5,42,1,2, ,2015
11050003,110500,1,2,2,14,1,1,17,2015
11050004,110500,1,2,2,12,1,1,12,2015
11050005,110500,1,2,1,9,1,2, ,2015
11060001,110600,1,1,7,61,1,2, ,2015
11060002,110600,1,2,6,57,1,1,12,2015
11060004,110600,1,1,3,26,1,1,1,2015
11060101,110601,1,2,3,28,1,1,2,2015
11070002,110700,1,2,6,51,1,2, ,2015
11080001,110800,1,1,8,80,1,2, ,2015
11090001,110900,1,1,5,44,1,1,15,2015
11100001,111000,1,2,5,45,1,2, ,2015
11100002,111000,1,2,3,20,1,1,12,2015
11100003,111000,1,2,2,15,1,2, ,2015
11110001,111100,1,2,5,42,1,2, ,2015
11110002,111100,1,2,3,22,1,2, ,2015
11110003,111100,1,1,2,18,1,2, ,2015
11120001,111200,1,2,8,82,1,2, ,2015
11120002,111200,1,1,3,21,1,2, ,2015
11120003,111200,1,2,2,16,1,2, ,2015
11130001,111300,1,1,4,30,1,1,12,2015
11130002,111300,1,2,7,62,1,2, ,2015
11140001,111400,1,1,5,40,1,2, ,2015
11140002,111400,1,2,4,38,1,2, ,2015
11140003,111400,1,2,2,11,1,2, ,2015
11150001,111500,1,1,5,40,1,1,12,2015
11150002,111500,1,2,4,37,1,1,12,2015
11150003,111500,1,1,2,10,1,1,12,2015
11150004,111500,1,1,1,7,2,2, ,2015
11160001,111600,1,1,5,45,1,1,12,2015
11160002,111600,1,2,5,45,1,2, ,2015
11170001,111700,1,1,8,76,1,2, ,2015
11170002,111700,1,2,8,74,2,2, ,2015
11180001,111800,1,1,5,43,1,2, ,2015
11180002,111800,1,2,5,43,1,2, ,2015
11180003,111800,1,2,2,16,1,2, ,2015
11180004,111800,1,1,2,13,1,2, ,2015
11190001,111900,1,1,6,55,1,1,16,2015
11190002,111900,1,2,6,55,1,2, ,2015
11190003,111900,1,1,3,28,1,1,12,2015
11190004,111900,1,2,3,26,1,1,1,2015
11190005,111900,1,1,3,24,1,1,2,2015
11200001,112000,1,1,5,44,1,2, ,2015
11200002,112000,1,2,5,43,1,2, ,2015
11200003,112000,1,2,2,14,1,2, ,2015
11220001,112200,1,2,5,47,1,2, ,2015
11220002,112200,1,1,3,26,1,1,2,2015
11220003,112200,1,2,3,23,1,1,15,2015
11220004,112200,1,1,2,10,2,2, ,2015
11230001,112300,1,1,7,68,1,2, ,2015
11230002,112300,1,2,7,67,1,2, ,2015
11230003,112300,1,1,4,35,1,1,2,2015
11240001,112400,1,1,6,57,1,2, ,2015
11240002,112400,1,2,5,49,1,2, ,2015
11240004,112400,1,1,2,18,1,1,2,2015
11240005,112400,1,1,2,17,1,1,2,2015
11250001,112500,1,1,4,36,1,1,2,2015
11250002,112500,1,2,4,36,1,1,2,2015
11250003,112500,1,1,1,7,2,2, ,2015
11260001,112600,1,1,5,47,1,1,17,2015
11260002,112600,1,2,4,38,1,1,17,2015
11260003,112600,1,1,8,79,1,2, ,2015
11260004,112600,1,2,8,73,1,2, ,2015
11260005,112600,1,1,2,15,1,1,1,2015
11260006,112600,1,2,2,10,1,1,17,2015
11270001,112700,1,1,8,80,1,2, ,2015
11270002,112700,1,2,8,81,1,2, ,2015
11270003,112700,1,1,5,47,1,1,12,2015
11270004,112700,1,2,5,48,1,2, ,2015
11270005,112700,1,1,3,20,1,2, ,2015
11270006,112700,1,2,2,17,1,2, ,2015
11280001,112800,1,1,4,35,1,1,2,2015
11280002,112800,1,2,4,34,1,1,17,2015
11280003,112800,1,1,1,7,2,2, ,2015
11290001,112900,1,1,6,53,1,1,16,2015
11290002,112900,1,2,6,52,1,1,16,2015
11290003,112900,1,2,3,26,1,1,2,2015
11290004,112900,1,2,3,24,1,1,2,2015
11290005,112900,1,1,3,23,1,1,2,2015
11300001,113000,1,1,5,47,1,1,12,2015
11300002,113000,1,2,5,43,1,1,17,2015
11300003,113000,1,1,2,16,1,1,2,2015
11300004,113000,1,2,2,10,1,2, ,2015
11350001,113500,1,1,6,50,1,1,12,2015
11360001,113600,1,1,7,66,1,2, ,2015
11360002,113600,1,2,7,65,1,2, ,2015
11360003,113600,1,1,4,35,1,1,2,2015
11370001,113700,1,1,5,42,1,1,12,2015
11370002,113700,1,2,4,39,1,2, ,2015
11370003,113700,1,1,1,7,2,2, ,2015
11370004,113700,1,2,2,11,1,2, ,2015
11380002,113800,1,2,6,51,1,2, ,2015
11390001,113900,1,1,5,43,1,1,2,2015
11400001,114000,1,1,5,46,1,2, ,2015
11400002,114000,1,2,5,43,1,2, ,2015
11400003,114000,1,1,2,16,1,1,3,2015
11400004,114000,1,2,2,12,1,2, ,2015
11410001,114100,1,1,6,54,1,1,12,2015
11410002,114100,1,2,6,50,1,2, ,2015
11410003,114100,1,2,3,23,1,1,2,2015
11410004,114100,1,1,3,21,1,1,2,2015
11420003,114200,1,1,4,34,1,1,2,2015
11430001,114300,1,1,5,49,1,2, ,2015
11430002,114300,1,2,5,43,1,2, ,2015
11430003,114300,1,1,2,18,1,1,12,2015
11430004,114300,1,1,2,16,1,2, ,2015
11440001,114400,1,1,5,49,1,2, ,2015
11440002,114400,1,2,5,45,1,2, ,2015
11440003,114400,1,1,2,19,1,1,2,2015
11440004,114400,1,1,3,24,1,1,2,2015
11450004,114500,1,1,4,34,1,1,1,2015
11460002,114600,1,2,4,37,1,1,12,2015
11470001,114700,1,1,5,46,1,2, ,2015
11470002,114700,1,2,5,44,1,1,12,2015
11470003,114700,1,1,2,18,1,1,2,2015
11470004,114700,1,2,2,14,1,1,2,2015
11480001,114800,1,1,6,58,1,1,16,2015
11480002,114800,1,2,6,55,1,2, ,2015
11490001,114900,1,1,5,42,1,1,12,2015
11490002,114900,1,2,4,38,1,1,12,2015
11490003,114900,1,1,2,11,1,1,12,2015
11490004,114900,1,1,1,9,1,1,12,2015
11510001,115100,1,1,5,40,1,1,12,2015
11510002,115100,1,2,5,40,1,1,16,2015
11510003,115100,1,1,2,11,1,1,12,2015
11520001,115200,1,1,5,49,1,1,16,2015
11520002,115200,1,2,5,45,1,1,2,2015
11520003,115200,1,1,2,16,1,2, ,2015
11520004,115200,1,2,2,13,1,1,2,2015
11530001,115300,1,1,5,45,1,2, ,2015
11530002,115300,1,2,4,39,1,2, ,2015
11530003,115300,1,2,2,14,1,2, ,2015
11530004,115300,1,1,2,11,2,2, ,2015
11540001,115400,1,1,5,49,1,1,16,2015
11540002,115400,1,2,5,46,1,1,12,2015
11540003,115400,1,2,2,11,1,1,12,2015
11560001,115600,1,1,7,69,1,1,16,2015
11560002,115600,1,2,7,63,1,1,16,2015
11560003,115600,1,2,8,88,2,2, ,2015
11580001,115800,1,1,8,74,1,2, ,2015
11580002,115800,1,2,8,71,1,2, ,2015
11590001,115900,1,1,7,64,1,1,16,2015
11590002,115900,1,2,7,63,1,2, ,2015
11600001,116000,1,2,6,54,1,2, ,2015
11600003,116000,1,1,3,21,1,1,12,2015
11600006,116000,1,1,5,48,1,1,16,2015
11620001,116200,1,1,7,61,1,1,16,2015
11620002,116200,1,2,6,58,1,1,12,2015
11620004,116200,1,1,3,25,1,1,1,2015
11630001,116300,1,2,7,61,1,2, ,2015
11640001,116400,1,2,8,72,1,2, ,2015
11660001,116600,1,1,4,33,1,1,12,2015
11660002,116600,1,2,4,35,1,1,12,2015
11670001,116700,1,1,6,59,1,2, ,2015
11680001,116800,1,1,8,88,1,2, ,2015
11680002,116800,1,2,8,83,2,2, ,2015
11690001,116900,1,1,6,54,1,2, ,2015
11690002,116900,1,2,5,49,1,2, ,2015
11690003,116900,1,2,3,20,1,1,2,2015
11690004,116900,1,1,2,19,1,1,3,2015
11700001,117000,1,1,7,60,1,2, ,2015
11700002,117000,1,2,6,56,1,2, ,2015
11710001,117100,1,1,6,57,1,2, ,2015
11710002,117100,1,2,6,51,1,2, ,2015
11720001,117200,1,1,4,38,1,1,12,2015
11730001,117300,1,1,5,48,1,1,2,2015
11730002,117300,1,2,5,44,1,1,2,2015
11730003,117300,1,2,2,18,1,2, ,2015
11730004,117300,1,1,2,15,1,1,2,2015
11750001,117500,1,2,5,44,1,1,1,2015
11750002,117500,1,1,4,32,1,1,1,2015
11760001,117600,1,1,5,49,1,2, ,2015
11760002,117600,1,2,5,49,1,2, ,2015
11760003,117600,1,1,2,16,1,2, ,2015
11760004,117600,1,2,2,11,2,2, ,2015
11780002,117800,1,2,6,53,1,2, ,2015
11790001,117900,1,1,5,47,1,2, ,2015
11790002,117900,1,2,5,44,1,2, ,2015
11790003,117900,1,2,2,11,2,2, ,2015
11800001,118000,1,2,5,47,1,1,2,2015
11810001,118100,1,2,6,57,1,1,12,2015
11810002,118100,1,2,3,22,1,1,2,2015
11820002,118200,1,2,8,78,1,2, ,2015
11830001,118300,1,2,5,42,1,2, ,2015
11830002,118300,1,1,2,14,1,1,2,2015
11840001,118400,1,1,6,53,1,1,2,2015
11840003,118400,1,2,2,19,1,1,15,2015
11840004,118400,1,1,2,17,1,1,2,2015
11840005,118400,1,2,6,57,2,2, ,2015
11850001,118500,1,1,4,35,1,1,12,2015
11850002,118500,1,2,4,35,1,1,12,2015
11860001,118600,1,2,8,81,1,2, ,2015
11870001,118700,1,1,5,45,1,2, ,2015
11870002,118700,1,2,4,35,1,2, ,2015
11870003,118700,1,2,1,6,2,2, ,2015
11880001,118800,1,1,5,44,1,1,16,2015
11880002,118800,1,2,5,45,1,2, ,2015
11880003,118800,1,1,2,13,1,2, ,2015
11880004,118800,1,2,1,8,2,2, ,2015
11880005,118800,1,1,1,6,2,2, ,2015
11890001,118900,1,1,5,43,1,2, ,2015
11890002,118900,1,2,5,42,1,2, ,2015
11890003,118900,1,1,2,13,1,2, ,2015
11890004,118900,1,1,2,11,2,2, ,2015
11900001,119000,1,1,7,63,1,1,12,2015
11910001,119100,1,1,5,47,1,1,16,2015
11910002,119100,1,2,5,43,1,1,16,2015
11910003,119100,1,1,2,16,1,2, ,2015
11910004,119100,1,1,2,13,1,1,16,2015
11920001,119200,1,1,5,42,1,2, ,2015
11920002,119200,1,2,5,41,1,1,12,2015
11920003,119200,1,2,2,14,1,1,2,2015
11920004,119200,1,2,1,7,2,2, ,2015
11960002,119600,1,2,5,47,1,2, ,2015
11960003,119600,1,1,3,20,1,1,2,2015
11960004,119600,1,1,2,16,1,1,2,2015
11980004,119800,1,1,4,31,1,2, ,2015
11990002,119900,1,2,5,47,1,1,12,2015
12010001,120100,1,1,6,58,1,2, ,2015
12010002,120100,1,2,6,54,1,2, ,2015
12010003,120100,1,1,3,29,1,1,2,2015
12010004,120100,1,2,8,72,1,2, ,2015
12020001,120200,1,1,6,56,1,2, ,2015
12020002,120200,1,2,6,53,1,2, ,2015
12030001,120300,1,1,8,72,1,2, ,2015
12030002,120300,1,2,7,68,1,2, ,2015
12040001,120400,1,1,6,53,1,1,16,2015
12040002,120400,1,2,5,49,1,2, ,2015
12040003,120400,1,1,3,20,1,1,1,2015
12050001,120500,1,1,7,61,1,1,12,2015
12050002,120500,1,2,6,50,1,2, ,2015
12050004,120500,1,2,3,28,1,1,12,2015
12060001,120600,1,1,5,43,1,1,16,2015
12060002,120600,1,2,5,41,1,1,12,2015
12060003,120600,1,2,2,14,1,1,12,2015
12060004,120600,1,2,2,12,1,1,12,2015
12070001,120700,1,1,8,74,1,2, ,2015
12070002,120700,1,2,7,66,1,2, ,2015
12080001,120800,1,1,7,63,1,2, ,2015
12080002,120800,1,2,6,55,1,2, ,2015
12090001,120900,1,2,7,61,1,2, ,2015
12090101,120901,1,1,4,31,1,1,16,2015
12100001,121000,1,1,8,74,1,2, ,2015
12100002,121000,1,2,7,66,1,1,16,2015
12100003,121000,1,1,5,42,1,1,16,2015
12110001,121100,1,2,6,54,1,2, ,2015
12110002,121100,1,1,6,57,1,2, ,2015
12110003,121100,1,1,4,31,1,1,2,2015
12110004,121100,1,1,3,21,1,1,2,2015
12120001,121200,1,1,8,86,2,2, ,2015
12130001,121300,1,1,7,68,1,2, ,2015
12140001,121400,1,1,6,58,1,2, ,2015
12150101,121501,1,2,3,28,1,2, ,2015
12150102,121501,1,1,3,28,1,2, ,2015
12160001,121600,1,1,6,51,1,2, ,2015
12160002,121600,1,2,5,45,1,1,12,2015
12160003,121600,1,2,2,19,1,1,2,2015
12160004,121600,1,1,5,42,1,2, ,2015
12170001,121700,1,1,5,44,1,2, ,2015
12170002,121700,1,2,5,48,1,2, ,2015
12170003,121700,1,1,5,43,1,2, ,2015
12170004,121700,1,2,2,13,1,2, ,2015
12170005,121700,1,1,2,15,1,2, ,2015
12180001,121800,1,1,5,47,1,2, ,2015
12180002,121800,1,2,5,46,1,2, ,2015
12180003,121800,1,2,2,19,1,2, ,2015
12180004,121800,1,2,8,79,1,2, ,2015
12190001,121900,1,1,6,50,1,2, ,2015
12190002,121900,1,2,5,46,1,2, ,2015
12190003,121900,1,2,3,22,1,1,15,2015
12190004,121900,1,1,2,17,1,1,2,2015
12200001,122000,1,2,6,56,1,2, ,2015
12210001,122100,1,2,6,53,1,2, ,2015
12220001,122200,1,1,5,49,1,1,2,2015
12230001,122300,1,2,5,45,1,2, ,2015
12240001,122400,1,1,7,60,1,2, ,2015
12260001,122600,1,2,4,31,1,2, ,2015
12270001,122700,1,1,4,33,1,1,12,2015
12280001,122800,1,2,4,34,1,2, ,2015
12290002,122900,1,2,4,33,1,1,2,2015
12310001,123100,1,1,8,71,1,2, ,2015
12310002,123100,1,2,7,67,1,2, ,2015
12320001,123200,1,1,5,41,1,2, ,2015
12320002,123200,1,2,4,37,1,2, ,2015
12330001,123300,1,1,6,57,1,2, ,2015
12340001,123400,1,1,6,56,1,2, ,2015
12340002,123400,1,2,6,56,1,2, ,2015
12340003,123400,1,1,4,32,1,1,2,2015
12350001,123500,1,1,5,48,1,1,1,2015
12350002,123500,1,2,5,45,1,1,12,2015
12350003,123500,1,2,2,13,2,2, ,2015
12350004,123500,1,1,2,12,2,2, ,2015
12360001,123600,1,1,7,60,1,2, ,2015
12360002,123600,1,2,6,58,1,2, ,2015
12370001,123700,1,1,5,42,1,1,12,2015
12370002,123700,1,2,4,37,1,1,12,2015
12370003,123700,1,2,2,12,1,2, ,2015
12370004,123700,1,2,2,10,2,2, ,2015
12380001,123800,1,1,4,34,1,1,3,2015
12380002,123800,1,2,4,35,1,1,12,2015
12390001,123900,1,1,7,63,1,2, ,2015
12400001,124000,1,1,7,61,1,2, ,2015
12400002,124000,1,2,6,58,1,2, ,2015
12400004,124000,1,1,4,32,1,1,2,2015
12410001,124100,1,1,6,55,1,2, ,2015
12410002,124100,1,2,5,48,1,2, ,2015
12410003,124100,1,2,3,23,1,2, ,2015
12410004,124100,1,2,3,22,1,2, ,2015
12420001,124200,1,1,4,38,1,2, ,2015
12420002,124200,1,2,4,39,1,2, ,2015
12420003,124200,1,1,1,8,1,2, ,2015
12440002,124400,1,2,6,52,1,2, ,2015
12450001,124500,1,1,5,43,1,2, ,2015
12450002,124500,1,2,5,43,1,2, ,2015
12450003,124500,1,1,2,13,1,2, ,2015
12460001,124600,1,1,5,46,1,2, ,2015
12460002,124600,1,2,5,46,1,2, ,2015
12460003,124600,1,2,2,18,1,2, ,2015
12460004,124600,1,2,2,17,1,2, ,2015
12460005,124600,1,1,2,10,1,2, ,2015
12470001,124700,1,1,5,43,1,2, ,2015
12470002,124700,1,2,5,41,1,2, ,2015
12470003,124700,1,1,2,13,1,2, ,2015
12470004,124700,1,1,2,10,1,2, ,2015
12480001,124800,1,1,5,47,1,1,2,2015
12480002,124800,1,2,5,46,1,2, ,2015
12480003,124800,1,1,2,19,1,2, ,2015
12490001,124900,1,1,6,52,1,1,1,2015
12490002,124900,1,2,5,48,1,2, ,2015
12490004,124900,1,1,2,16,1,1,2,2015
12490005,124900,1,2,2,12,1,2, ,2015
12500001,125000,1,1,6,53,1,2, ,2015
12500002,125000,1,2,6,52,1,2, ,2015
12500003,125000,1,1,3,24,1,1,12,2015
12500004,125000,1,2,2,19,1,2, ,2015
12510001,125100,1,1,5,49,1,1,17,2015
12510002,125100,1,2,5,48,1,1,12,2015
12510003,125100,1,1,3,22,1,1,2,2015
12510004,125100,1,1,3,20,1,1,2,2015
12520001,125200,1,1,6,57,1,2, ,2015
12520002,125200,1,2,6,51,1,1,16,2015
12520003,125200,1,2,3,26,1,1,2,2015
12520004,125200,1,2,3,24,1,1,2,2015
12530001,125300,1,1,5,41,1,2, ,2015
12530002,125300,1,2,4,38,1,2, ,2015
12530003,125300,1,2,2,12,1,2, ,2015
12530004,125300,1,1,1,7,2,2, ,2015
12540001,125400,1,1,4,38,1,2, ,2015
12540002,125400,1,2,5,40,1,2, ,2015
12540003,125400,1,2,2,10,2,2, ,2015
12540004,125400,1,2,1,6,2,2, ,2015
12550001,125500,1,2,8,75,1,2, ,2015
12560001,125600,1,2,4,33,1,1,12,2015
12560002,125600,1,1,4,34,1,2, ,2015
12570001,125700,1,1,6,58,1,2, ,2015
12570002,125700,1,2,6,55,1,2, ,2015
12570003,125700,1,1,3,27,1,1,2,2015
12570004,125700,1,2,3,25,1,1,2,2015
12580001,125800,1,1,8,70,1,2, ,2015
12580002,125800,1,2,7,66,1,2, ,2015
12590001,125900,1,2,6,51,1,1,17,2015
12590002,125900,1,1,3,27,1,2, ,2015
12590003,125900,1,2,3,24,1,2, ,2015
12600001,126000,1,1,5,41,1,2, ,2015
12600002,126000,1,2,5,45,1,2, ,2015
12600003,126000,1,2,2,16,1,1,12,2015
12600004,126000,1,2,2,11,1,1,12,2015
12600005,126000,1,2,1,6,2,2, ,2015
12610001,126100,1,2,5,47,1,2, ,2015
12610002,126100,1,2,2,17,1,1,2,2015
12610003,126100,1,1,2,16,1,2, ,2015
12620001,126200,1,1,6,55,1,2, ,2015
12620002,126200,1,2,6,51,1,2, ,2015
12620003,126200,1,2,3,24,1,1,2,2015
12620004,126200,1,2,3,21,1,1,2,2015
12630002,126300,1,2,6,50,1,1,17,2015
12630003,126300,1,1,3,24,1,1,2,2015
12630004,126300,1,1,3,22,1,1,12,2015
12630005,126300,1,1,5,48,1,1,2,2015
12640001,126400,1,2,6,58,1,1,16,2015
12650001,126500,1,1,6,51,1,2, ,2015
12650002,126500,1,2,6,51,1,2, ,2015
12650003,126500,1,2,1,8,1,2, ,2015
12660001,126600,1,2,7,66,1,2, ,2015
12660002,126600,1,2,5,40,1,1,1,2015
12670001,126700,1,1,5,48,1,1,12,2015
12680001,126800,1,1,6,52,1,1,1,2015
12680002,126800,1,2,5,46,1,1,1,2015
12680003,126800,1,1,3,20,1,1,1,2015
12680004,126800,1,1,2,17,1,1,1,2015
12690001,126900,1,1,8,76,1,2, ,2015
12690002,126900,1,2,8,72,1,2, ,2015
12690003,126900,1,1,6,52,1,2, ,2015
12690004,126900,1,2,5,45,1,2, ,2015
12700001,127000,1,1,6,55,1,2, ,2015
12700002,127000,1,2,6,53,1,2, ,2015
12700003,127000,1,2,3,27,1,1,2,2015
12700004,127000,1,2,3,27,1,1,2,2015
12720001,127200,1,1,7,60,1,2, ,2015
12720002,127200,1,2,6,58,1,2, ,2015
12720003,127200,1,1,4,32,1,2, ,2015
12720004,127200,1,1,4,30,1,1,2,2015
12730001,127300,1,2,5,46,1,2, ,2015
12740001,127400,1,1,8,72,1,2, ,2015
12740002,127400,1,2,7,68,1,2, ,2015
12760001,127600,1,1,5,46,1,1,2,2015
12760002,127600,1,2,5,42,1,1,12,2015
12760003,127600,1,1,1,9,2,2, ,2015
12770001,127700,1,2,8,74,1,2, ,2015
12780002,127800,1,2,5,46,1,1,12,2015
12780003,127800,1,1,2,14,1,1,12,2015
12780004,127800,1,2,8,76,1,2, ,2015
12790002,127900,1,2,5,45,1,2, ,2015
12800001,128000,1,1,5,46,1,1,12,2015
12800002,128000,1,2,5,45,1,1,12,2015
12800003,128000,1,2,1,9,1,2, ,2015
12820002,128200,1,2,5,40,1,2, ,2015
12830001,128300,1,1,4,36,1,1,12,2015
12830002,128300,1,2,4,33,1,1,12,2015
12830003,128300,1,1,1,9,1,2, ,2015
12840001,128400,1,1,4,37,1,1,1,2015
12840002,128400,1,2,4,35,1,1,12,2015
12840003,128400,1,1,2,11,1,1,1,2015
12840004,128400,1,2,1,7,2,2, ,2015
12850002,128500,1,2,5,41,1,1,12,2015
12860001,128600,1,1,5,44,1,2, ,2015
12860002,128600,1,2,5,41,1,2, ,2015
12860003,128600,1,2,2,15,1,1,2,2015
12860004,128600,1,1,2,10,1,2, ,2015
12870001,128700,1,2,6,59,1,1,12,2015
12870002,128700,1,2,4,30,1,2, ,2015
12900001,129000,1,1,6,51,1,2, ,2015
12900002,129000,1,2,6,53,1,1,12,2015
12900003,129000,1,1,3,23,1,1,12,2015
12910001,129100,1,1,6,57,1,2, ,2015
12910002,129100,1,2,6,56,1,2, ,2015
12910003,129100,1,1,3,28,1,1,2,2015
12910004,129100,1,1,3,24,1,2, ,2015
12930001,129300,1,1,6,56,1,1,16,2015
12930002,129300,1,2,6,55,1,2, ,2015
12960001,129600,1,1,7,61,1,2, ,2015
12960002,129600,1,2,6,56,1,2, ,2015
12970001,129700,1,2,8,77,2,2, ,2015
12970002,129700,1,1,3,24,1,2, ,2015
12980001,129800,1,1,4,38,1,1,12,2015
12980002,129800,1,2,4,35,1,1,15,2015
12990001,129900,1,1,6,58,1,1,12,2015
12990002,129900,1,2,6,54,1,1,12,2015
12990005,129900,1,2,2,15,1,1,2,2015
13000001,130000,1,2,8,70,1,2, ,2015
13000002,130000,1,1,4,34,1,1,16,2015
13010003,130100,1,2,3,24,1,1,12,2015
13010004,130100,1,1,3,22,1,2, ,2015
13040001,130400,1,1,8,71,1,2, ,2015
13040002,130400,1,2,7,66,1,2, ,2015
13050001,130500,1,1,5,47,1,2, ,2015
13060001,130600,1,2,5,42,1,2, ,2015
13060002,130600,1,2,3,20,1,2, ,2015
13060003,130600,1,1,2,18,1,2, ,2015
13070001,130700,1,1,5,40,1,2, ,2015
13070002,130700,1,2,4,33,1,2, ,2015
13080001,130800,1,1,6,53,1,2, ,2015
13080002,130800,1,1,3,24,1,2, ,2015
13090001,130900,1,1,8,75,1,2, ,2015
13090002,130900,1,2,7,68,1,2, ,2015
13100001,131000,1,2,8,71,1,2, ,2015
13110001,131100,1,2,6,57,1,2, ,2015
13130001,131300,1,1,7,67,1,2, ,2015
13130002,131300,1,2,7,62,1,2, ,2015
13140001,131400,1,2,8,81,2,2, ,2015
13150001,131500,1,1,5,42,1,2, ,2015
13150002,131500,1,2,5,42,1,2, ,2015
13150003,131500,1,2,7,69,2,2, ,2015
13150004,131500,1,2,2,17,1,2, ,2015
13160001,131600,1,2,7,63,1,2, ,2015
13160004,131600,1,2,4,35,1,2, ,2015
13170001,131700,1,1,6,54,1,1,1,2015
13170002,131700,1,2,6,56,1,2, ,2015
13180001,131800,1,1,5,46,1,1,2,2015
13180002,131800,1,2,5,43,1,2, ,2015
13190001,131900,1,1,5,49,1,2, ,2015
13190002,131900,1,2,5,49,1,2, ,2015
13190003,131900,1,1,3,22,1,2, ,2015
13190004,131900,1,1,3,20,1,1,1,2015
13190005,131900,1,2,2,15,1,2, ,2015
13200001,132000,1,1,5,42,1,1,12,2015
13200002,132000,1,2,5,42,1,2, ,2015
13210001,132100,1,1,8,77,1,2, ,2015
13210002,132100,1,2,8,74,2,2, ,2015
13220001,132200,1,2,5,49,1,2, ,2015
13230001,132300,1,1,7,69,1,2, ,2015
13230002,132300,1,2,7,63,1,2, ,2015
13240001,132400,1,2,8,82,1,2, ,2015
13250001,132500,1,2,6,51,1,2, ,2015
13260001,132600,1,1,8,77,1,2, ,2015
13270001,132700,1,2,8,81,1,2, ,2015
13290002,132900,1,2,4,31,1,2, ,2015
13340001,133400,1,1,6,55,1,2, ,2015
13340002,133400,1,2,6,54,1,2, ,2015
13340003,133400,1,2,2,18,1,2, ,2015
13350001,133500,1,2,7,63,1,2, ,2015
13350002,133500,1,1,5,40,1,2, ,2015
13360001,133600,1,1,8,81,1,2, ,2015
13360002,133600,1,2,8,78,1,2, ,2015
13380001,133800,1,2,8,80,1,2, ,2015
13410001,134100,1,2,7,60,1,2, ,2015
13410002,134100,1,1,4,33,1,2, ,2015
13420001,134200,1,2,8,74,1,2, ,2015
13440001,134400,1,1,6,58,1,2, ,2015
13440002,134400,1,2,6,51,1,2, ,2015
13450001,134500,1,1,5,45,1,2, ,2015
13450002,134500,1,2,5,45,1,2, ,2015
13450003,134500,1,1,2,18,1,2, ,2015
13460001,134600,1,1,5,46,1,2, ,2015
13460002,134600,1,2,5,43,1,2, ,2015
13480001,134800,1,1,3,29,1,2, ,2015
13480002,134800,1,2,6,54,1,2, ,2015
13490001,134900,2,1,8,70,1,2, ,2015
13490003,134900,2,1,4,39,1,1,2,2015
13490004,134900,2,2,4,39,1,1,12,2015
13500001,135000,2,1,5,47,1,1,12,2015
13500002,135000,2,2,5,44,1,1,12,2015
13500003,135000,2,2,8,71,1,2, ,2015
13510002,135100,2,2,6,54,1,1,12,2015
13510003,135100,2,1,5,45,1,1,12,2015
13510004,135100,2,1,5,45,1,1,12,2015
13520001,135200,1,1,8,73,2,2, ,2015
13520002,135200,1,2,7,65,1,2, ,2015
13530001,135300,1,1,8,82,1,2, ,2015
13530002,135300,1,2,8,76,1,2, ,2015
13540001,135400,1,1,4,38,1,1,2,2015
13540002,135400,1,2,4,37,1,1,16,2015
13550001,135500,1,2,6,52,1,1,12,2015
13560001,135600,1,1,5,46,1,2, ,2015
13560002,135600,1,2,5,43,1,2, ,2015
13560003,135600,1,1,2,11,1,1,12,2015
13560005,135600,1,2,8,76,2,2, ,2015
13570001,135700,1,1,7,68,1,2, ,2015
13570002,135700,1,2,7,65,1,2, ,2015
13580001,135800,1,1,5,49,1,2, ,2015
13580002,135800,1,2,5,46,1,1,16,2015
13580003,135800,1,1,2,17,1,1,2,2015
13580004,135800,1,2,2,12,1,2, ,2015
13590001,135900,1,1,6,52,1,2, ,2015
13590002,135900,1,2,6,50,1,2, ,2015
13590003,135900,1,2,3,21,1,1,2,2015
13590004,135900,1,1,2,18,1,1,2,2015
13600001,136000,1,1,6,50,1,2, ,2015
13600002,136000,1,2,5,43,1,1,12,2015
13600004,136000,1,2,2,14,1,2, ,2015
13610001,136100,2,1,5,40,1,1,12,2015
13610002,136100,2,2,4,37,1,1,2,2015
13620001,136200,2,1,5,41,1,1,1,2015
13620002,136200,2,2,4,39,1,1,12,2015
13620003,136200,2,1,2,12,1,1,12,2015
13620004,136200,2,1,4,33,1,1,12,2015
13630001,136300,2,1,5,41,1,2, ,2015
13630002,136300,2,2,5,41,1,2, ,2015
13640001,136400,2,1,8,80,1,2, ,2015
13640002,136400,2,2,8,81,1,2, ,2015
13660001,136600,1,1,6,54,1,2, ,2015
13660002,136600,1,2,5,43,1,1,12,2015
13660003,136600,1,2,2,18,1,1,2,2015
13660004,136600,1,2,2,15,1,1,2,2015
13690001,136900,1,1,5,41,1,1,16,2015
13690002,136900,1,2,4,39,1,2, ,2015
13690003,136900,1,2,8,70,1,2, ,2015
13690004,136900,1,2,2,10,1,2, ,2015
13690005,136900,1,2,1,7,1,2, ,2015
13700001,137000,1,1,6,53,1,2, ,2015
13700002,137000,1,2,5,49,1,2, ,2015
13700003,137000,1,2,3,22,1,1,2,2015
13700004,137000,1,1,3,20,1,1,2,2015
