pid,hid,area_siz,gender,age_gr,age,mob_use,sns_use,freq_sns1,year
25170001,251700,1,1,5,49,1,2, ,2015
25180001,251800,1,1,5,47,1,2, ,2015
25180002,251800,1,2,5,45,1,2, ,2015
25180003,251800,1,1,3,20,1,2, ,2015
25180004,251800,1,2,2,17,1,2, ,2015
25190002,251900,1,2,5,45,1,1,12,2015
25190004,251900,1,1,2,11,1,2, ,2015
25200001,252000,1,1,5,42,1,1,12,2015
25200002,252000,1,2,5,40,1,1,12,2015
25200003,252000,1,2,2,15,1,1,12,2015
25200004,252000,1,2,2,12,1,1,12,2015
25210001,252100,1,1,5,46,1,2, ,2015
25210002,252100,1,2,5,43,1,2, ,2015
25210003,252100,1,2,2,12,1,2, ,2015
25210004,252100,1,1,2,15,1,2, ,2015
25220001,252200,1,1,5,49,1,1,16,2015
25220002,252200,1,2,5,46,1,1,12,2015
25220003,252200,1,1,3,21,1,1,2,2015
25220004,252200,1,2,2,18,1,1,2,2015
25230001,252300,1,1,5,46,1,2, ,2015
25230002,252300,1,2,5,42,1,2, ,2015
25230003,252300,1,2,3,21,1,1,2,2015
25230004,252300,1,2,2,18,2,1,2,2015
25240001,252400,1,1,4,35,1,1,12,2015
25240002,252400,1,2,4,34,1,1,12,2015
25240003,252400,1,2,1,9,1,2, ,2015
25240004,252400,1,1,1,6,2,2, ,2015
25250001,252500,1,1,5,44,1,1,12,2015
25250002,252500,1,2,5,44,1,1,12,2015
25250003,252500,1,1,2,15,1,1,2,2015
25250004,252500,1,2,2,12,1,1,16,2015
25260001,252600,1,1,6,50,1,2, ,2015
25260002,252600,1,2,5,46,1,2, ,2015
25260003,252600,1,1,3,21,1,1,2,2015
25260004,252600,1,2,2,19,1,1,2,2015
25260005,252600,1,2,2,17,1,1,2,2015
25270001,252700,1,1,5,48,1,1,12,2015
25270002,252700,1,2,5,44,1,2, ,2015
25270003,252700,1,2,2,17,1,1,12,2015
25280001,252800,1,1,5,47,1,1,12,2015
25280002,252800,1,2,6,51,1,1,17,2015
25280003,252800,1,1,2,14,1,1,2,2015
25290001,252900,1,1,8,79,1,2, ,2015
25290002,252900,1,2,8,74,1,2, ,2015
25300001,253000,1,2,6,53,1,1,12,2015
25300002,253000,1,2,3,26,1,1,1,2015
25300003,253000,1,1,3,24,1,1,2,2015
25310001,253100,1,1,6,57,1,1,12,2015
25310002,253100,1,2,6,53,1,2, ,2015
25310003,253100,1,1,3,25,1,1,2,2015
25310004,253100,1,2,8,79,1,2, ,2015
25320001,253200,1,1,7,68,1,2, ,2015
25320002,253200,1,2,7,60,1,2, ,2015
25330001,253300,1,1,5,45,1,2, ,2015
25330002,253300,1,2,5,43,1,1,12,2015
25330003,253300,1,1,2,13,1,2, ,2015
25330004,253300,1,1,8,73,2,2, ,2015
25330005,253300,1,2,7,69,1,2, ,2015
25340001,253400,1,1,5,43,1,1,12,2015
25340002,253400,1,2,5,43,1,1,12,2015
25350001,253500,1,1,4,36,1,1,12,2015
25350002,253500,1,2,4,36,1,1,12,2015
25360001,253600,1,1,4,35,1,1,3,2015
25370001,253700,1,1,6,52,1,2, ,2015
25370002,253700,1,1,2,15,1,2, ,2015
25390001,253900,1,1,6,51,1,2, ,2015
25390002,253900,1,2,5,49,1,2, ,2015
25390003,253900,1,2,3,24,1,1,1,2015
25390004,253900,1,1,3,20,1,1,12,2015
25400001,254000,1,1,7,60,1,2, ,2015
25400002,254000,1,2,6,55,1,2, ,2015
25410001,254100,1,1,6,58,1,1,1,2015
25410002,254100,1,2,6,54,1,2, ,2015
25420001,254200,1,1,6,51,1,2, ,2015
25420002,254200,1,2,5,47,1,2, ,2015
25420003,254200,1,1,2,16,1,1,1,2015
25430001,254300,1,1,7,63,1,2, ,2015
25430002,254300,1,2,7,65,1,2, ,2015
25440002,254400,1,2,7,61,1,2, ,2015
25440005,254400,1,1,3,23,1,1,1,2015
25450001,254500,1,1,8,71,1,1,1,2015
25450002,254500,1,2,7,68,1,2, ,2015
25460001,254600,1,2,6,56,1,2, ,2015
25460002,254600,1,2,4,30,1,1,1,2015
25470001,254700,1,1,5,43,1,1,1,2015
25470002,254700,1,2,5,40,1,2, ,2015
25470003,254700,1,2,2,13,2,2, ,2015
25470004,254700,1,2,2,10,2,2, ,2015
25480001,254800,1,2,3,26,1,1,2,2015
25480002,254800,1,2,3,24,1,1,3,2015
25490001,254900,1,1,6,50,1,1,12,2015
25490002,254900,1,2,5,49,1,1,12,2015
25490003,254900,1,2,2,16,1,1,1,2015
25500001,255000,1,2,5,46,1,1,12,2015
25500002,255000,1,1,3,20,1,1,3,2015
25510001,255100,1,1,8,84,1,2, ,2015
25510002,255100,1,2,8,83,2,2, ,2015
25520001,255200,1,2,6,50,1,2, ,2015
25530001,255300,1,1,5,42,1,2, ,2015
25530002,255300,1,2,5,44,1,2, ,2015
25530003,255300,1,1,2,11,1,2, ,2015
25550001,255500,1,1,5,48,1,2, ,2015
25550002,255500,1,2,5,46,1,2, ,2015
25560001,255600,1,1,4,35,1,2, ,2015
25570001,255700,1,1,6,53,1,1,16,2015
25570002,255700,1,2,5,43,1,1,12,2015
25570003,255700,1,1,2,14,1,1,12,2015
25570004,255700,1,1,2,10,1,1,12,2015
25580001,255800,1,2,4,36,1,1,2,2015
25590001,255900,1,1,5,45,1,1,12,2015
25590002,255900,1,2,5,41,1,1,12,2015
25590003,255900,1,2,2,14,1,1,12,2015
25590004,255900,1,1,2,11,1,2, ,2015
25610001,256100,1,1,6,58,1,1,2,2015
25610002,256100,1,2,6,53,1,1,2,2015
25610003,256100,1,1,4,31,1,1,2,2015
25610004,256100,1,1,3,26,1,1,12,2015
25630002,256300,1,2,4,38,1,1,12,2015
25640001,256400,1,1,5,47,1,1,1,2015
25640002,256400,1,2,5,44,1,2, ,2015
25640003,256400,1,1,2,15,1,1,2,2015
25640004,256400,1,1,1,7,2,2, ,2015
25650001,256500,1,2,8,84,1,2, ,2015
25660002,256600,1,2,8,73,2,2, ,2015
25660003,256600,1,1,6,52,1,2, ,2015
25660004,256600,1,2,6,51,2,2, ,2015
25670001,256700,1,2,5,43,1,1,1,2015
25680001,256800,1,1,5,41,1,2, ,2015
25680002,256800,1,2,4,38,1,1,1,2015
25680003,256800,1,2,3,21,1,1,1,2015
25690001,256900,1,2,6,52,1,2, ,2015
25700001,257000,1,2,8,82,2,2, ,2015
25710001,257100,1,2,4,31,1,1,2,2015
25720001,257200,1,1,6,53,1,2, ,2015
25720002,257200,1,2,5,49,1,2, ,2015
25730001,257300,1,1,4,34,1,1,12,2015
25740001,257400,1,1,8,82,1,2, ,2015
25740002,257400,1,2,8,73,1,2, ,2015
25760001,257600,1,1,8,78,1,2, ,2015
25760002,257600,1,2,8,73,1,2, ,2015
25770001,257700,1,1,8,71,1,1,12,2015
25770002,257700,1,2,8,72,1,1,12,2015
25780001,257800,1,1,8,85,1,2, ,2015
25780002,257800,1,2,8,82,2,2, ,2015
25780003,257800,1,1,5,45,1,1,12,2015
25790001,257900,1,1,4,33,1,1,3,2015
25800002,258000,1,2,8,75,1,2, ,2015
25810001,258100,1,1,5,45,1,1,16,2015
25810002,258100,1,2,5,40,1,1,12,2015
25810003,258100,1,2,2,15,1,1,16,2015
25810004,258100,1,2,2,13,1,1,2,2015
25820001,258200,1,1,8,83,1,2, ,2015
25820002,258200,1,2,8,79,2,2, ,2015
25840001,258400,1,1,8,79,1,2, ,2015
25840002,258400,1,2,8,76,1,2, ,2015
25850001,258500,1,1,7,60,1,1,12,2015
25860001,258600,1,1,8,80,1,2, ,2015
25880001,258800,1,1,5,45,1,1,2,2015
25880002,258800,1,2,4,39,1,1,12,2015
25880003,258800,1,2,2,14,1,1,16,2015
25880004,258800,1,1,2,11,1,1,16,2015
25890001,258900,1,2,8,81,2,2, ,2015
25900001,259000,1,1,6,51,1,2, ,2015
25900002,259000,1,2,5,46,1,2, ,2015
25910001,259100,1,1,6,55,1,2, ,2015
25910002,259100,1,2,5,49,1,2, ,2015
25910003,259100,1,2,2,19,1,1,1,2015
25910004,259100,1,2,2,17,1,1,12,2015
25920002,259200,1,2,5,45,1,2, ,2015
25920003,259200,1,2,2,19,1,1,1,2015
25930001,259300,1,1,4,37,1,2, ,2015
25930002,259300,1,2,4,36,1,1,12,2015
25940001,259400,1,1,8,74,1,2, ,2015
25940002,259400,1,2,8,71,1,2, ,2015
25950001,259500,1,1,5,43,1,1,12,2015
25950002,259500,1,2,4,39,1,1,12,2015
25950003,259500,1,1,2,12,1,1,12,2015
25970004,259700,1,2,3,29,1,2, ,2015
25980001,259800,1,1,6,57,1,2, ,2015
25980002,259800,1,2,6,51,1,2, ,2015
25980003,259800,1,2,3,26,1,1,1,2015
25990001,259900,1,2,8,83,1,2, ,2015
26010001,260100,1,2,8,85,1,2, ,2015
26020001,260200,1,1,7,67,1,2, ,2015
26020002,260200,1,2,7,62,1,2, ,2015
26030001,260300,1,1,6,53,1,2, ,2015
26030002,260300,1,2,6,51,1,2, ,2015
26030003,260300,1,1,3,26,1,1,12,2015
26030004,260300,1,1,2,12,1,2, ,2015
26040001,260400,1,1,6,55,1,2, ,2015
26040002,260400,1,2,6,56,1,2, ,2015
26040003,260400,1,2,2,15,1,2, ,2015
26050001,260500,1,1,6,51,1,2, ,2015
26050002,260500,1,2,5,46,1,2, ,2015
26050003,260500,1,1,2,18,1,2, ,2015
26060001,260600,1,1,7,64,1,2, ,2015
26060002,260600,1,2,7,61,2,2, ,2015
26070001,260700,1,1,4,35,1,1,12,2015
26080001,260800,1,1,8,70,1,2, ,2015
26080002,260800,1,2,7,69,1,2, ,2015
26100001,261000,1,1,6,58,1,1,16,2015
26100002,261000,1,2,6,50,1,1,16,2015
26100003,261000,1,1,3,25,1,1,2,2015
26100004,261000,1,2,3,22,1,1,2,2015
26110001,261100,1,2,8,83,1,2, ,2015
26120001,261200,1,2,3,25,1,1,2,2015
26130001,261300,1,1,8,77,1,1,12,2015
26130002,261300,1,2,8,71,1,1,12,2015
26140001,261400,1,2,8,83,2,2, ,2015
26150001,261500,1,1,5,47,1,2, ,2015
26150002,261500,1,2,5,43,1,2, ,2015
26150003,261500,1,2,2,17,1,2, ,2015
26160001,261600,1,1,6,51,1,2, ,2015
26160002,261600,1,1,2,17,1,1,12,2015
26160003,261600,1,1,2,14,1,1,12,2015
26180001,261800,1,2,8,74,1,2, ,2015
26190001,261900,1,2,8,87,2,2, ,2015
26190002,261900,1,1,7,60,1,2, ,2015
26200001,262000,1,2,8,80,1,2, ,2015
26230001,262300,1,2,5,41,1,1,12,2015
26230002,262300,1,1,5,43,1,1,12,2015
26230003,262300,1,1,2,14,1,1,2,2015
26230004,262300,1,2,2,12,1,2, ,2015
26240001,262400,1,1,5,49,1,1,12,2015
26240002,262400,1,2,5,47,1,1,12,2015
26240003,262400,1,2,3,20,1,1,2,2015
26240004,262400,1,2,2,19,1,1,2,2015
26250001,262500,1,1,7,62,1,2, ,2015
26250002,262500,1,2,6,57,1,2, ,2015
26250003,262500,1,2,3,25,1,2, ,2015
26260001,262600,1,1,6,51,1,1,2,2015
26260002,262600,1,2,5,49,1,1,12,2015
26260003,262600,1,2,3,20,1,1,2,2015
26270001,262700,1,1,6,57,1,1,16,2015
26270002,262700,1,2,5,48,1,1,12,2015
26270003,262700,1,2,2,17,1,1,17,2015
26280001,262800,1,1,6,51,1,2, ,2015
26280002,262800,1,2,5,46,1,1,16,2015
26280003,262800,1,2,3,23,1,1,16,2015
26280004,262800,1,2,3,21,1,1,2,2015
26280005,262800,1,1,2,19,2,2, ,2015
26290001,262900,1,1,6,54,1,2, ,2015
26290002,262900,1,2,5,49,1,2, ,2015
26290004,262900,1,2,3,21,1,1,15,2015
26290005,262900,1,1,2,19,1,1,15,2015
26300001,263000,1,1,6,54,1,2, ,2015
26300002,263000,1,2,6,51,1,1,16,2015
26300003,263000,1,1,2,15,2,2, ,2015
26300004,263000,1,1,2,14,1,2, ,2015
26310001,263100,1,1,3,28,1,2, ,2015
26310002,263100,1,2,4,30,1,1,12,2015
26310003,263100,1,2,1,6,2,2, ,2015
26320001,263200,1,1,8,77,1,2, ,2015
26330001,263300,1,1,5,43,1,1,3,2015
26330002,263300,1,2,4,34,1,1,12,2015
26340001,263400,2,1,4,35,1,1,12,2015
26340002,263400,2,2,4,33,1,1,12,2015
26350002,263500,1,2,3,29,1,1,2,2015
26360001,263600,1,1,7,61,1,2, ,2015
26360002,263600,1,2,7,60,1,1,12,2015
26360003,263600,1,1,3,23,1,1,1,2015
26370001,263700,1,1,8,76,1,2, ,2015
26370002,263700,1,2,8,71,1,2, ,2015
26370003,263700,1,1,5,48,1,1,2,2015
26370004,263700,1,2,5,44,1,1,12,2015
26370005,263700,1,2,3,20,1,1,2,2015
26370006,263700,1,1,2,16,1,1,2,2015
26380001,263800,1,1,8,74,1,2, ,2015
26380002,263800,1,2,7,69,1,2, ,2015
26400001,264000,1,1,8,82,1,2, ,2015
26400002,264000,1,2,8,79,1,2, ,2015
26410001,264100,1,1,4,35,1,2, ,2015
26410002,264100,1,2,4,34,1,1,12,2015
26410005,264100,1,2,8,73,1,2, ,2015
26420001,264200,1,2,7,60,1,2, ,2015
26420002,264200,1,2,4,32,1,1,2,2015
26420003,264200,1,1,4,33,1,2, ,2015
26430001,264300,1,1,8,88,1,2, ,2015
26430002,264300,1,2,8,79,1,2, ,2015
26440001,264400,1,1,7,65,1,2, ,2015
26440002,264400,1,2,7,62,1,2, ,2015
26460001,264600,1,1,6,54,1,2, ,2015
26460004,264600,1,2,3,20,1,1,2,2015
26470001,264700,1,1,7,60,1,2, ,2015
26470002,264700,1,2,6,53,1,1,2,2015
26470003,264700,1,2,3,20,1,1,2,2015
26480001,264800,1,1,7,60,1,1,2,2015
26480002,264800,1,2,6,54,1,2, ,2015
26490001,264900,1,1,7,63,1,2, ,2015
26490002,264900,1,2,7,60,1,2, ,2015
26500001,265000,1,1,6,56,1,1,2,2015
26500002,265000,1,2,6,53,1,1,2,2015
26500003,265000,1,2,3,28,1,1,2,2015
26510001,265100,1,1,8,72,1,2, ,2015
26510002,265100,1,2,8,70,1,2, ,2015
26520001,265200,1,2,6,50,1,2, ,2015
26520002,265200,1,1,6,52,1,2, ,2015
26520003,265200,1,2,3,25,1,1,16,2015
26520004,265200,1,2,3,24,1,1,2,2015
26520005,265200,1,1,2,18,1,2, ,2015
26530001,265300,1,1,5,49,1,1,2,2015
26530002,265300,1,2,5,48,1,1,2,2015
26530003,265300,1,2,2,14,1,1,2,2015
26530004,265300,1,1,2,11,1,1,2,2015
26540001,265400,1,2,6,50,1,2, ,2015
26540002,265400,1,2,3,23,1,1,2,2015
26540003,265400,1,2,2,17,1,1,2,2015
26550001,265500,1,1,6,52,1,2, ,2015
26550002,265500,1,2,5,49,1,1,12,2015
26550003,265500,1,1,3,22,1,1,2,2015
26550004,265500,1,1,2,17,1,1,12,2015
26570001,265700,1,2,8,83,1,2, ,2015
26580001,265800,1,1,8,77,1,2, ,2015
26590001,265900,1,2,8,73,1,2, ,2015
26590002,265900,1,2,4,31,1,1,12,2015
26600001,266000,1,1,6,53,1,2, ,2015
26600002,266000,1,2,6,52,1,2, ,2015
26600003,266000,1,1,3,22,1,2, ,2015
26600004,266000,1,2,2,19,1,2, ,2015
26610001,266100,1,1,6,53,1,2, ,2015
26610002,266100,1,2,6,51,1,2, ,2015
26610003,266100,1,1,3,26,1,2, ,2015
26620001,266200,1,2,7,68,1,2, ,2015
26620002,266200,1,2,4,33,1,2, ,2015
26630001,266300,1,1,6,58,1,2, ,2015
26630002,266300,1,2,6,56,1,2, ,2015
26630003,266300,1,1,3,27,1,2, ,2015
26640002,266400,1,2,4,37,1,2, ,2015
26650002,266500,1,2,4,32,1,2, ,2015
26660001,266600,1,1,7,60,1,2, ,2015
26660002,266600,1,2,6,58,1,2, ,2015
26660003,266600,1,2,3,28,1,2, ,2015
26670002,266700,1,2,6,50,1,2, ,2015
26680001,266800,1,2,5,40,1,2, ,2015
26700002,267000,1,2,5,48,1,2, ,2015
26710001,267100,1,1,5,44,1,2, ,2015
26720002,267200,1,2,5,46,1,2, ,2015
26730001,267300,1,1,6,52,1,2, ,2015
26730002,267300,1,2,5,47,1,2, ,2015
26740001,267400,1,2,4,38,1,2, ,2015
26750001,267500,1,1,6,54,1,2, ,2015
26750002,267500,1,2,6,52,1,2, ,2015
26750003,267500,1,2,3,22,1,2, ,2015
26750004,267500,1,2,3,21,1,2, ,2015
26750005,267500,1,2,2,17,1,2, ,2015
26770001,267700,1,1,5,43,1,1,12,2015
26770002,267700,1,2,4,36,1,1,12,2015
26770003,267700,1,2,1,9,2,2, ,2015
26770004,267700,1,1,1,6,2,2, ,2015
26770005,267700,1,2,7,60,1,2, ,2015
26780001,267800,1,2,6,53,1,1,2,2015
26780002,267800,1,2,2,18,1,1,2,2015
26790001,267900,1,1,6,54,1,1,12,2015
26790002,267900,1,2,6,54,1,1,16,2015
26790003,267900,1,1,3,21,1,1,2,2015
26790004,267900,1,1,3,21,1,1,2,2015
26790005,267900,1,2,2,17,1,2, ,2015
26800002,268000,1,2,6,50,1,2, ,2015
26800003,268000,1,2,3,24,1,2, ,2015
26800004,268000,1,2,3,21,1,2, ,2015
26800005,268000,1,1,2,19,1,1,2,2015
26810001,268100,1,1,6,51,1,2, ,2015
26810002,268100,1,2,5,47,1,1,12,2015
26820001,268200,1,1,6,59,1,2, ,2015
26830001,268300,1,1,6,55,1,2, ,2015
26830002,268300,1,2,6,54,1,2, ,2015
26830003,268300,1,2,3,28,1,1,2,2015
26830004,268300,1,1,3,26,1,1,2,2015
26840001,268400,1,1,8,75,2,2, ,2015
26840002,268400,1,2,8,73,1,2, ,2015
26850002,268500,1,2,5,47,1,1,2,2015
26850003,268500,1,2,2,19,1,1,2,2015
26860001,268600,1,1,4,38,1,1,2,2015
26860002,268600,1,2,4,38,1,1,16,2015
26860003,268600,1,2,1,6,2,2, ,2015
26870001,268700,1,1,6,54,1,1,12,2015
26870002,268700,1,2,6,54,1,1,16,2015
26870003,268700,1,1,3,21,1,1,2,2015
26870004,268700,1,1,3,21,1,1,2,2015
26870005,268700,1,2,2,17,1,2, ,2015
26880001,268800,1,1,5,47,1,1,16,2015
26880002,268800,1,2,5,42,1,1,12,2015
26880003,268800,1,2,2,13,1,1,12,2015
26880004,268800,1,2,2,12,1,1,12,2015
26890002,268900,1,2,6,55,1,2, ,2015
26890003,268900,1,2,4,30,1,1,12,2015
26890005,268900,1,2,3,28,1,1,15,2015
26890006,268900,1,1,3,23,1,1,2,2015
26900001,269000,1,1,6,55,1,2, ,2015
26900002,269000,1,2,6,55,1,2, ,2015
26910001,269100,1,1,6,54,1,2, ,2015
26910002,269100,1,2,6,53,1,1,12,2015
26910003,269100,1,1,2,19,1,1,2,2015
26920001,269200,1,1,7,65,1,2, ,2015
26920002,269200,1,2,7,62,1,2, ,2015
26930001,269300,1,1,8,78,1,2, ,2015
26930002,269300,1,2,8,73,1,2, ,2015
26950001,269500,1,1,7,61,1,2, ,2015
26950002,269500,1,2,6,56,1,2, ,2015
26950003,269500,1,2,4,32,1,1,2,2015
26960001,269600,1,1,4,38,1,2, ,2015
26960002,269600,1,2,4,36,1,2, ,2015
26960004,269600,1,2,6,59,1,2, ,2015
26960101,269601,1,1,4,33,1,2, ,2015
26960102,269601,1,2,4,33,1,2, ,2015
26970001,269700,1,1,6,56,1,2, ,2015
26970002,269700,1,2,6,53,1,1,12,2015
26970003,269700,1,2,3,26,1,1,2,2015
26970004,269700,1,1,2,19,1,1,12,2015
26980001,269800,1,1,6,56,1,1,2,2015
26980002,269800,1,2,6,52,1,2, ,2015
26980004,269800,1,2,3,23,1,1,15,2015
26980102,269801,1,2,3,27,1,1,2,2015
26990001,269900,1,1,8,71,1,2, ,2015
27000002,270000,1,2,4,34,1,1,12,2015
27010001,270100,1,1,6,56,1,1,17,2015
27010002,270100,1,2,6,52,1,2, ,2015
27010003,270100,1,2,3,22,1,1,1,2015
27010005,270100,1,2,3,25,1,1,2,2015
27020001,270200,1,1,6,56,1,1,16,2015
27020003,270200,1,2,3,23,1,1,2,2015
27030001,270300,1,1,6,59,1,2, ,2015
27030002,270300,1,2,6,57,1,2, ,2015
27040001,270400,1,1,6,52,1,2, ,2015
27040002,270400,1,2,6,52,1,2, ,2015
27040003,270400,1,2,3,23,1,2, ,2015
27040004,270400,1,2,3,20,1,2, ,2015
27050001,270500,1,1,5,42,1,2, ,2015
27050002,270500,1,2,4,38,1,2, ,2015
27050003,270500,1,2,2,13,1,2, ,2015
27050004,270500,1,2,2,10,2,2, ,2015
27060002,270600,1,2,5,42,1,2, ,2015
27070001,270700,1,1,6,59,1,2, ,2015
27070002,270700,1,2,6,56,1,2, ,2015
27080001,270800,1,1,6,51,1,2, ,2015
27080002,270800,1,2,6,51,1,2, ,2015
27090002,270900,1,2,6,50,1,2, ,2015
27100002,271000,1,2,5,49,1,2, ,2015
27100003,271000,1,2,3,22,1,2, ,2015
27100004,271000,1,2,2,19,1,2, ,2015
27100005,271000,1,1,2,15,1,2, ,2015
27110002,271100,1,2,5,42,1,2, ,2015
27110003,271100,1,2,2,15,1,2, ,2015
27110004,271100,1,1,2,12,1,2, ,2015
27120001,271200,1,1,6,57,1,2, ,2015
27120002,271200,1,2,6,56,1,2, ,2015
27120003,271200,1,1,3,29,1,2, ,2015
27120004,271200,1,2,3,26,1,2, ,2015
27130002,271300,1,2,5,42,1,2, ,2015
27130003,271300,1,1,2,18,1,2, ,2015
27140001,271400,1,1,6,54,1,2, ,2015
27140002,271400,1,2,6,55,1,2, ,2015
27150003,271500,1,1,3,25,1,2, ,2015
27150004,271500,1,1,3,23,1,2, ,2015
27170001,271700,1,1,4,32,1,1,2,2015
27180001,271800,1,1,5,47,1,2, ,2015
27180002,271800,1,2,5,47,1,2, ,2015
27180003,271800,1,1,2,12,1,2, ,2015
27180004,271800,1,2,2,10,1,2, ,2015
27190001,271900,1,1,6,54,1,2, ,2015
27190002,271900,1,2,5,45,1,1,1,2015
27190003,271900,1,2,3,23,1,2, ,2015
27190004,271900,1,2,3,22,1,1,2,2015
27190005,271900,1,2,3,20,1,1,2,2015
27190006,271900,1,1,2,19,1,2, ,2015
27200001,272000,1,1,7,64,1,2, ,2015
27200002,272000,1,2,7,62,1,2, ,2015
27200004,272000,1,1,2,16,2,2, ,2015
27210001,272100,1,1,6,53,1,2, ,2015
27210002,272100,1,2,6,52,1,1,16,2015
27210003,272100,1,2,3,23,1,1,15,2015
27210004,272100,1,1,2,15,1,1,2,2015
27210005,272100,1,2,3,25,1,1,15,2015
27220001,272200,1,1,6,55,1,2, ,2015
27220002,272200,1,2,6,55,1,2, ,2015
27220003,272200,1,2,3,28,1,1,2,2015
27220004,272200,1,1,3,26,1,2, ,2015
27230001,272300,1,1,6,50,1,2, ,2015
27230002,272300,1,2,5,48,1,2, ,2015
27230003,272300,1,1,3,23,1,2, ,2015
27230004,272300,1,2,3,22,1,2, ,2015
27240001,272400,1,2,6,55,1,2, ,2015
27240002,272400,1,1,3,29,1,1,2,2015
27240004,272400,1,1,3,24,1,2, ,2015
27250001,272500,1,1,5,49,1,2, ,2015
27250002,272500,1,2,5,47,1,2, ,2015
27260001,272600,1,1,4,39,1,1,2,2015
27270001,272700,1,2,6,55,1,2, ,2015
27270002,272700,1,2,8,91,1,2, ,2015
27280001,272800,1,1,4,39,1,2, ,2015
27280002,272800,1,2,4,33,1,2, ,2015
27290001,272900,1,1,3,27,1,1,2,2015
27300001,273000,1,2,4,34,1,2, ,2015
27300002,273000,1,2,2,13,1,2, ,2015
27300003,273000,1,2,4,36,1,2, ,2015
27300004,273000,1,1,4,30,1,2, ,2015
27300005,273000,1,1,7,61,1,2, ,2015
27300006,273000,1,2,6,57,1,2, ,2015
27310001,273100,1,1,5,49,1,1,12,2015
27310002,273100,1,2,5,47,1,2, ,2015
27310003,273100,1,1,3,20,1,1,2,2015
27310004,273100,1,1,2,18,1,2, ,2015
27320001,273200,2,1,6,57,1,2, ,2015
27320002,273200,2,2,6,50,1,2, ,2015
27330001,273300,1,1,7,67,1,2, ,2015
27330002,273300,1,2,7,60,1,2, ,2015
27330003,273300,1,1,4,33,1,1,2,2015
27350001,273500,1,1,7,65,1,2, ,2015
27350002,273500,1,2,7,63,1,2, ,2015
27360001,273600,1,1,4,35,1,2, ,2015
27360002,273600,1,2,4,35,1,2, ,2015
27370001,273700,1,1,8,79,1,2, ,2015
27370002,273700,1,2,8,75,1,2, ,2015
27380001,273800,1,1,4,36,1,1,2,2015
27380002,273800,1,2,4,35,1,1,12,2015
27380003,273800,1,2,1,8,2,2, ,2015
27380004,273800,1,1,1,7,2,2, ,2015
27390001,273900,1,2,8,80,1,2, ,2015
27410001,274100,1,1,7,65,1,2, ,2015
27410002,274100,1,2,6,53,1,2, ,2015
27410003,274100,1,1,4,31,1,2, ,2015
27410004,274100,1,1,3,29,1,2, ,2015
27420001,274200,1,2,8,79,1,2, ,2015
27440001,274400,1,2,8,81,2,2, ,2015
27470001,274700,1,1,5,40,1,1,12,2015
27470002,274700,1,2,4,39,1,1,12,2015
27470003,274700,1,1,2,14,1,1,2,2015
27470004,274700,1,1,1,9,2,2, ,2015
27480002,274800,1,2,5,43,1,2, ,2015
27480003,274800,1,1,2,12,1,2, ,2015
27480004,274800,1,1,2,11,1,2, ,2015
27490001,274900,1,1,4,35,1,1,16,2015
27490002,274900,1,2,4,35,1,1,2,2015
27490003,274900,1,2,1,9,1,2, ,2015
27500001,275000,1,1,4,39,1,1,16,2015
27500002,275000,1,2,4,34,1,1,12,2015
27500003,275000,1,2,2,12,1,1,12,2015
27500004,275000,1,1,2,10,1,1,12,2015
27500005,275000,1,2,1,7,1,1,12,2015
27510001,275100,1,1,4,35,1,1,3,2015
27510002,275100,1,2,4,35,1,1,12,2015
27510003,275100,1,2,1,8,1,2, ,2015
27520001,275200,1,1,5,49,1,2, ,2015
27520002,275200,1,2,5,42,1,2, ,2015
27520003,275200,1,2,2,18,1,1,2,2015
27520004,275200,1,2,2,16,1,1,1,2015
27520005,275200,1,1,2,12,1,2, ,2015
27530001,275300,1,1,5,42,1,1,16,2015
27530002,275300,1,2,4,39,1,2, ,2015
27530003,275300,1,1,2,10,2,2, ,2015
27540001,275400,1,1,5,47,1,2, ,2015
27550001,275500,1,1,6,53,1,1,16,2015
27550002,275500,1,2,6,52,1,1,16,2015
27550003,275500,1,2,3,26,1,1,2,2015
27550004,275500,1,2,3,22,1,1,2,2015
27560001,275600,1,1,5,41,1,2, ,2015
27560002,275600,1,2,4,36,1,2, ,2015
27560003,275600,1,1,1,8,2,2, ,2015
27570001,275700,1,1,5,48,1,1,16,2015
27570002,275700,1,2,5,48,1,2, ,2015
27570003,275700,1,2,3,20,1,1,2,2015
27570004,275700,1,2,2,18,1,2, ,2015
27570005,275700,1,2,2,16,1,1,2,2015
27600001,276000,1,1,6,50,1,1,2,2015
27600002,276000,1,2,5,46,1,1,2,2015
27600003,276000,1,2,3,20,1,1,2,2015
27600004,276000,1,2,2,19,1,1,2,2015
27610001,276100,1,2,8,72,1,2, ,2015
27630001,276300,1,2,8,76,1,2, ,2015
27640001,276400,1,1,6,50,1,2, ,2015
27640002,276400,1,2,6,50,1,2, ,2015
27640003,276400,1,1,3,23,2,2, ,2015
27640004,276400,1,2,2,17,1,1,12,2015
27650001,276500,1,2,7,62,1,2, ,2015
27650002,276500,1,1,7,63,1,2, ,2015
27650003,276500,1,1,4,37,1,1,1,2015
27650004,276500,1,2,4,35,1,1,1,2015
27660001,276600,1,1,5,45,1,2, ,2015
27660002,276600,1,2,5,40,1,2, ,2015
27660003,276600,1,1,2,13,1,2, ,2015
27660004,276600,1,1,2,11,1,2, ,2015
