사업장명,도로명전체,인허가일자,영업상태명,위생업태명,x_wgs84,y_wgs84
베짱이,경상북도 청도군 금천면 금천로 745,20150619,운영중,커피숍,128.8604067407778,35.745660782392655
헤이주카페,경상북도 청도군 금천면 선암로 622-2,20150629,운영중,커피숍,128.89305454979657,35.691337173751926
커피홀릭,경상북도 청송군 청송읍 중앙로 245,20100817,운영중,커피숍,129.05585164985425,36.4339024973704
RosaTea&Coffee로사티앤커피,"광주광역시 광산구 장신로20번길 13-16, 1층 (장덕동)",20150604,운영중,커피숍,126.81337301865919,35.19034335266102
퐁낭인다락,"제주특별자치도 제주시 태성중1길 13-4, 1층 (일도이동)",20150603,운영중,커피숍,126.54644794637434,33.50060254569006
까페쎄나클(센트럴점),"충청남도 예산군 예산읍 예산로 245, 1층",20150603,운영중,커피숍,126.85167117285701,36.68065290042467
"그리다,봄",경상남도 거창군 거창읍 수남로 2264,20150619,운영중,커피숍,127.91240776967709,35.6808928705596
그라찌에 상명대점,"서울특별시 종로구 홍지문2길 20, 지하1층 (홍지동, 미래백년관)",20150520,운영중,커피숍,126.95504315439175,37.60282340390085
스타벅스 판교브릿지타워점,"경기도 성남시 분당구 판교로227번길 6 (삼평동, 판교브릿지타워 111,112,113,114,115호)",20150520,운영중,커피숍,127.0993368209624,37.403048069556654
공차(NC미금점),"경기도 성남시 분당구 미금일로154번길 20 (구미동, 이천일아울렛 6층 일부)",20150520,운영중,커피숍,127.1072872040184,37.34892879933501
구수 마이 뉴 칠드런(GOOSOO my new children),"경기도 성남시 수정구 성남대로1542번길 43-3, 1층 (복정동)",20150520,운영중,커피숍,127.13024731446953,37.46689804294194
아마빌레,대구광역시 수성구 들안로 287-5 (수성동2가),20150520,운영중,커피숍,128.61683705681813,35.85575713551185
타다오커피1,"경기도 부천시 오정구 고강로92번길 41 (고강동, 고강제일시장 9동 1층일부)",20150522,운영중,커피숍,126.81481111173257,37.52830187263117
타다오커피2,"경기도 부천시 오정구 고강로92번길 41 (고강동, 고강제일시장 9동 2층일부)",20150522,운영중,커피숍,126.81481111173257,37.52830187263117
커피베이첨단자이점,"광주광역시 북구 임방울대로1042번길 14-6 (용두동, 1층)",20150520,운영중,커피숍,124.87027781269322,32.57392676984479
빌리엔젤합정점,"서울특별시 마포구 양화로6길 73 (서교동, 1층일부)",20150622,운영중,커피숍,126.91831749495675,37.548619816586346
밀랑스,"서울특별시 마포구 대흥로28길 5 (대흥동, 1층일부(좌측))",20150625,운영중,커피숍,126.94635948581575,37.55539579313843
투썸플레이스,"서울특별시 마포구 와우산로21길 26, 2층 (서교동)",20150519,운영중,커피숍,126.92258531306643,37.55249208752999
카페웨스트브릿지,"서울특별시 마포구 와우산로25길 6 (서교동, 1층일부)",20150629,운영중,커피숍,126.92616180811089,37.55365818547931
카페 199,"서울특별시 송파구 올림픽로8길 31, 201호 (잠실동)",20150520,운영중,커피숍,127.0807277609675,37.50894310706104
다트프린스홍대점,"서울특별시 마포구 독막로7길 63, 3층 (서교동)",20150623,운영중,커피숍,126.92008880383167,37.550623853602175
요거프레소전주호성점,"전라북도 전주시 덕진구 호성로 138 (호성동1가, 진흥더블파크2단지 상가동 108호)",20150520,운영중,커피숍,127.1469485870094,35.86413308132837
데코덴카페내맘케(decoden cafe 내맘케),"서울특별시 마포구 와우산로19길 21 (서교동, 3층일부)",20150623,운영중,커피숍,126.92188583241573,37.55119661876377
지카페(G카페),"서울특별시 마포구 마포대로21길 38 (아현동, 1층일부)",20150625,운영중,커피숍,126.955630432973,37.55472227033438
컵스쿠쿠구평점,"경상북도 구미시 인동36길 35, 116동 103호 (구평동, 구미구평푸르지오 상가동)",20150520,운영중,커피숍,124.87027781269322,32.57392676984479
스페이스나무,"경상남도 양산시 하북면 충렬로 1733, 1동 1층",20150520,운영중,커피숍,129.08353210537234,35.48778856538197
수 커피,대구광역시 중구 경상감영길 4 (서문로1가),20150520,운영중,커피숍,128.5876571716089,35.870975101696345
망고식스,"충청남도 공주시 용당길 41, 1층 (교동)",20130910,운영중,커피숍,127.12028453822731,36.45846098165135
콩테이너,"부산광역시 수영구 수영로 459, 1층 (남천동)",20150520,운영중,커피숍,129.10992196343568,35.14695234630583
꽂배달프로젝트,"경상남도 창원시 마산합포구 문화남5길 3, 1층 (월남동3가)",20150520,운영중,커피숍,128.56010021164815,35.18464857285478
버거킹 대구율하점,"대구광역시 동구 안심로22길 10, 107,108,201호 (율하동)",20121112,운영중,커피숍,128.69608794952896,35.8663918710521
보케르 더블유,대구광역시 동구 화랑로80길 11 (방촌동),20130306,운영중,커피숍,128.66849674480855,35.8754312113272
(주)다빈치 에덴의동쪽점,"대구광역시 동구 효동로2길 41, 1,2층 (효목동)",20130418,운영중,커피숍,124.87027781269322,32.57392676984479
에녹,"대구광역시 동구 아양로 344, 1층 (입석동)",20130507,운영중,커피숍,128.64536200977489,35.89451933438678
(주)월드원라이프,대구광역시 동구 동부로 59 (신천동),20131014,운영중,커피숍,128.6189768695367,35.87518005015774
카페 릴리블라썸,대구광역시 동구 경대로 48 (신암동),20131226,운영중,커피숍,128.61496008420534,35.88506109471718
브리스톳커피(bristot),"대구광역시 동구 효신로 14, 2층 (효목동)",20140211,폐업 등,커피숍,128.63499498264562,35.87329358675819
투썸플레이스 이시아점,"대구광역시 동구 팔공로51길 11, 103호,201호 (봉무동)",20140401,운영중,커피숍,128.6398565610962,35.92294494190608
투데이로스팅커피 방촌1호점,"대구광역시 동구 동촌로 193, 110호 (방촌동)",20140423,운영중,커피숍,128.66184613058255,35.88332810467833
커피에비뉴 (Coffee Avenue),"대구광역시 동구 팔공로 250, 126호 (봉무동, 이시아스타)",20140513,운영중,커피숍,128.64189171420034,35.920936937603855
이디야 신암로점,"대구광역시 동구 신암로 96-1, 1층 (신암동)",20140711,운영중,커피숍,128.61065812822386,35.87941172568163
카페준똥(cafe JunDDong's),"대구광역시 동구 첨복로 27, 103호 (신서동, 해도빌딩)",20140929,운영중,커피숍,128.73280065470556,35.87844209681285
커피팔구오육,"대구광역시 동구 동촌로 340, 1층 (용계동)",20150424,운영중,커피숍,128.6765001676996,35.87752513832142
카페바스,"대구광역시 동구 안심로 58, 1층 (율하동)",20150511,운영중,커피숍,128.69185750475415,35.86984466819563
미소카페,"대구광역시 동구 경안로 732, 2층 (동호동)",20150511,운영중,커피숍,128.7140680760013,35.86740438995846
매콤돈가스칡불냉면(동대구점),"대구광역시 동구 동부로 158, B동 (신천동)",20101126,운영중,커피숍,128.6296056671058,35.87709359431542
빈센트(Vincent),대구광역시 동구 국채보상로159길 67 (신천동),20110518,운영중,커피숍,128.61598284888484,35.871060181867236
카페모따,대구광역시 동구 장등로 43-1 (신천동),20110808,운영중,커피숍,128.62328318643748,35.87142384839393
더컵(The cup),,20120316,운영중,커피숍,124.87027781269322,32.57392676984479
아모르커피점,대구광역시 동구 안심로 354 (동호동),20120418,운영중,커피숍,128.72314989429557,35.86733551960777
카펠리체이시아폴리스점,"대구광역시 동구 팔공로51길 31-5, A동 A-01호 (봉무동)",20120515,운영중,커피숍,128.63776776059143,35.92258544658613
더브릿지커피,"대구광역시 동구 아양로 99, B,C동 (신암동, 파티마병원)",20120814,운영중,커피숍,128.62407667390886,35.88424228182397
카페블레스,"대구광역시 동구 안심로55길 20, 3층 (동호동)",20150522,운영중,커피숍,128.7164272316725,35.867745001412686
커피콩,"경상남도 진주시 대신로 317 (하대동, 1층일부)",20150522,운영중,커피숍,128.11662864472083,35.18886057988396
휠링카페단,"충청남도 천안시 동남구 목천읍 삼성5길 62, 2층 201호 (제일아이조움프라자)",20150522,운영중,커피숍,127.17955102198115,36.760639531775865
카페아이오이,"충청남도 천안시 동남구 다가말2길 98, 1동 2층 (용곡동)",20150522,운영중,커피숍,124.87027781269322,32.57392676984479
카페베네 부산민락점,"부산광역시 수영구 수영로 769, 1~2층 (수영동)",20150522,운영중,커피숍,129.12281121169858,35.16671920277922
커피마마(옥포점),"경상남도 거제시 옥포로25길 1, B동 1층 101호 (옥포동, 동백연립)",20150522,운영중,커피숍,128.68962400580045,34.896669090216676
킹콩커피,"대구광역시 중구 큰장로26길 65 (대신동, 동산상가 지상1층 1-11호,1-12호)",20150522,운영중,커피숍,128.58167745933113,35.86895866529906
파시야 아산신창점,"충청남도 아산시 신창면 남성길 134, 1층 103-1호",20150611,운영중,커피숍,126.95573393290273,36.79088769745215
차우반구점,"울산광역시 중구 화합로 430, 1층 (반구동)",20150609,운영중,커피숍,129.33698130473962,35.56346240733616
이디야커피 울산우정혁신점,"울산광역시 중구 종가5길 78-2, 1층 (유곡동)",20150610,운영중,커피숍,124.87027781269322,32.57392676984479
감프롱,"울산광역시 중구 북부순환도로 874, 1층 (서동)",20150611,운영중,커피숍,129.345684675432,35.580391313396774
셀렉토커피 의왕포일점,"경기도 의왕시 봇들로 34, 107호 (포일동, 상가)",20150609,운영중,커피숍,126.98463829252364,37.39689601717209
와겐커피,"서울특별시 중구 장충단로 263 (을지로6가, 밀리오레 1층 108호)",20150616,운영중,커피숍,127.00831041239493,37.568322259045225
더샤드 포슬린,"서울특별시 종로구 돈화문로 65, 1층 (와룡동)",20150616,운영중,커피숍,126.99082553741417,37.574264664854084
론푸드,"제주특별자치도 서귀포시 중문관광로72번길 60, 1층 (색달동)",20150616,폐업 등,커피숍,126.40496116332008,33.24984000260816
카페 봄봄,"대구광역시 중구 중앙대로 412-21 (사일동, 지상1층)",20150616,운영중,커피숍,128.59493197642715,35.86996495665981
드림나루,충청북도 충주시 봉계13길 32 (봉방동),20150609,운영중,커피숍,127.91816386461855,36.97914324269046
비타민카페,"인천광역시 연수구 용담로 140 (연수동, 지상1층)",20150612,운영중,커피숍,126.67962396697156,37.41332187245659
커피에반하다,"경기도 안성시 중앙로 364, 1층 일부호 (석정동)",20150611,운영중,커피숍,127.26715975909177,37.00783660238683
카페오붓,"대전광역시 동구 동서대로1692번길 26-1, 1층 (성남동)",20150610,운영중,커피숍,127.43783106765791,36.348160245327904
투썸플레이스(A TWOSOME PLACE),"인천광역시 남동구 구월로 221, 1층 (구월동)",20150619,운영중,커피숍,126.71522460605169,37.456626364131054
셀렉토커피신갈롯데점,"경기도 용인시 기흥구 중부대로 375 (신갈동, 롯데캐슬스카이몰 1층 20호)",20150629,운영중,커피숍,127.10861285804428,37.27227273208908
미추홀학교 행복나눔터,"인천광역시 남동구 정각로 9, 1층 (구월동, 인천광역시교육청 교육종합정보센터)",20150619,운영중,커피숍,126.70318281624981,37.45637756942179
BC800커피앤티,"인천광역시 남동구 경인로 611, 1층 108호 (간석동, 간석오피앙에이동)",20150623,운영중,커피숍,126.70551400850427,37.46559754855006
인천간석올리브점빽다방,"인천광역시 남동구 남동대로 875, 1층 (간석동)",20150624,운영중,커피숍,124.87027781269322,32.57392676984479
이디야커피,"인천광역시 남동구 인하로 608, 1층 101호 (구월동, 구월메디컬프라자)",20150625,운영중,커피숍,124.87027781269322,32.57392676984479
포곡농업협동조합(카페마실),"경기도 용인시 처인구 포곡읍 포곡로246번길 8, 1동 1층 (외2필지)",20150629,운영중,커피숍,127.22961602618409,37.276425448442474
MOON(문),"경기도 용인시 기흥구 중부대로788번길 13, 102호 (상하동, 상가동)",20150626,운영중,커피숍,127.14111356263422,37.25585666187862
할리스커피 교대역점,"서울특별시 서초구 반포대로30길 81, 1층 (서초동)",20150515,운영중,커피숍,127.01287147172164,37.492883388050615
커피모아,"충청남도 천안시 서북구 봉정로 124, 1층 (성정동)",20150515,운영중,커피숍,127.14164477226096,36.813041749937064
밀과콩,강원도 강릉시 임영로 227 (교동),20150430,운영중,커피숍,128.8920299073962,37.76155153575088
생각하는카페,강원도 강릉시 사임당로489번길 41 (대전동),20150501,운영중,커피숍,128.84813770533304,37.78411174664519
모노레일커피,"경기도 남양주시 별내5로5번길 4-27, 1층 (별내동)",20150515,운영중,커피숍,127.11397995286484,37.65035718104882
카페제이,"광주광역시 광산구 산월로 27, 2층 (월계동)",20150513,운영중,커피숍,126.8402169560954,35.209004087960594
아로마레인,"광주광역시 광산구 월계로130번길 14, 1층 (월계동)",20150515,운영중,커피숍,126.83945547272414,35.21292164750365
커피니 효동점,"대전광역시 동구 대전로 643-1, 1층 (효동)",20150515,운영중,커피숍,127.43921453990708,36.31790442962964
커피마노,"서울특별시 송파구 백제고분로19길 29, 지상1,지하1층 (잠실동)",20150515,운영중,커피숍,127.08748408784162,37.50752471198177
라오상하이고운찻집,"서울특별시 마포구 신촌로20길 9 (노고산동, 삼진빌딩 가동 1층일부)",20150515,운영중,커피숍,126.93836959905165,37.55472882504479
메이듀(MAYDEW),"서울특별시 마포구 양화로 176 (동교동, 동교동스타피카소 5층 5FB74호일부)",20150515,운영중,커피숍,126.92477043418647,37.55720343418093
커피볶는 남자,"서울특별시 강서구 공항대로 6, 1층 (공항동)",20150515,운영중,커피숍,126.80801353163086,37.56142700568613
리틀채플린,"경상남도 거제시 아주1로2길 54, 4층 (아주동)",20150610,운영중,커피숍,128.68649683192248,34.867113021032104
요거프레소,"인천광역시 남동구 석산로 135, 1층 102호 (간석동, 금호센터프라자 )",20150617,운영중,커피숍,126.70698312097342,37.460575589540994
엘비(LB),"광주광역시 서구 죽봉대로94번길 7-1, 1층 (광천동)",20150617,운영중,커피숍,126.88450704990561,35.16200953476671
레드카펫,"전라남도 목포시 통일대로37번길 30-1, 1층 (상동)",20150617,운영중,커피숍,126.42735257911863,34.80125799175433
망고식스,전라북도 전주시 완산구 전동성당길 100 (전동),20150617,운영중,커피숍,124.87027781269322,32.57392676984479
파파야커피,부산광역시 동래구 석사로17번길 37 (사직동),20150617,운영중,커피숍,129.06044270958586,35.19986195957765
주식회사칸티에,경기도 시흥시 군자천로131번길 64 (정왕동),20150617,운영중,커피숍,126.71474923284721,37.33705844408074
달보드레하다,"경상남도 진주시 남강로 1467 (하대동, 하대삼전아파트 상가동 1층 1호)",20150617,운영중,커피숍,128.12762370968485,35.191705758169356
아담한쁘띠마카롱,"경상남도 진주시 가좌길36번길 8-2 (가좌동, 1층일부)",20150617,운영중,커피숍,128.10540048305495,35.15700986562938
정,전라남도 무안군 삼향읍 남악5로48번길 19,20150617,운영중,커피숍,126.47357553699923,34.80967358222784
커피베이광진중곡점,"서울특별시 광진구 동일로76길 17, 1층 (중곡동)",20150611,운영중,커피숍,127.07967356180492,37.56780393077841
파스타치오,"서울특별시 광진구 광나루로 614, 1층 (구의동)",20150611,운영중,커피숍,127.09586330325712,37.540798317582706
토프레소,"서울특별시 광진구 아차산로49길 41-5, 101호 (구의동, 아스하임)",20150611,운영중,커피숍,127.08399084472839,37.53873448012415
소소원,충청북도 영동군 영동읍 영동시장4길 10,20150618,운영중,커피숍,124.87027781269322,32.57392676984479
셀렉토커피 이천증포점,"경기도 이천시 갈산로 38, 1동 1층~2층 (증포동)",20150611,운영중,커피숍,127.45758537575506,37.28907763413483
란진카페,"서울특별시 중랑구 용마산로139나길 87-5, 2층 (신내동)",20150618,운영중,커피숍,127.10358722983555,37.61915761209732
앤쏠로지,"경기도 성남시 분당구 판교로255번길 9-22 (삼평동, 판교우림W-CITY  1층  133호)",20120924,운영중,커피숍,127.0999415925781,37.4037879425418
이디야커피 야탑중앙점,"경기도 성남시 분당구 매화로 41 (야탑동, 금강빌딩 지하1층 일부)",20150602,운영중,커피숍,127.13357454227568,37.411319516460075
커피이즈온,"경기도 성남시 수정구 성남대로1390번길 25-7, 1층 (복정동)",20150609,운영중,커피숍,127.12984087732963,37.45464226702541
잠바주스 분당온더테이블점,"경기도 성남시 분당구 분당로 55 (서현동, 퍼스트타워 2층 일부)",20150611,운영중,커피숍,127.12165602588355,37.38284236343406
카페소소,전라북도 남원시 산내면 천왕봉로 579-23,20150618,운영중,커피숍,127.6233487317634,35.42900884582941
토굽스커피,경상북도 경주시 감포읍 동해안로 1756,20150618,운영중,커피숍,129.49341579358904,35.7659336116768
죠아찌쥬스,"서울특별시 관악구 신원로5길 33, 1층 (신림동)",20150618,운영중,커피숍,126.92708584823065,37.48244584704236
(주)커피빈코리아 낙성대역점,"서울특별시 관악구 남부순환로 1909, 1-2층 (봉천동)",20150618,운영중,커피숍,126.96161185677191,37.478122426031554
라운지,"경기도 성남시 수정구 옛골로 36, 2층 (상적동)",20150612,운영중,커피숍,127.06858351529661,37.426225037620725
커피마마 낙양점,"경기도 의정부시 송양로 29, 지상1층 (낙양동)",20150611,운영중,커피숍,127.10926897474343,37.752334279320394
디아지트(The Azit),"경기도 부천시 소사구 양지남로 17, 1층 (범박동)",20150617,운영중,커피숍,126.81370171971915,37.47107454550084
카페비기닝,"서울특별시 도봉구 마들로 764, 1층 102,103,104호 (도봉동, 보성빌딩)",20150617,운영중,커피숍,124.87027781269322,32.57392676984479
도봉주르,"서울특별시 도봉구 도당로19길 70, 1층 (도봉동)",20150617,운영중,커피숍,124.87027781269322,32.57392676984479
공차,"인천광역시 중구 공항로 272 (운서동, 여객터미널 1층 FB-P3-09)",20150617,운영중,커피숍,126.44072765977933,37.479359551206265
cafe 제페토,"서울특별시 동작구 남부순환로 2019, 1층 (사당동)",20150617,운영중,커피숍,126.97298485544258,37.476296663205346
마하나임,"전라남도 목포시 평화로 33, 2층 (상동)",20150618,운영중,커피숍,126.42952996802651,34.795494386043174
나무,"광주광역시 서구 무진대로 932, 지하1층 (광천동, 신세계백화점)",20150618,폐업 등,커피숍,126.88013058006003,35.160309334790355
던킨도너츠진주경상대학교병원점,"경상남도 진주시 강남로 79 (칠암동, 경상대학교병원 본관동(1동) 1층일부)",20150618,운영중,커피숍,128.09538750920527,35.17713768585649
고디바 강남점,"서울특별시 서초구 강남대로61길 3, 103호 (서초동, 대승빌딩)",20150618,운영중,커피숍,127.02649477982281,37.49916365854016
폰이랑 커피랑,경상남도 밀양시 석정로 44-1 (내일동),20150618,운영중,커피숍,128.75157585517573,35.49371645647577
카페 아리랑,"경상남도 밀양시 밀양대로 2047 (교동, 시청 민원실 내)",20150618,운영중,커피숍,128.74653347941197,35.503425923111365
이디야커피사천중앙점,경상남도 사천시 사천읍 읍내1길 92,20150618,운영중,커피숍,128.08676225109417,35.084081422831744
가천나루,울산광역시 울주군 언양읍 반구대로 1204-9,20150616,운영중,커피숍,129.13716089535208,35.59755917253722
린도,"경상북도 포항시 북구 흥해읍 해안로1732번길 44-3, 1층",20150610,운영중,커피숍,124.87027781269322,32.57392676984479
토굽스커피,"경상북도 포항시 북구 장량로32번길 45, 102호 (장성동)",20150612,운영중,커피숍,124.87027781269322,32.57392676984479
우분트카페,대전광역시 중구 대전천서로 381 (문창동),20150610,운영중,커피숍,127.43334701896958,36.323829693749936
도로시앤샌드위치,"경기도 고양시 일산동구 일산로 242, 1층 111호 (마두동, 백마마을상가동)",20150610,운영중,커피숍,126.78926089191258,37.65804929608921
코너커피(Corner Coffee),"경기도 고양시 일산서구 킨텍스로 171, 1층 일부호 (대화동, 일산킨텍스복합개발)",20150610,운영중,커피숍,126.74407554769066,37.661575904613294
마이타운,"경기도 고양시 덕양구 화중로 126, 찬우물상가103호동 (화정동)",20150611,운영중,커피숍,126.83189920723105,37.638254651016055
렛잇비카페산토리니,경상북도 경산시 삼풍로 22 (삼풍동),20150615,운영중,커피숍,128.75548863957624,35.82241990292716
카페 앨,"경기도 고양시 일산동구 정발산로 24 (장항동, 웨스턴돔2, B-180호)",20150611,운영중,커피숍,126.77264175907588,37.65477625151785
커피팩토리,"경기도 고양시 덕양구 권율대로 894, 2(일부)층 (신원동, 새한일프라자)",20150612,운영중,커피숍,126.89038528713573,37.66323198822241
커피베이 일산풍동점,"경기도 고양시 일산동구 숲속마을로 50-54, 105호 (풍동, 세훈프라자)",20150612,운영중,커피숍,126.79941502896293,37.66789007447582
맨도롱,,20150615,운영중,커피숍,124.87027781269322,32.57392676984479
빽다방 인천 청라 진영점,"인천광역시 서구 청라라임로 71 (연희동, 진영메디피아 119호)",20150615,운영중,커피숍,126.65291770055217,37.53380385997256
서구노인인력개발센터 실버카페,"인천광역시 서구 승학로 263 (심곡동, 서구노인인력개발센터 1층)",20150615,운영중,커피숍,126.67213143782917,37.54623482615905
세루리안커피,"서울특별시 강남구 테헤란로4길 6, 지상2층 218호 (역삼동, 강남구 센트럴 푸르지오시티)",20150615,운영중,커피숍,127.02930088799516,37.497725806672534
스위트스노우,"경상남도 양산시 물금읍 청운로 188, 203호 (나래시티)",20150610,운영중,커피숍,129.00333111839643,35.31665821468076
부용당,"부산광역시 부산진구 중앙대로989번길 32, 1층 (양정동)",20150907,운영중,커피숍,129.07339181950752,35.17839046468817
후엠아이,"서울특별시 노원구 상계로37길 34, 1층 (상계동)",20150916,운영중,커피숍,124.87027781269322,32.57392676984479
세븐스에비뉴1,"경기도 고양시 일산서구 한류월드로 408 (대화동, 킨텍스 1층 3홀 일부)",20150916,운영중,커피숍,126.74429874153391,37.66864230742629
세븐스에비뉴2,"경기도 고양시 일산서구 한류월드로 408 (대화동, 킨텍스 1층 4홀 일부)",20150916,운영중,커피숍,126.74429874153391,37.66864230742629
까페리빈,서울특별시 강동구 양재대로 1415 (성내동),20150915,운영중,커피숍,127.13764984750632,37.5325098557182
스윗패턴즈,부산광역시 남구 유엔로157번길 22 (대연동),20150915,운영중,,124.87027781269322,32.57392676984479
요거프레소하안두산위브점,"경기도 광명시 광덕산로 26, 207동 110호 (하안동, 광명 두산위브 트래지움 상가)",20150907,운영중,커피숍,126.87222203248598,37.46923641646868
프렌치,"대구광역시 북구 유통단지로 90, 3층 (산격동, 대구전시컨벤션센타)",20150907,폐업 등,커피숍,128.6129697637475,35.90716728666503
레드레드(Rad Red),"서울특별시 마포구 임정로21길 40 (신공덕동, 1층일부)",20150907,운영중,커피숍,126.95725153326275,37.544568809600385
지수(주)카페아지트365인제대점,"경상남도 김해시 인제로 197, 블빛관(7동)동 지하1층 (어방동)",20150907,운영중,커피숍,128.90118198042845,35.25038993191107
커피앤북스,"서울특별시 서초구 방배천로30길 26, 1층 (방배동)",20150907,운영중,커피숍,126.98701884860556,37.48778673343716
DUTCH & COMPANY (더치앤컴패니),"서울특별시 서초구 성촌1길 26, 1층 104호 (우면동, 삼성프라자-1)",20150907,운영중,커피숍,127.0212952596218,37.46539075768361
커피월드,"대전광역시 중구 대종로 140, 1층 (호동)",20150907,운영중,커피숍,127.44994024520771,36.30467703982394
해피메이커,"경기도 화성시 반정로204번길 53, 2동 1층 (반정동)",20150907,운영중,커피숍,127.04390884382174,37.23308279256257
카페몬테로사,경기도 화성시 매송면 어사로 87,20150907,운영중,커피숍,126.91643660312347,37.25886559060346
커피드림스,"경기도 화성시 동탄원천로 354-11, 1층 114,115호 (능동)",20150907,운영중,커피숍,127.05791869684302,37.21878474596467
폴인커피,"부산광역시 사하구 낙동대로 267, 102,3,5호 (괴정동)",20150914,운영중,커피숍,124.87027781269322,32.57392676984479
한량가비점,"대구광역시 달서구 서당로3길 19-1, 1층 (신당동)",20150916,운영중,커피숍,124.87027781269322,32.57392676984479
쥬시,"서울특별시 동작구 여의대방로 86-1, 지상1층 (신대방동)",20150916,운영중,커피숍,126.91637955303541,37.49674821517478
커피앤마루,"경상북도 구미시 산호대로25안길 74 (옥계동, 1층)",20150828,운영중,커피숍,128.41888777996326,36.14398112303264
주스탐(종로구청점),"서울특별시 종로구 삼봉로 40, 1층 (청진동)",20150916,운영중,커피숍,126.97946738338291,37.572393214828224
커피지애,"서울특별시 도봉구 도봉로136가길 73, 104동 1층 110호 (창동, 북한산한신휴플러스상가)",20150916,운영중,커피숍,124.87027781269322,32.57392676984479
핸드크래프트(HANDCRAFT),"서울특별시 도봉구 마들로 676, 1층 (도봉동)",20150916,운영중,커피숍,124.87027781269322,32.57392676984479
커피내음,"서울특별시 광진구 자양로 153, 1층 (구의동)",20150916,운영중,커피숍,127.08367202404166,37.54160864123672
초동커피,경상남도 김해시 대동면 동남로85번길 54,20150916,운영중,,128.9908884387551,35.23767031249987
(주)보림로지스틱스 죽암,"충청북도 청주시 서원구 현도면 경부고속도로 290, 1층",20150915,운영중,커피숍,124.87027781269322,32.57392676984479
체리쉬,충청북도 청주시 청원구 공항로 159-12 (사천동),20150915,운영중,커피숍,124.87027781269322,32.57392676984479
24온스(24OUNCE),"충청북도 청주시 청원구 상당로 247, 1층 (우암동)",20150915,운영중,커피숍,124.87027781269322,32.57392676984479
커피콩,"경상남도 창원시 마산회원구 양덕서5길 18, 1층 104, 105호 (양덕동, 한일타운4차상가)",20150915,운영중,커피숍,128.58010755843515,35.22845574930943
(주)푸드파이터 가산지점(블랙몬스터),"서울특별시 금천구 가산디지털2로 67, 지상1층 102-1호 (가산동, 에이스하이엔드타워7)",20120217,운영중,커피숍,126.88116664729232,37.474201997838954
커피홀(광명소하점),"경기도 광명시 성채안로 42, 103,104호 (소하동)",20150828,운영중,커피숍,126.88526827210336,37.4357122894971
오스커피,"경기도 광명시 소하로 162, 103호 (소하동, 휴먼시아상가동)",20150828,운영중,커피숍,126.89188461301121,37.4443456658971
커피니신대림자이점,"서울특별시 영등포구 시흥대로173길 13, 102호 (대림동, 신대림자이상가)",20150828,운영중,커피숍,126.90243980289061,37.48653935834555
맛샘커피농장,"서울특별시 도봉구 마들로 749, 지하1층 (도봉동, 서울북부지방법원)",20150828,운영중,커피숍,124.87027781269322,32.57392676984479
원추,"서울특별시 동작구 장승배기로28길 16-1, 1층 (노량진동)",20150828,운영중,커피숍,126.94102726672936,37.51222758116171
투썸플레이스 연수점,충청북도 충주시 계명대로 229-1 (연수동),20150915,운영중,커피숍,124.87027781269322,32.57392676984479
느그시봄,"전라북도 전주시 덕진구 아중저수지길 86 (우아동1가, 2층)",20150915,운영중,커피숍,127.17599859686926,35.81980872800907
쥬씨,"서울특별시 동대문구 이문로 26, 1층 (휘경동)",20150914,운영중,커피숍,127.05588357475345,37.589776116827096
빽다방안양역점,"경기도 안양시 만안구 만안로 224, 지상1층 (안양동)",20150828,운영중,커피숍,126.92309998041449,37.4006267196203
두여자의삶,"경기도 안양시 만안구 장내로 54, 지상1층 (안양동)",20150828,운영중,커피숍,126.91484878492005,37.393606386115735
아라마크(주)대림대학카페베네,"경기도 안양시 동안구 임곡로 29 (비산동, 대림대학생활관 1층)",20150828,운영중,커피숍,126.93034157044197,37.4036681824437
진포슬린카페,경상남도 김해시 팔판로 36 (관동동),20150828,운영중,커피숍,128.7906628585589,35.17630884360717
카페너머,"경상남도 진주시 가좌길 40 (가좌동, 2층)",20150828,운영중,커피숍,128.1050846414232,35.15741286605358
카페봄봄,"경상남도 진주시 진주대로 546 (가좌동, 미켈란젤로빌딩 1층 103호)",20150828,운영중,커피숍,128.10757068204586,35.15528712585666
더 바코드,경상남도 밀양시 밀양대로 1757 (삼문동),20150916,운영중,커피숍,128.75243278678596,35.48235586491724
카페모카,"경기도 구리시 체육관로 28 (수택동, 고덕프라자 105호)",20150916,운영중,커피숍,127.13819657980427,37.587142943936904
더벤티신정점,"울산광역시 남구 중앙로 240, 1층 (신정동)",20150916,운영중,커피숍,129.31147517136358,35.542406805126866
콜롬비아당나귀,전라북도 전주시 완산구 영경2길 15 (중화산동2가),20150916,운영중,커피숍,127.12381395081294,35.81780453495118
카페모모코,"인천광역시 부평구 원길로11번길 45 (산곡동, 1층 일부)",20151016,운영중,커피숍,126.71182861796036,37.50470817264549
향기로운커피,"대구광역시 남구 이천로25길 49, 1층 (대명동)",20151019,운영중,커피숍,128.5950082400444,35.8520610941992
탑-노치(Top-Notch),부산광역시 연제구 법원남로10번길 7 (거제동),20151019,운영중,커피숍,129.07510609354483,35.19094033745263
그랜드 호텔 커피숍,"경상북도 안동시 관광단지로 346-84, 1층 (성곡동)",20151016,운영중,커피숍,124.87027781269322,32.57392676984479
