pid,hid,area,area_siz,hhld_siz,fly_typ,gender,byear,age_gr,age,marry,income_gr,job,job_type,job_etc,mob_use,mob_num,mob_csp,mob_dev,c01,c01_gr,c02,c02_gr,c03,c03_gr,c04,c04_gr,c05,c05_gr,app_pay,appin_pay,app_num,app_num_gr,appin_num,appin_gr,c06,c06_gr,freq_app1,freq_app2,freq_app3,sns_use,freq_sns1,freq_sns2,freq_sns3,cmt_board,wt_board,wt_news,rating,wt_wiki,wt_sns,rating_sns,sns_read,sns_write,sns_share,sns_eng,sns_priv,news_med1,news_med2,news_med3,news_plat1,news_plat2,news_plat3,channel,shop,shop_dev,shop_pay
11010001,110100,5,1,3,3,1,1967,6,52,2,6,1,1, ,1,1,1,2,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,9,11,8,1,12, , ,2,1,1,1,1,1,1,8,9,9,9,2,3,2, ,3,3, ,1,1,3,1
11010002,110100,5,1,3,3,2,1967,6,52,2,5,1,1, ,1,1,1,1,0,1,0,1,0,1,0,1,0,1,2,1, , ,2,1,4,1,5,6,9,1,12, , ,1,1,1,1,1,1,1,7,7,9,7,2,3, , ,3, , ,1,2, , 
11010003,110100,5,1,3,3,2,1995,3,24,1,1,2, ,4,1,1,1,3,0,1,0,1,0,1,10,3,0,1,2,2, , , , , , ,1,18,9,1,12, , ,2,3,2,1,1,3,3,6,9,9,6,2,3, , ,3, , ,1,1,1,1
11010004,110100,5,1,3,3,2,2002,2,17,1,1,2, ,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,18,16,9,1,12,15,16,2,1,1,1,1,2,2,7,7,7,7,2,3, , ,3, , ,1,1,1,5
11020001,110200,5,1,3,3,1,1966,6,53,2,7,1,1, ,1,1,1,2, , , , , , , , , , ,2,2, , , , , , ,11,19,16,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,1, , , 
11020002,110200,5,1,3,3,2,1970,5,49,2,1,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,18,2, , , ,1,1,1,1,1,1,1, , , , , ,3,2, ,3,3, ,7,2, , 
11020003,110200,5,1,3,3,2,2001,2,18,1,1,2, ,1,1,1,1,1, , , , , , ,5,2, , ,2,2, , , , , , ,16,1,9,1,15,3,12,2,2,2,2,2,3,3,7,7,7,7,2,3,3, ,4,3, ,1,1,1,1
11030001,110300,5,1,3,3,1,1961,6,58,2,5,1,1, ,1,1,3,1,0,1,0,1, , , , ,0,1,2,2, , , , , , ,6,9,11,1,2,12, ,1,1,1,1,1,1,1,8,9,9,8,3,3, , ,3, , ,7, , , 
11030002,110300,5,1,3,3,2,1970,5,49,2,5,1,1, ,1,1,3,2,0,1,0,1, , ,0,1,0,1,2,2, , , , , , ,6,11,9,1,12, , ,1,1,1,1,1,1,1,8,9,9,9,2,3, , ,3, , ,7,2, , 
11030003,110300,5,1,3,3,2,1994,3,25,1,5,1,1, ,1,1,3,3,0,1,0,1,0,1,11,3,0,1,2,2, , , , , , ,5,9,19,1,12,15,1,2,1,2,1,1,3,3,6,6,9,6,2,3, , ,3, , ,1,1,1,2
11030004,110300,5,1,3,3,2,1996,3,23,1,1,2, ,1,1,1,3,3,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,5,19,9,1,15,2,16,2,1,2,1,1,4,4,5,5,9,5,2,3, , ,3, , ,1,1,1,4
11030005,110300,5,1,3,3,1,1998,3,21,1,1,2, ,1,1,1,3,1,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,3,6,19,1,15,12,16,2,1,2,1,1,3,3,6,6,6,6,2,3, , ,3, , ,1,1,1,4
11040001,110400,5,1,3,3,2,1958,7,61,2,9,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,18,6,2, , , ,1,1,1,1,1,1,1, , , , , ,3,2, ,3,2, ,6,1,1,2
11040002,110400,5,1,3,3,1,1960,6,59,2,6,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,18,8,2, , , ,1,1,1,1,1,1,1, , , , , ,3,2, ,3,3, ,1,1,1,2
11040101,110401,13,2,1,1,2,1992,3,27,1,5,1,1, ,1,1,3,3, , , , , , ,3,1, , ,2,2, , , , , , ,1,8,11,1,12, , ,1,1,1,1,1,1,2,6,6,9,9,3,2,3,3,3,3,2,1, , , 
11050001,110500,5,1,3,3,1,1972,5,47,2,16,1,3, ,1,1,1,1, , , , , , , , , , ,1,2,4,1, , ,10,3,11,8,6,2, , , ,1,1,1,1,1,1,1, , , , , ,3,2, ,3,3, ,7,1,1,1
11050002,110500,5,1,3,3,2,1973,5,46,2,1,2, ,2,1,1,1,1, , , , , , , , , , ,2,1, , ,2,1,4,1,11,19,18,1,16, , ,1,1,1,4,1,1,1,1,9,4,4,3,3,2, ,3,3, ,1,1,1,3
11050003,110500,5,1,3,3,2,2001,2,18,1,1,2, ,1,1,1,1,3, , , , , , , , , , ,1,1,2,1,4,1,16,4,10,11,16,1,15,2,1,1,2,1,6,1,6,6,1,1,1,1,1,3,4,2,4,3,3,8, , , 
11050004,110500,5,1,3,3,2,2003,2,16,1,1,2, ,1,1,1,1,3, , , , , , , , , , ,2,2, , , , , , ,10,11,19,1,2,15,1,1,1,1,1,1,4,4,1,4,1,1,2,3,3, ,3,4, ,8, , , 
11050005,110500,5,1,3,3,2,2006,2,13,1,1,2, ,1,1,1,1,3, , , , , , , , , , ,2,2, , , , , , ,11,19,18,1,2, , ,1,1,1,1,1,4,1,4,5,7,9,3,3, , ,3, , ,5, , , 
11060001,110600,5,1,3,3,1,1954,7,65,2,4,1,1, ,1,1,3,1, , , , , , , , , , ,2,2, , , , , , ,11,18,6,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,1, , , 
11060002,110600,5,1,3,3,2,1958,7,61,2,2,2, ,2,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,11,6,18,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,1,1,1,3
11060004,110600,5,1,3,3,1,1989,4,30,1,6,1,1, ,1,1,2,1, , , , , , ,3,1, , ,2,2, , , , , , ,11,16,10,1,15, , ,1,1,1,1,1,4,3,4,4,6,6,2,3,3, ,3,2, ,1,1,1,1
11060101,110601,5,1,2,2,2,1987,4,32,2,6,1,1, ,1,1,1,3, , , , , , ,4,1, , ,2,2, , , , , , ,11,6,14,1,2,12, ,1,1,1,1,1,1,1,7,7,7,7,2,4,2, ,3,2, ,1,1,1,2
11060102,110601,5,1,2,2,1,1986,4,33,2,9,1,1, ,1,1,1,3, , , , , , , , , , ,2,2, , , , , , ,1,8,9,1,2,15, ,1,1,1,2,1,2,2,6,6,6,6,2,2,2,4,2,3,3,1,1,1,5
11070001,110700,5,1,3,3,1,1964,6,55,2,6,1,1, ,1,1,1,1,0,1, , , , ,0,1,0,1,2,2, , , , , , ,11,9,6,1,12, , ,1,1,1,1,1,1,1,8,9,9,9,2,3, , ,3, , ,7, , , 
11070002,110700,5,1,3,3,2,1964,6,55,2,5,1,1, ,1,1,1,1,0,1,0,1, , , , , , ,2,2, , , , , , ,6,11,9,1,12, , ,1,1,1,1,1,2,2,7,7,7,7,2,3, , ,3, , ,7,2, , 
11070003,110700,5,1,3,3,2,1990,3,29,1,6,1,1, ,1,1,1,1,0,1,0,1,0,1,0,1,0,1,2,1, , ,5,2,6,2,19,6,5,1,15,2,12,2,1,2,1,1,3,3,6,6,6,6,2,3,2, ,3,3, ,1,1,1,2
11070004,110700,5,1,3,3,2,1992,3,27,1,6,1,1, ,1,1,1,3,0,1,0,1,0,1,0,1,0,1,2,1, , ,7,2,8,2,5,19,9,1,15,12,2,2,1,2,1,1,4,4,5,5,5,5,2,3, , ,3, , ,1,1,1,2
11070005,110700,5,1,3,3,2,1998,3,21,1,1,2, ,1,1,1,1,3,0,1,0,1,0,1,0,1,0,1,2,1, , ,3,1,5,2,2,5,9,1,15,2,1,3,1,1,2,1,4,4,4,4,4,4,2,3, , ,3, , ,1,1,1,4
11080001,110800,5,1,3,3,1,1935,8,84,3,3,2, ,4,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
11080002,110800,5,1,3,3,1,1994,3,25,1,1,2, ,1,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,18,2, , , ,1,1,1,1,1,1,1, , , , , ,3,2, ,3,3, ,1,1,1,1
11080003,110800,5,1,3,3,1,1999,3,20,1,1,2, ,1,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,16,1,1,15,23,1,1,1,1,1,3,3,1,6,6,7,2,3,2, ,3,3, ,1,1,1,3
11100001,111000,5,1,3,3,2,1970,5,49,3,4,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,18,2, , , ,1,1,1,1,1,1,1, , , , , ,3,2, ,3,3, ,7, , , 
11100002,111000,5,1,3,3,2,1995,3,24,1,5,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,18,10,1,12,23,15,1,1,1,2,1,3,3,1,6,6,6,2,3,2,3,4,3,3,1,1,1,1
11100003,111000,5,1,3,3,2,2000,2,19,1,1,2, ,1,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,18,19,1,15, , ,1,1,1,1,1,3,3,5,6,6,6,2,3,2, ,3,3, ,1, , , 
11110001,111100,5,1,3,5,2,1973,5,46,4,4,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,18,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,7,2, , 
11110002,111100,5,1,3,5,2,1993,3,26,1,5,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,10,1,1,2,15,1,1,1,1,1,1,1,1,9,9,9,2,3,3, ,3,4, ,1,1,1,1
11110003,111100,5,1,3,5,1,1997,3,22,1,1,2, ,1,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,18,19,1,1,12,15,2,1,1,1,1,1,1,1,1,9,9,2,3, , ,3, , ,1,1,1,1
11120001,111200,5,1,3,5,2,1933,8,86,3,3,2, ,2,1,1,3,1, , , , , , , , , , ,2,2, , , , , , ,11, , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
11120002,111200,5,1,3,5,1,1994,3,25,1,5,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,11,10,19,1,1,2,12,1,1,1,1,1,1,1,1,1,9,9,2, , , , , , ,1, , , 
11120003,111200,5,1,3,5,2,1999,3,20,1,1,2, ,1,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,11,10,19,1,1,2,3,1,1,1,1,1,1,1,1,9,9,9,2,3, , ,3, , ,1,1,1,1
11130001,111300,5,2,2,3,1,1985,4,34,1,6,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,10,19,1,1,12,15,1,1,1,1,1,1,1,1,9,9,9,2,3,2, ,3,3, ,1,1,1,1
11130002,111300,5,2,2,3,2,1953,7,66,3,1,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,18,16,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
11140001,111400,5,1,3,3,1,1975,5,44,2,7,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,16,2, , , ,1,1,1,1,1,1,1, , , , , ,3,2, ,3,3, ,7,1,1,1
11140002,111400,5,1,3,3,2,1977,5,42,2,1,2, ,2,1,1,1,2, , , , , , , , , , ,2,2, , , , , , ,11,19,16,2, , , ,1,1,1,1,1,1,1, , , , , ,3,2, ,3,3, ,7, , , 
11140003,111400,5,1,3,3,2,2004,2,15,1,1,2, ,1,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,3,2, , , ,1,1,1,3,1,1,1, , , , , ,3, , ,3, , ,7, , , 
11160001,111600,5,2,2,2,1,1970,5,49,2,6,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,8,6,2, , , ,1,1,1,1,1,1,1, , , , , ,3,1, ,3,1, ,1,2, , 
11160002,111600,5,2,2,2,2,1970,5,49,2,1,2, ,2,1,1,1,2, , , , , , , , , , ,2,2, , , , , , ,11,18,16,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,6,2, , 
11170001,111700,5,1,2,2,1,1939,8,80,2,2,2, ,4,1,1,3,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
11170002,111700,5,1,2,2,2,1941,8,78,2,3,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
11180001,111800,5,2,3,3,1,1972,5,47,2,13,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,9,16,17,2, , , ,1,1,1,1,1,1,1, , , , , ,4, , ,3, , ,1, , , 
11180002,111800,5,2,3,3,2,1972,5,47,2,1,2, ,2,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,11,9,17,1,16, , ,1,1,1,1,1,1,1,1,7,7,6,2,4,2, ,3,2, ,1,1,1,2
11180003,111800,5,2,3,3,2,1999,3,20,1,1,2, ,1,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,1,16,11,1,1,12, ,1,1,1,1,2,1,1,1,9,9,9,1,2,4, ,2,3, ,8, , , 
11180004,111800,5,2,3,3,1,2002,2,17,1,1,2, ,1,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,1,3,16,1,1, , ,1,1,1,4,1,1,1,1,7,7,8,2,4,2, ,3,2, ,8, , , 
11190001,111900,5,1,3,3,1,1960,6,59,2,8,1,3, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,10,9,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,1,1
11190002,111900,5,1,3,3,2,1960,6,59,2,1,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,10,9,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,1,1
11190003,111900,5,1,3,3,1,1987,4,32,1,6,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,11,10,16,1,15, , ,4,1,1,4,4,4,4,3,2,3,3,2, , , , , , ,1,1,1,1
11190004,111900,5,1,3,3,2,1989,4,30,1,6,1,1, ,1,1,1,2, , , , , , ,5,2, , ,2,2, , , , , , ,11,10,16,1,15, , ,4,1,4,1,1,6,6,1,1,1,1,2, , , , , , ,1,1,1,1
11190005,111900,5,1,3,3,1,1991,3,28,1,5,1,1, ,1,1,1,1, , , , , , ,10,3,10,3,2,2, , , , , , ,11,10,16,1,15, , ,4,4,4,4,2,2,2,1,1,1,1,2, , , , , , ,1,1,1,1
11200001,112000,5,1,3,3,1,1971,5,48,2,7,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,9,2, , , ,1,1,1,1,1,1,1, , , , , ,3,2, ,3,3, ,1,1,1,1
11200002,112000,5,1,3,3,2,1972,5,47,2,1,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,9,2, , , ,1,1,1,1,1,1,1, , , , , ,3,2, ,3,3, ,1,1,1,1
11200003,112000,5,1,3,3,2,2001,2,18,1,1,2, ,1,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,16,1,15, , ,4,1,1,2,1,4,4,5,4,4,5,2,3,3,2,4,3,3,1,1,1,1
11220001,112200,5,1,3,3,2,1968,6,51,3,8,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,9,1,1, , ,1,1,1,1,1,4,4,4,5,7,5,2,3,2, ,3,3, ,1,1,1,1
11220004,112200,5,1,3,3,1,2005,2,14,1,1,2, ,1,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,10,16,1,15, , ,1,1,1,1,1,4,4,5,5,5,5,2,3, , ,3, , ,1, , , 
11230001,112300,5,1,2,2,1,1947,8,72,2,4,2, ,4,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11, , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
11230002,112300,5,1,2,2,2,1948,8,71,2,1,2, ,2,1,1,1,6, , , , , , , , , , ,2,2, , , , , , ,11, , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
11250001,112500,5,1,3,3,1,1979,5,40,2,6,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,8,2, , , ,1,1,1,1,1,1,1, , , , , ,3,2, ,3,3, ,1,1,1,1
11250002,112500,5,1,3,3,2,1979,5,40,2,6,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,18,2, , , ,1,1,1,1,1,1,1, , , , , ,3,2, ,3,3, ,1,1,1,1
11250003,112500,5,1,3,3,1,2008,2,11,1,1,2, ,1,1,1,1,6, , , , , , , , , , ,2,2, , , , , , ,3,11,19,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , , , , , 
11250004,112500,5,1,3,3,1,2012,1,7,1,1,2, ,1,1,1,1,6, , , , , , , , , , ,2,2, , , , , , ,11,19,3,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , , , , , 
11260001,112600,8,1,3,4,1,1968,6,51,2,6,1,1, ,1,1,1,1, , , , ,9,2, , , , ,2,2, , , , , , ,5,11, ,1,12, , ,1,1,1,1,1,5,1,5,7,7,7,1, , , , , , ,6, , , 
11260002,112600,8,1,3,4,2,1977,5,42,2,6,1,1, ,1,1,3,1, , , , ,9,2, , , , ,2,2, , , , , , ,5,17, ,1,16,15, ,4,4,4,4,4,4,4,4,4,4,4,2, , , , , , ,3,1,1,1
11260003,112600,8,1,3,4,1,1936,8,83,2,2,2, ,4,1,1,3,1, , , , , , , , , , ,2,2, , , , , , ,11, , ,1,15, , ,3,3,2,3,2,2,2,8,8,8,8,3, , , , , , ,6, , , 
11260004,112600,8,1,3,4,2,1942,8,77,2,7,2, ,2,1,1,3,2, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,6,2, , 
11260005,112600,8,1,3,4,1,2000,2,19,1,1,2, ,1,1,1,3,3, , , , , , , , , , ,1,2,1,1, , ,20,5,3,17, ,1,23,2,15,2,2,2,2,2,2,2,7,8,7,7,3, , , , , , ,1,1,1,4
11260006,112600,8,1,3,4,2,2005,2,14,1,1,2, ,1,1,1,3,3, , , , , , , , , , ,2,2, , , , , , ,10,17,16,1,2,23, ,1,1,1,1,1,6,6,1,3,5,1,2, , , , , , ,5, , , 
11290001,112900,8,1,3,3,1,1962,6,57,2,9,1,3, ,1,1,3,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , ,2, , ,3, , ,1, , , 
11290002,112900,8,1,3,3,2,1963,6,56,2,9,1,1, ,1,1,3,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , ,2, , ,3, , ,1, , , 
11350001,113500,7,1,3,3,1,1965,6,54,2,9,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,6,11,12,2, , , ,1,1,1,1,1,1,1, , , , , ,3,2, ,3,3, ,7, , , 
11360002,113600,7,1,3,3,2,1950,7,69,2,1,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,10,4,8,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7,2, , 
11370002,113700,7,1,3,3,2,1976,5,43,2,1,2, ,2,1,1,3,1, , , , , , , , , , ,2,2, , , , , , ,11,9,18,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,1,1,1,1
11380002,113800,7,1,3,3,2,1964,6,55,2,4,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,8,11,6,2, , , ,1,1,1,1,1,1,1, , , , , ,4, , ,3, , ,7,2, , 
11390001,113900,7,1,3,3,1,1972,5,47,2,5,1,1, ,1,1,2,1, , , , , , ,10,3,30,7,1,2,1,1, , ,10,3,3,11,9,1,2,15,23,1,1,1,1,1,1,1,5,5,9,9,2,3, , ,3, , ,1,1,1,1
11400002,114000,7,1,3,3,2,1972,5,47,2,4,1,1, ,1,1,3,1, , , , , , ,10,3,30,7,1,1,2,1,2,1,100,8,11,10,19,1,2,15, ,1,1,1,1,1,3,1,5,6,9,7,2, , , , , , ,1,1,1,1
11410002,114100,7,1,3,3,2,1965,6,54,2,1,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,10,18,1,2, , ,1,1,1,1,1,1,1,6,9,9,7,2,3, , ,3, , ,1,2, , 
11420003,114200,7,1,3,3,1,1981,4,38,1,4,1,1, ,1,1,1,3, , ,10,3,20,5, , , , ,1,2,3,1, , ,10,3,3,11,1,1,2,15, ,1,1,1,1,1,1,1,5,9,9,9,2,3, , ,3, , ,8, , , 
11430002,114300,7,1,3,3,2,1972,5,47,2,1,2, ,2,1,1,2,1, , , , ,20,5,7,2, , ,2,2, , , , , , , , , ,1,2,15, ,1,1,1,1,2,2,3,5,7,7,6,2, , , , , , ,1,1,1,1
11440001,114400,7,1,3,3,1,1966,6,53,2,7,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,19,12,11,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,7, , , 
11440002,114400,7,1,3,3,2,1970,5,49,2,1,2, ,2,1,1,3,1, , , , , , , , , , ,2,2, , , , , , ,11,6,9,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,1,1
11440003,114400,7,1,3,3,1,1996,3,23,1,1,2, ,1,1,1,2,1, , , , ,10,3, , , , ,2,2, , , , , , ,19,12,11,1,2,15, ,1,1,1,1,1,3,3,5,6,6,6,2,3, , ,3, , ,5,2, , 
11440004,114400,7,1,3,3,1,1991,3,28,1,1,2, ,4,1,1,3,3, , , , ,10,3,7,2, , ,2,2, , , , , , ,19,11,8,1,2,15,23,1,1,1,1,1,4,4,4,4,4,4,1,3,2, ,3,3, ,8,1,1,1
11450004,114500,7,1,3,3,1,1981,4,38,1,7,1,1, ,1,1,3,1, , , , ,30,7,10,3, , ,2,2, , , , , , ,11,10,12,1,2,15, ,1,1,1,1,1,4,4,5,5,5,5,2,3, , ,3, , ,7,1,1,1
11460002,114600,7,1,3,3,2,1978,5,41,2,1,2, ,2,1,1,3,1, , , , , , , , , , ,2,2, , , , , , ,11,6,9,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,1,1,1,1
11470001,114700,7,1,3,3,1,1969,6,50,2,14,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,9,12,17,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,1, , , 
11470002,114700,7,1,3,3,2,1971,5,48,2,5,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,5,19,11,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,1,1
11470004,114700,7,1,3,3,2,2001,2,18,1,1,2, ,1,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,11,19,10,1,2, , ,1,1,1,1,1,1,1,5,9,9,9,2,3, , ,3, , ,1, , , 
11480001,114800,7,1,2,2,1,1957,7,62,2,6,1,3, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,19,11,18,1,16, , ,1,1,1,1,1,4,1,4,5,9,9,2,3, , ,3, , ,1,1,1,1
11480002,114800,7,1,2,2,2,1960,6,59,2,1,1,4, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,11,17,19,1,12, , ,1,1,1,1,1,4,1,5,5,9,9,2,3, , ,3, , ,6,2, , 
11490001,114900,7,1,3,3,1,1973,5,46,2,14,1,1, ,1,1,3,1, , , , , , , , , , ,2,2, , , , , , ,9,12,11,2, , , ,3,1,1,1,1,1,1, , , , , ,3, , ,3, , ,7, , , 
11490002,114900,7,1,3,3,2,1977,5,42,2,5,1,1, ,1,1,3,1, , , , , , , , , , ,2,2, , , , , , ,11,3,5,1,16, , ,3,1,1,1,1,1,4,1,9,9,5,2,3, , ,3, , ,1,1,1,1
11490003,114900,7,1,3,3,1,2004,2,15,1,1,2, ,1,1,1,3,1, , , , , , , , , , ,2,2, , , , , , ,19,11,12,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,1, , , 
11490004,114900,7,1,3,3,1,2006,2,13,1,1,2, ,1,1,1,3,1, , , , , , , , , , ,2,2, , , , , , ,3,17,11,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,1, , , 
11510001,115100,7,1,3,3,1,1975,5,44,2,12,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,9,12,6,2, , , ,4,2,1,1,1,1,1, , , , , ,3, , ,3, , ,1, , , 
11510002,115100,7,1,3,3,2,1975,5,44,2,1,2, ,2,1,1,1,2, , , , , , , , , , ,2,2, , , , , , ,5,6,13,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,1,1
11510003,115100,7,1,3,3,1,2004,2,15,1,1,2, ,1,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,10,1,2, , ,1,1,1,1,1,1,1,3,9,9,9,2, , , , , , ,1, , , 
11510004,115100,7,1,3,3,2,2006,2,13,1,1,2, ,1,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,18,19,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,7, , , 
11520001,115200,7,1,3,3,1,1966,6,53,2,10,1,1, ,1,1,4,1, , , , , , , , , , ,2,2, , , , , , ,11,19,10,1,16,12,2,4,4,1,1,1,5,4,1,3,5,5,1,2,4,3,3,3,3,1,1,3,1
11520002,115200,7,1,3,3,2,1970,5,49,2,10,1,1, ,1,1,4,1, , , , ,10,3, , , , ,2,2, , , , , , ,8,11,19,1,16,2,12,4,3,1,1,1,3,4,1,7,5,5,2,3,2, ,3,2, ,1,1,1,4
11520004,115200,7,1,3,3,2,2002,2,17,1,1,2, ,1,1,1,4,3, , , , , , , , , , ,2,2, , , , , , ,10,19,2,1,2,1,15,6,3,1,1,1,4,4,1,5,5,5,2,3,4, ,3,4, ,1, , , 
11530001,115300,7,1,3,3,1,1970,5,49,2,10,1,1, ,1,1,3,2, , , , , , , , , , ,2,2, , , , , , ,9,5,17,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,1,1,1,1
11530002,115300,7,1,3,3,2,1976,5,43,2,1,2, ,2,1,1,4,2, , , , , , , , , , ,2,2, , , , , , ,17,19,5,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,1,1,1,1
11530003,115300,7,1,3,3,2,2001,2,18,1,1,2, ,1,1,1,3,2, , , , , , , , , , ,2,2, , , , , , ,16,19,17,1,2,12, ,1,1,1,1,1,4,4,5,5,5,5,2,3, , ,3, , ,1,1,1,3
11530004,115300,7,1,3,3,1,2004,2,15,1,1,2, ,1,1,1,3,2, , , , , , , , , , ,2,2, , , , , , ,1,3,16,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,1, , , 
11560001,115600,7,1,2,2,1,1946,8,73,2,5,2, ,4,1,1,2,2, , , , , , , , , , ,2,2, , , , , , ,11,19,18,1,16, , ,1,1,1,1,1,5,1,4,4,9,9,2,2, , ,2, , ,6, , , 
11560002,115600,7,1,2,2,2,1952,7,67,2,4,2, ,2,1,1,2,2, , ,0,1, , , , , , ,2,2, , , , , , ,11,19,17,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,6,2, , 
