pid,hid2016,area_siz2016,gender2016,age_gr2016,age2016,mob_use2016,mob_num2016,mob_csp2016,mob_dev2016,c01_gr2016,c02_gr2016,c03_gr2016,c04_gr2016,c05_gr2016,sns_use2016,freq_sns12016,news_med12016,news_med22016,news_med32016,news_plat12016,news_plat22016,news_plat32016,year2016,hid2017,area_siz2017,gender2017,age_gr2017,age2017,mob_use2017,mob_num2017,mob_csp2017,mob_dev2017,c01_gr2017,c02_gr2017,c03_gr2017,c04_gr2017,c05_gr2017,sns_use2017,freq_sns12017,news_med12017,news_med22017,news_med32017,news_plat12017,news_plat22017,news_plat32017,year2017,hid2018,area_siz2018,gender2018,age_gr2018,age2018,mob_use2018,mob_num2018,mob_csp2018,mob_dev2018,c01_gr2018,c02_gr2018,c03_gr2018,c04_gr2018,c05_gr2018,sns_use2018,freq_sns12018,news_med12018,news_med22018,news_med32018,news_plat12018,news_plat22018,news_plat32018,year2018,hid2019,area_siz2019,gender2019,age_gr2019,age2019,mob_use2019,mob_num2019,mob_csp2019,mob_dev2019,c01_gr2019,c02_gr2019,c03_gr2019,c04_gr2019,c05_gr2019,sns_use2019,freq_sns12019,news_med12019,news_med22019,news_med32019,news_plat12019,news_plat22019,news_plat32019,year2019
350003,3500,1,2,7,62,1,1,1,1, , , , , ,2, , , , , , , ,2016,3500,1,2,7,63,1,1,1,1, , , , , ,2, , , , , , , ,2017,3500,1,2,7,64,1,1,1,1,1,1,1,1,1,1,16, , , , , , ,2018,3500,1,2,7,65,1,1,3,3, , , , , ,2, , , , , , , ,2019
360001,3600,1,1,5,44,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2016,3600,1,1,5,45,1,1,1,1, , , , , ,1,2,3, , ,3, , ,2017,3600,1,1,5,46,1,1,1,1,1,1,1,1,1,2, ,3, , ,3, , ,2018,3600,1,1,5,47,1,1,1,1, , , , , ,2, ,3,1, ,3,1, ,2019
360002,3600,1,2,4,39,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2016,3600,1,2,5,40,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2017,3600,1,2,5,41,1,1,1,2,1,1,1,1,1,1,12,3, , ,3, , ,2018,3600,1,2,5,42,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2019
370001,3700,1,1,5,47,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2016,3700,1,1,5,48,1,1,1,1, , , , , ,1,12,1,3, ,1,3, ,2017,3700,1,1,5,49,1,1,1,1,1,1,1,1,1,1,12,3,1, ,3,1, ,2018,3700,1,1,6,50,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2019
370002,3700,1,2,5,47,1,1,2,1, , , , , ,1,12,3, , ,3, , ,2016,3700,1,2,5,48,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2017,3700,1,2,5,49,1,1,1,1, , , ,1, ,1,12,3, , ,3, , ,2018,3700,1,2,6,50,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2019
380002,3800,1,2,4,37,1,1,2,1, , , , , ,1,12, , , , , , ,2016,3800,1,2,4,38,1,1,2,1, , , , , ,1,12,3, , ,3, , ,2017,3800,1,2,4,39,1,1,3,1,1,1,1,1, ,2, ,2,3, ,3,3, ,2018,3800,1,2,5,40,1,1,1,1, , , , , ,1,1,3,3, ,3,2, ,2019
390001,3900,1,2,5,48,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2016,3900,1,2,5,49,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2017,3900,1,2,6,50,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2018,3900,1,2,6,51,1,1,3,1, , , , , ,1,12,3, , ,3, , ,2019
390002,3900,1,2,3,22,1,1,1,3, , , , , ,1,2,3, , ,3, , ,2016,3900,1,2,3,23,1,1,1,3, , , ,2, ,1,2,3, , ,3, , ,2017,3900,1,2,3,24,1,1,1,3, , , ,3, ,1,2,3, , ,3, , ,2018,3900,1,2,3,25,1,1,3,3, , , , , ,1,15,3, , ,3, , ,2019
390003,3900,1,1,2,19,1,1,3,4, , , , , ,1,2,3, , ,3, , ,2016,3900,1,1,3,20,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2017,3900,1,1,3,21,1,1,1,1, , , ,3, ,2, ,3, , ,3, , ,2018,3900,1,1,3,22,1,1,1,1, , , , , ,1,23,3, , ,3, , ,2019
390004,3900,1,1,5,49,1,1,3,1, , , ,2, ,1,12,3,2, ,3,3, ,2016,3900,1,1,6,50,1,1,1,3, , , ,2, ,2, ,2, , ,3, , ,2017,3900,1,1,6,51,1,1,1,1, , , ,3, ,2, ,3, , ,3, , ,2018,3900,1,1,6,52,1,1,1,1, , , ,2, ,2, ,3, , ,3, , ,2019
400002,4000,1,2,6,55,1,1,3,2, , , , , ,1,12,3, , ,3, , ,2016,4000,1,2,6,56,1,1,3,2, , , , , ,1,16,3, , ,3, , ,2017,4000,1,2,6,57,1,1,3,2, , , , , ,2, , , , , , , ,2018,4000,1,2,6,58,1,1,3,2, , , , , ,2, ,3, , ,3, , ,2019
410002,4100,1,2,6,51,1,1,1,1, , , , , ,1,12, , , , , , ,2016,4100,1,2,6,52,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2017,4100,1,2,6,53,1,1,2,1, , , , , ,2, , , , , , , ,2018,4100,1,2,6,54,1,1,2,1, , , , , ,1,23,3, , ,3, , ,2019
420001,4200,1,1,4,36,1,1,2,1, , ,8,2, ,1,12,3, , ,3, , ,2016,4200,1,1,4,37,1,1,2,2, , , , , ,2, , , , , , , ,2017,4200,1,1,4,38,1,1,2,2, , , , , ,1,1, , , , , , ,2018,4200,1,1,4,39,1,1,2,2, , ,1, , ,2, , , , , , , ,2019
420002,4200,1,2,4,36,1,1,1,1, , ,2,2, ,1,12, , , , , , ,2016,4200,1,2,4,37,1,1,2,2, , ,4,4, ,1,12,2, , ,3, , ,2017,4200,1,2,4,38,1,1,2,2, , , , , ,1,12, , , , , , ,2018,4200,1,2,4,39,1,1,2,2, , , , , ,2, , , , , , , ,2019
420003,4200,1,1,1,9,1,0, , , , , , , ,2, , , , , , , ,2016,4200,1,1,2,10,1,1,2,2, , , , , ,2, , , , , , , ,2017,4200,1,1,2,11,1,1,2,2, , , , , ,2, , , , , , , ,2018,4200,1,1,2,12,1,1,2,2, , , , , ,2, , , , , , , ,2019
430001,4300,1,1,4,35,1,1,1,1, , , , , ,1,16, , , , , , ,2016,4300,1,1,4,36,1,1,1,1, , , , , ,2, , , , , , , ,2017,4300,1,1,4,37,1,1,1,1, , , , , ,2, , , , , , , ,2018,4300,2,1,4,38,1,1,1,1, , , , , ,2, ,3,4,2,3,3,2,2019
430002,4300,1,2,4,35,1,1,1,1, , , , , ,2, , , , , , , ,2016,4300,1,2,4,36,1,1,1,1, , , , , ,2, , , , , , , ,2017,4300,1,2,4,37,1,1,1,1, , , , , ,2, , , , , , , ,2018,4300,2,2,4,38,1,1,1,1, , , , , ,2, , , , , , , ,2019
430003,4300,1,1,1,7,1,0, , , , , , , ,2, , , , , , , ,2016,4300,1,1,1,8,1,0, , , , , , , ,2, , , , , , , ,2017,4300,1,1,1,9,1,1,1,2, , , , , ,2, , , , , , , ,2018,4300,2,1,2,10,1,1,1,1, , , , , ,2, , , , , , , ,2019
440001,4400,1,1,6,54,1,1,3,2, , , , , ,2, ,4,2, ,3,3, ,2016,4400,1,1,6,55,1,1,2,2, , , , , ,2, ,4, , ,3, , ,2017,4400,1,1,6,56,1,1,3,1, , , , , ,2, ,3, , ,3, , ,2018,4400,1,1,6,57,1,1,4,2, , , , , ,2, ,3, , ,3, , ,2019
440002,4400,1,2,6,51,1,0, , , , , , , ,2, , , , , , , ,2016,4400,1,2,6,52,1,0, , , , , , , ,2, , , , , , , ,2017,4400,1,2,6,53,1,0, , , , , , , ,2, , , , , , , ,2018,4400,1,2,6,54,1,1,4,1, , , , , ,2, , , , , , , ,2019
440003,4400,1,2,3,26,1,1,1,2, , , , , ,2, , , , , , , ,2016,4400,1,2,3,27,1,1,1,2, , , , , ,1,15, , , , , , ,2017,4400,1,2,3,28,1,1,3,2, , , , , ,2, , , , , , , ,2018,4400,1,2,3,29,1,1,3,2, , , ,2, ,2, ,4, , ,3, , ,2019
440004,4400,1,2,3,23,1,1,3,3, , , ,2, ,1,2, , , , , , ,2016,4400,1,2,3,24,1,1,3,3, , , , , ,1,2, , , , , , ,2017,4400,1,2,3,25,1,1,3,3, , , , , ,1,15, , , , , , ,2018,4400,1,2,3,26,1,1,3,1, , , ,1, ,1,15, , , , , , ,2019
450001,4500,1,1,5,41,1,1,2,1, , , , , ,2, , , , , , , ,2016,4500,1,1,5,42,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2017,4500,1,1,5,43,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2018,4500,1,1,5,44,1,1,2,1, , , , , ,1,23, , , , , , ,2019
450002,4500,1,2,4,39,1,1,2,1, , , , , ,1,2, , , , , , ,2016,4500,1,2,5,40,1,1,2,1, , , , , ,1,12,3, , ,3, , ,2017,4500,1,2,5,41,1,1,2,1, , , , , ,1,2, , , , , , ,2018,4500,1,2,5,42,1,1,2,1, , , , , ,1,2, , , , , , ,2019
450003,4500,1,2,2,10,1,0, , , , , , , ,2, , , , , , , ,2016,4500,1,2,2,11,1,1,2,2, , , , , ,2, , , , , , , ,2017,4500,1,2,2,12,1,1,2,2, , , , , ,2, , , , , , , ,2018,4500,1,2,2,13,1,1,3,2, , , , , ,1,23, , , , , , ,2019
450004,4500,1,2,2,10,1,0, , , , , , , ,2, , , , , , , ,2016,4500,1,2,2,11,1,1,2,2, , , , , ,1,12, , , , , , ,2017,4500,1,2,2,12,1,1,2,2, , , , , ,2, , , , , , , ,2018,4500,1,2,2,13,1,1,3,2, , , , , ,1,23, , , , , , ,2019
450005,4500,1,2,1,8,2,0, , , , , , , ,2, , , , , , , ,2016,4500,1,2,1,9,1,1,2,2, , , , , ,2, , , , , , , ,2017,4500,1,2,2,10,1,1,2,2, , , , , ,2, , , , , , , ,2018,4500,1,2,2,11,1,1,2,1, , , , , ,2, , , , , , , ,2019
460001,4600,1,1,5,44,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2016,4600,1,1,5,45,1,1,1,1,1,1, , , ,2, ,3, , ,3, , ,2017,4600,1,1,5,46,1,1,2,1,1,1, , , ,2, ,3, , ,3, , ,2018,4600,1,1,5,47,1,1,2,1, ,1, ,1, ,2, ,2, , ,3, , ,2019
460002,4600,1,2,5,40,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016,4600,1,2,5,41,1,1,2,1,1, , , , ,2, ,3, , ,3, , ,2017,4600,1,2,5,42,1,1,3,1,1, ,1,1, ,2, ,3, , ,3, , ,2018,4600,1,2,5,43,1,1,1,1,1,1, ,1, ,2, , , , , , , ,2019
470001,4700,1,1,6,54,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016,4700,1,1,6,55,1,1,1,1,1, , , , ,2, ,3, , ,3, , ,2017,4700,1,1,6,56,1,1,3,1, , , , , ,2, ,3, , ,4, , ,2018,4700,1,1,6,57,1,1,1,1,1,1,1, , ,1,12,3, , ,3, , ,2019
470002,4700,1,2,8,80,1,0, , , , , , , ,2, , , , , , , ,2016,4700,1,2,8,81,1,0, , ,1, , , , ,2, , , , , , , ,2017,4700,1,2,8,82,1,0, , , , , , , ,2, , , , , , , ,2018,4700,1,2,8,83,1,0, , , , , , , ,2, , , , , , , ,2019
470003,4700,1,2,5,47,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016,4700,1,2,5,48,1,1,1,1,1, , , , ,2, ,3, , ,3, , ,2017,4700,1,2,5,49,1,1,1,2,1, ,1, ,1,2, ,3, , ,3, , ,2018,4700,1,2,6,50,1,1,1,1,1,1, , , ,2, ,3, , ,3, , ,2019
480001,4800,1,1,8,76,1,0, , , , , , , ,2, , , , , , , ,2016,4800,1,1,8,77,1,0, , , , , , , ,2, , , , , , , ,2017,4800,1,1,8,78,1,0, , , , , , , ,2, , , , , , , ,2018,4800,1,1,8,79,1,0, , , , , , , ,2, , , , , , , ,2019
480002,4800,1,2,8,70,1,0, , , , , , , ,2, , , , , , , ,2016,4800,1,2,8,71,1,0, , , , , , , ,2, , , , , , , ,2017,4800,1,2,8,72,1,0, , , , , , , ,2, , , , , , , ,2018,4800,1,2,8,73,1,0, , , , , , , ,2, , , , , , , ,2019
490001,4900,1,2,6,52,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2016,4900,1,2,6,53,1,1,2,1,1, , , , ,2, ,3, , ,3, , ,2017,4900,1,2,6,54,1,1,1,1,1, , , ,1,2, ,3, , ,3, , ,2018,4900,1,2,6,55,1,1,3,1, , , , , ,2, , , , , , , ,2019
490003,4900,1,1,3,21,1,1,2,1, , , ,2, ,2, ,3, , ,3, , ,2016,4900,1,1,3,22,1,1,1,1,1, , , , ,2, ,3, , ,3, , ,2017,4900,1,1,3,23,1,1,3,1,1, , , ,1,2, ,3, , ,3, , ,2018,4900,1,1,3,24,1,1,2,1, ,1,1,2, ,1,23,3, , ,3, , ,2019
500001,5000,1,2,6,55,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016,5000,1,2,6,56,1,1,2,1,1, ,1, , ,2, ,3, , ,3, , ,2017,5000,1,2,6,57,1,1,1,1,1, , , , ,2, ,3, , ,3, , ,2018,5000,1,2,6,58,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2019
510001,5100,1,2,8,72,1,0, , , , , , , ,2, , , , , , , ,2016,5100,1,2,8,73,1,0, , , , , , , ,2, , , , , , , ,2017,5100,1,2,8,74,1,0, , , , , , , ,2, , , , , , , ,2018,5100,1,2,8,75,1,0, , , , , , , ,2, , , , , , , ,2019
520001,5200,1,1,6,55,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016,5200,1,1,6,56,1,1,2,1,1, , , ,1,2, , , , , , , ,2017,5200,1,1,6,57,1,1,3,1,1, , , , ,2, ,3, , ,3, , ,2018,5200,1,1,6,58,1,1,2,1,1,1,1, , ,1,12,3, , ,3, , ,2019
520002,5200,1,2,5,44,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016,5200,1,2,5,45,1,1,2,1, , , ,1,1,2, , , , , , , ,2017,5200,1,2,5,46,1,1,1,1,1,1, , , ,2, ,3, , ,3, , ,2018,5200,1,2,5,47,1,1,1,1,1,1, , , ,2, ,3, , ,3, , ,2019
530003,5300,1,1,5,47,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2016,5300,1,1,5,48,1,1,1,1,1, , ,1, ,2, ,3, , ,3, , ,2017,5300,1,1,5,49,1,1,1,1,1,1,1, ,1,2, ,3, , ,3, , ,2018,5300,1,1,6,50,1,1,1,1,1,1, , , ,1,23,3, , ,3, , ,2019
530004,5300,1,2,5,44,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2016,5300,1,2,5,45,1,1,1,1,1, , , , ,2, ,3, , ,3, , ,2017,5300,1,2,5,46,1,1,1,1,1,1, , , ,2, ,3, , ,3, , ,2018,5300,1,2,5,47,1,1,1,1,1,1, , , ,1,12,3, , ,3, , ,2019
540001,5400,1,1,7,69,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016,5400,1,1,8,70,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2017,5400,1,1,8,71,1,0, , , , , , , ,2, , , , , , , ,2018,5400,1,1,8,72,1,1,2,1, , , , , ,2, , , , , , , ,2019
540002,5400,1,2,6,59,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016,5400,1,2,7,60,1,1,1,1,1, , , , ,2, ,3, , ,3, , ,2017,5400,1,2,7,61,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2018,5400,1,2,7,62,1,1,1,1,1, , , , ,2, , , , , , , ,2019
550001,5500,1,1,8,71,1,1,1,1, , , , , ,2, , , , , , , ,2016,5500,1,1,8,72,1,1,3,1, , , , , ,2, , , , , , , ,2017,5500,1,1,8,73,1,1,1,1,1, , , , ,2, ,3, , ,3, , ,2018,5500,1,1,8,74,1,0, , , , , , , ,2, , , , , , , ,2019
550002,5500,1,1,4,35,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016,5500,1,1,4,36,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2017,5500,1,1,4,37,1,1,1,1,1,1, , ,1,2, ,3, , ,3, , ,2018,5500,1,1,4,38,1,1,1,1,1,1,1,1, ,1,15,3, , ,3, , ,2019
550003,5500,1,2,4,33,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016,5500,1,2,4,34,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2017,5500,1,2,4,35,1,1,2,1,1,1,1,1,1,2, ,3, , ,3, , ,2018,5500,1,2,4,36,1,1,1,1, ,1,1,1, ,1,23,3, , ,3, , ,2019
560001,5600,1,1,5,42,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016,5600,1,1,5,43,1,1,1,1,1, , , ,1,1,12,3,1, ,3,1, ,2017,5600,1,1,5,44,1,1,1,1,1,1,1,1, ,2, ,3, , ,3, , ,2018,5600,1,1,5,45,1,1,3,1, ,1, ,1, ,1,23,3, , ,3, , ,2019
560002,5600,1,2,4,39,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016,5600,1,2,5,40,1,1,3,1,1, , ,1, ,1,12,3, , ,3, , ,2017,5600,1,2,5,41,1,1,3,1,1,1,1,1,1,1,12,3, , ,3, , ,2018,5600,1,2,5,42,1,1,2,1,2,1, , , ,1,23,3, , ,3, , ,2019
570001,5700,1,1,6,58,1,1,3,1, , , , , ,2, ,3, , ,3, , ,2016,5700,1,1,6,59,1,1,3,1, , , , , ,2, ,3, , ,3, , ,2017,5700,1,1,7,60,1,1,3,1,1, ,1, , ,2, ,3, , ,3, , ,2018,5700,1,1,7,61,1,1,3,1, ,1, , , ,2, ,3, , ,3, , ,2019
570002,5700,1,2,6,58,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016,5700,1,2,6,59,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2017,5700,1,2,7,60,1,1,3,1,1,1,1,1,1,2, ,3, , ,3, , ,2018,5700,1,2,7,61,1,1,2,1, , , , , ,1,23, , , , , , ,2019
580001,5800,1,1,8,72,1,0, , , , , , , ,2, , , , , , , ,2016,5800,1,1,8,73,1,0, , , , , , , ,2, , , , , , , ,2017,5800,1,1,8,74,1,0, , , , , , , ,2, , , , , , , ,2018,5800,1,1,8,75,1,0, , , , , , , ,2, , , , , , , ,2019
580002,5800,1,2,7,68,1,0, , , , , , , ,2, , , , , , , ,2016,5800,1,2,7,69,1,0, , , , , , , ,2, , , , , , , ,2017,5800,1,2,8,70,1,0, , , , , , , ,2, , , , , , , ,2018,5800,1,2,8,71,1,0, , , , , , , ,2, , , , , , , ,2019
590001,5900,1,1,5,41,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016,5900,1,1,5,42,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2017,5900,1,1,5,43,1,1,2,1,1, , ,1, ,2, ,3, , ,3, , ,2018,5900,1,1,5,44,1,1,1,1,1, , , , ,2, ,3, , ,3, , ,2019
600002,6000,1,2,6,54,1,1,3,1, , , , , ,2, ,3, , ,3, , ,2016,6000,1,2,6,55,1,1,1,1,1, , ,1, ,2, ,3, , ,3, , ,2017,6000,1,2,6,56,1,1,2,1,1, , , ,1,2, ,3, , ,3, , ,2018,6000,1,2,6,57,1,1,2,2, , , , , ,2, ,3, , ,3, , ,2019
600005,6000,1,1,3,20,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016,6000,1,1,3,21,1,1,1,1,1, , ,1, ,2, ,3, , ,3, , ,2017,6000,1,1,3,22,1,1,1,1,1,1, ,1, ,2, ,3, , ,3, , ,2018,6000,1,1,3,23,1,1,1,1,1,1,1, , ,2, ,3, , ,3, , ,2019
610001,6100,1,2,3,25,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016,6100,1,2,3,26,1,1,1,1, , ,1, , ,2, ,3, , ,3, , ,2017,6100,1,2,3,27,1,1,1,1,1, ,1,1, ,2, ,3, , ,3, , ,2018,6100,1,2,3,28,1,1,1,1,1,1, , , ,2, ,3, , ,3, , ,2019
620001,6200,1,2,4,33,1,1,1,1, , , , , ,1,2, , , , , , ,2016,6200,1,2,4,34,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2017,6200,1,2,4,35,1,1,1,1,1, , ,1,1,1,16,3, , ,3, , ,2018,6200,1,2,4,36,1,1,1,2, , , , , ,1,15,3, , ,3, , ,2019
630001,6300,1,1,4,38,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016,6300,1,1,4,39,1,1,1,1,1, , , , ,2, ,3, , ,3, , ,2017,6300,1,1,5,40,1,1,3,1,1, ,1,1,1,2, ,3, , ,3, , ,2018,6300,1,1,5,41,1,1,1,1,1,1, , , ,2, ,3, , ,3, , ,2019
630002,6300,1,2,4,36,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016,6300,1,2,4,37,1,1,1,1,1, , , ,1,1,12,3, , ,3, , ,2017,6300,1,2,4,38,1,1,3,1,1, , ,1, ,2, ,3, , ,3, , ,2018,6300,1,2,4,39,1,1,1,3, ,1, , , ,2, ,3, , ,3, , ,2019
640001,6400,1,2,6,53,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2016,6400,1,2,6,54,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2017,6400,1,2,6,55,1,1,1,1,1, , , , ,2, ,3, , ,3, , ,2018,6400,1,2,6,56,1,1,2,2, , , , , ,1,12,3, , ,3, , ,2019
650002,6500,1,2,8,76,1,0, , , , , , , ,2, , , , , , , ,2016,6500,1,2,8,77,1,0, , , , , , , ,2, , , , , , , ,2017,6500,1,2,8,78,1,1,3,2, , , , , ,2, , , , , , , ,2018,6500,1,2,8,79,1,0, , , , , , , ,2, , , , , , , ,2019
660002,6600,1,2,6,51,1,1,3,2, , , , , ,1,12, , , , , , ,2016,6600,1,2,6,52,1,1,2,1, , , , , ,2, , , , , , , ,2017,6600,1,2,6,53,1,1,2,1, ,1, ,4, ,1,16, , , , , , ,2018,6600,1,2,6,54,1,1,2,1, , , , , ,1,15,3, , ,3, , ,2019
660004,6600,1,1,3,23,1,1,3,2, , , ,1,1,1,12, , , , , , ,2016,6600,1,1,3,24,1,1,2,3, , , , , ,1,1,3, , ,3, , ,2017,6600,1,1,3,25,1,1,2,2,1,1, ,1,1,1,1, , , , , , ,2018,6600,1,1,3,26,1,1,2,1, ,1,1,1, ,1,15,3, , ,3, , ,2019
670001,6700,1,1,6,50,1,1,1,3,1,1,1, , ,2, ,3, , ,3, , ,2016,6700,1,1,6,51,1,1,1,1, , , , , ,1,15,3,2, ,3,3, ,2017,6700,1,1,6,52,1,1,2,1, , , , ,1,2, , , , , , , ,2018,6700,1,1,6,53,1,1,1,1,4, , ,1, ,1,23,1, , ,1, , ,2019
670002,6700,1,2,5,48,1,1,1,3,1, , , , ,1,12,1, , ,1, , ,2016,6700,1,2,5,49,1,1,1,1, , , , , ,2, , , , , , , ,2017,6700,1,2,6,50,1,1,1,1, , , ,2, ,2, , , , , , , ,2018,6700,1,2,6,51,1,1,1,1, , , ,1, ,1,23,3, , ,3, , ,2019
680002,6800,1,2,8,79,1,0, , , , , , , ,2, , , , , , , ,2016,6800,1,2,8,80,1,0, , , , , , , ,2, , , , , , , ,2017,6800,1,2,8,81,1,1,2,1, , , , , ,1,16, , , , , , ,2018,6800,1,2,8,82,1,1,1,1, , , , , ,2, , , , , , , ,2019
690001,6900,1,1,6,50,1,1,2,1,1, , , , ,1,2,1,3, ,1,3, ,2016,6900,1,1,6,51,1,1,3,1, , , , , ,2, ,1,3, ,1,3, ,2017,6900,1,1,6,52,1,1,1,1,1,1, , , ,2, ,2, , ,3, , ,2018,6900,1,1,6,53,1,1,1,1, , , , , ,1,23,3,1, ,3,1, ,2019
690002,6900,1,2,5,47,1,1,2,1,1, , , , ,2, ,1, , ,1, , ,2016,6900,1,2,5,48,1,1,3,1, , , , , ,2, ,1, , ,1, , ,2017,6900,1,2,5,49,1,1,1,1,1,1, ,1, ,2, , , , , , , ,2018,6900,1,2,6,50,1,1,1,1, , , , , ,1,15,3,4,2,3,3,3,2019
700001,7000,1,1,6,57,1,1,2,1, , , , , ,2, ,1, , ,1, , ,2016,7000,1,1,6,58,1,1,1,1, , , , , ,2, , , , , , , ,2017,7000,1,1,6,59,1,1,1,2,1,1, , , ,2, ,1, , ,1, , ,2018,7000,1,1,7,60,1,1,2,2, , ,1, , ,1,15, , , , , , ,2019
700002,7000,1,2,6,50,1,1,2,1, , , , , ,2, , , , , , , ,2016,7000,1,2,6,51,1,1,1,2, , , , , ,2, , , , , , , ,2017,7000,1,2,6,52,1,1,1,1,1,1, , , ,2, ,1, , ,1, , ,2018,7000,1,2,6,53,1,1,2,1,1,1,1,1, ,1,15,3, , ,3, , ,2019
710001,7100,1,1,5,49,1,1,1,1, , , , , ,1,12,1,2, ,1,2, ,2016,7100,1,1,6,50,1,1,2,3, , , , , ,2, ,3, , ,3, , ,2017,7100,1,1,6,51,1,1,1,1,1, , , ,1,1,16,3, , ,3, , ,2018,7100,1,1,6,52,1,1,1,1, , , , , ,1,16,2,3, ,3,3, ,2019
710002,7100,1,2,5,45,1,1,1,1, , , , , ,1,12, , , , , , ,2016,7100,1,2,5,46,1,1,2,2, , , , , ,2, , , , , , , ,2017,7100,1,2,5,47,1,1,1,1,1, , , ,1,1,16,3, , ,3, , ,2018,7100,1,2,5,48,1,1,1,1, , , , , ,1,16,3,4, ,3,3, ,2019
720002,7200,1,2,4,33,1,1,1,1, , , ,1, ,1,12, , , , , , ,2016,7200,1,2,4,34,1,1,2,3, , , , , ,2, , , , , , , ,2017,7200,1,2,4,35,1,1,1,1,1,1, ,1,1,1,2, , , , , , ,2018,7200,1,2,4,36,1,1,1,1, , , , , ,2, ,4,3, ,3,3, ,2019
730001,7300,1,1,6,55,1,1,2,1, , , , , ,2, ,1, , ,1, , ,2016,7300,1,1,6,56,1,1,3,2, , , , , ,2, , , , , , , ,2017,7300,1,1,6,57,1,1,1,1,1, , , ,1,1,16,3, , ,3, , ,2018,7300,1,1,6,58,1,1,2,1, ,1,1,3, ,1,23,3, , ,3, , ,2019
730002,7300,1,2,6,51,1,1,1,1, , , , , ,2, , , , , , , ,2016,7300,1,2,6,52,1,1,3,2, , , , , ,2, ,3, , ,3, , ,2017,7300,1,2,6,53,1,1,1,1,1,1, , , ,2, , , , , , , ,2018,7300,1,2,6,54,1,1,2,2, , ,1,2, ,1,15, , , , , , ,2019
740001,7400,1,1,6,52,1,1,2,1, , , , , ,1,12,1,2, ,1,3, ,2016,7400,1,1,6,53,1,1,2,3, , , , , ,2, ,3, , ,3, , ,2017,7400,1,1,6,54,1,1,1,1,1,1, , , ,2, ,4,2, ,3,3, ,2018,7400,1,1,6,55,1,1,3,2, , , , , ,2, , , , , , , ,2019
740002,7400,1,2,5,48,1,1,2,1, , , , , ,1,12, , , , , , ,2016,7400,1,2,5,49,1,1,3,2, , , , , ,2, ,3, , ,3, , ,2017,7400,1,2,6,50,1,1,1,1,1,1,1, , ,2, ,2, , ,3, , ,2018,7400,1,2,6,51,1,1,3,2, , , , , ,1,16,3,4, ,3,3, ,2019
750002,7500,1,2,6,53,1,1,1,1, , , , , ,2, , , , , , , ,2016,7500,1,2,6,54,1,1,1,1, , , , , ,2, , , , , , , ,2017,7500,1,2,6,55,1,1,1,1, , , , , ,1,16, , , , , , ,2018,7500,1,2,6,56,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2019
