pid,hid,area_siz,gender,age_gr,age,mob_use,mob_num,mob_csp,mob_dev,c01_gr,c02_gr,c03_gr,c04_gr,c05_gr,sns_use,freq_sns1,news_med1,news_med2,news_med3,news_plat1,news_plat2,news_plat3,year
5100002,51000,1,2,5,40,1,1,1,1, , , , , ,2, , , , , , , ,2016
5100003,51000,1,2,2,12,2,0, , , , , , , ,2, , , , , , , ,2016
5110001,51100,1,1,5,48,1,1,1,1, , ,1, , ,2, ,4,3,2,3,3,3,2016
5110002,51100,1,2,5,41,1,1,1,1, , , , , ,1,16,2,4, ,3,3, ,2016
5130001,51300,1,1,4,34,1,1,1,1, , , ,1, ,1,2,2, , ,3, , ,2016
5130002,51300,1,2,4,34,1,1,1,3, , , , , ,1,2, , , , , , ,2016
5150001,51500,1,1,6,57,2,0, , , , , , , ,2, ,1, , ,1, , ,2016
5160001,51600,1,1,4,39,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2016
5160002,51600,1,2,5,40,1,1,1,3, , , , , ,1,12,3,2,1,3,2,1,2016
5160003,51600,1,1,1,6,2,0, , , , , , , ,2, , , , , , , ,2016
5170001,51700,1,2,8,72,1,0, , , , , , , ,2, , , , , , , ,2016
5180001,51800,1,1,5,44,1,1,2,1, , , , , ,1,12,4,2, ,3,3, ,2016
5180002,51800,1,2,5,42,1,1,2,2, , , , , ,2, ,4,2, ,3,3, ,2016
5180003,51800,1,2,2,10,1,1,2,1, , , , , ,2, , , , , , , ,2016
5190001,51900,1,2,6,53,1,1,1,1, , , , , ,1,16,2, , ,3, , ,2016
5190002,51900,1,1,3,24,1,1,2,1, , , ,2, ,1,2,2,3, ,3,3, ,2016
5200001,52000,1,2,5,45,1,1,3,2, , , , , ,2, , , , , , , ,2016
5210001,52100,1,2,8,73,1,0, , , , , , , ,2, , , , , , , ,2016
5220001,52200,1,1,5,49,1,1,1,1, , , , , ,2, , , , , , , ,2016
5220002,52200,1,2,5,48,1,1,1,1, , , ,1, ,2, , , , , , , ,2016
5220003,52200,1,2,8,79,2,0, , , , , , , ,2, , , , , , , ,2016
5220004,52200,1,1,3,27,1,1,1,1, , , ,2, ,1,2,4, , ,3, , ,2016
5220006,52200,1,2,3,24,1,1,1,2, , , , , ,1,2,4,3,2,3,3,4,2016
5220007,52200,1,1,3,21,1,1,3,2, , , , , ,1,2, , , , , , ,2016
5220008,52200,1,2,2,15,1,1,1,1, , , , ,1,1,1,4,4, ,3,4, ,2016
5220101,52201,1,2,3,25,1,1,1,1, , ,1,1, ,1,15,3,3,2,3,4,3,2016
5260001,52600,1,1,6,53,1,1,2,1, , , , , ,2, , , , , , , ,2016
5260002,52600,1,2,6,51,1,1,2,2, , , , , ,1,12, , , , , , ,2016
5260003,52600,1,1,3,23,1,1,2,1, , , , , ,2, , , , , , , ,2016
5260004,52600,1,2,2,19,1,1,2,2, , , , , ,2, , , , , , , ,2016
5280001,52800,1,1,6,51,1,1,2,2, , , , , ,2, ,1, , ,1, , ,2016
5280002,52800,1,2,5,47,1,1,2,2, , , , , ,1,12, , , , , , ,2016
5280003,52800,1,1,3,25,1,1,2,2, , , , , ,2, , , , , , , ,2016
5280004,52800,1,2,3,23,1,1,1,2, , , , , ,2, , , , , , , ,2016
5320001,53200,1,1,6,54,1,1,1,2, , , , , ,1,12, , , , , , ,2016
5320002,53200,1,2,5,47,1,1,1,2, , , , , ,1,12, , , , , , ,2016
5320003,53200,1,1,3,22,1,1,1,1, , , , , ,1,12, , , , , , ,2016
5320004,53200,1,1,2,18,1,1,1,1, , , , , ,1,12, , , , , , ,2016
5330001,53300,1,1,6,51,1,1,2,2, , , , , ,1,16, , , , , , ,2016
5330002,53300,1,2,5,49,1,1,1,2, , , , , ,1,12, , , , , , ,2016
5330004,53300,1,1,3,20,1,1,1,1, , , , , ,1,12, , , , , , ,2016
5330005,53300,1,2,2,18,1,1,3,2, , , , , ,1,12, , , , , , ,2016
5340001,53400,1,1,6,55,1,1,4,1, , , , , ,1,12, , , , , , ,2016
5340002,53400,1,2,6,51,1,1,3,2, , , , , ,1,12, , , , , , ,2016
5340003,53400,1,1,3,27,1,1,1,1, , , , , ,1,2, , , , , , ,2016
5340004,53400,1,1,4,30,1,1,1,1, , , , , ,1,12, , , , , , ,2016
5340005,53400,1,2,1,8,1,1,1,1, , , , , ,1,12, , , , , , ,2016
5340006,53400,1,2,1,6,2,0, , , , , , , ,2, , , , , , , ,2016
5350001,53500,1,1,6,56,1,1,1,2, , , , , ,1,12, , , , , , ,2016
5350002,53500,1,2,6,53,1,1,3,1, , , , , ,1,12, , , , , , ,2016
5350003,53500,1,1,3,27,1,1,4,3, , , , , ,1,12, , , , , , ,2016
5350004,53500,1,1,3,22,1,1,3,1, , , , , ,1,12, , , , , , ,2016
5360001,53600,1,1,6,59,1,1,1,1, , , , , ,1,12, , , , , , ,2016
5360002,53600,1,2,6,56,1,1,1,2, , , , , ,1,12, , , , , , ,2016
5360003,53600,1,2,3,26,1,1,1,1, , , , , ,1,12, , , , , , ,2016
5360004,53600,1,2,3,23,1,1,1,1, , , , , ,1,12, , , , , , ,2016
5360005,53600,1,2,8,81,1,0, , , , , , , ,2, , , , , , , ,2016
5370001,53700,1,1,5,43,1,2,2,1, , , , , ,1,1, , , , , , ,2016
5370002,53700,1,2,5,41,1,1,1,2, , , , , ,2, , , , , , , ,2016
5370003,53700,1,1,2,17,1,1,2,2, , , , , ,2, , , , , , , ,2016
5370004,53700,1,1,2,13,1,1,2,2, , , , , ,2, , , , , , , ,2016
5380001,53800,1,1,4,37,1,1,3,3, , , , , ,2, ,3, , ,3, , ,2016
5380002,53800,1,2,4,36,1,1,3,3, , , , , ,1,12,3, , ,3, , ,2016
5380003,53800,1,2,2,12,1,1,2,2, , , , , ,1,16, , , , , , ,2016
5380004,53800,1,1,2,11,1,1,2,2, , , , , ,2, , , , , , , ,2016
5390001,53900,1,2,5,44,1,1,2,1, , , , , ,1,16,3,1, ,3,1, ,2016
5390002,53900,1,1,5,43,1,1,2,3, , , , , ,2, ,3,1, ,3,1, ,2016
5390003,53900,1,2,2,12,1,1,2,1, , , , , ,2, , , , , , , ,2016
5390004,53900,1,2,1,9,1,1,2,1, , , , , ,2, , , , , , , ,2016
5400001,54000,1,1,5,45,1,1,1,1, , , , , ,2, , , , , , , ,2016
5400002,54000,1,2,5,43,1,1,1,1, , , , , ,2, , , , , , , ,2016
5400003,54000,1,2,2,15,1,1,1,1,1, , ,1,1,1,2, , , , , , ,2016
5400004,54000,1,1,2,11,1,1,1,2,1,1, ,1,1,2, , , , , , , ,2016
5410001,54100,1,1,5,46,1,1,1,2, , , , , ,1,16, , , , , , ,2016
5410002,54100,1,2,5,43,1,1,1,1, , , , , ,2, , , , , , , ,2016
5410003,54100,1,2,2,11,1,0, , , , , , , ,2, , , , , , , ,2016
5410004,54100,1,1,1,8,2,0, , , , , , , ,2, , , , , , , ,2016
5420001,54200,1,1,8,70,1,1,1,1, , , , , ,2, ,4, , ,3, , ,2016
5430001,54300,1,1,5,42,1,1,3,1, , , , , ,1,16,3,4, ,3,4, ,2016
5440002,54400,1,2,4,35,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016
5440003,54400,1,1,1,9,2,0, , , , , , , ,2, , , , , , , ,2016
5440004,54400,1,1,1,7,2,0, , , , , , , ,2, , , , , , , ,2016
5450002,54500,1,2,5,41,1,1,2,1, , , , , ,1,12,3, , ,3, , ,2016
5450003,54500,1,1,2,10,1,1,2,1, , , , , ,2, , , , , , , ,2016
5460002,54600,1,2,8,74,1,0, , , , , , , ,2, , , , , , , ,2016
5470001,54700,1,1,8,89,1,0, , , , , , , ,2, , , , , , , ,2016
5470002,54700,1,2,8,77,1,0, , , , , , , ,2, , , , , , , ,2016
5470003,54700,1,1,6,53,1,1,1,1, , , , , ,2, , , , , , , ,2016
5480001,54800,1,2,8,72,1,0, , , , , , , ,2, , , , , , , ,2016
5490002,54900,1,2,8,80,1,0, , , , , , , ,2, , , , , , , ,2016
5500001,55000,1,2,8,87,1,0, , , , , , , ,2, , , , , , , ,2016
5510001,55100,1,1,8,70,1,0, , , , , , , ,2, , , , , , , ,2016
5510002,55100,1,2,7,67,1,0, , , , , , , ,2, , , , , , , ,2016
5520001,55200,1,2,8,89,1,1,1,1, , , , , ,2, , , , , , , ,2016
5520002,55200,1,2,8,81,1,0, , , , , , , ,2, , , , , , , ,2016
5530001,55300,1,1,5,46,1,1,1,1, , , , , ,2, ,4, , ,3, , ,2016
5530002,55300,1,2,5,41,1,1,1,1, , , , , ,2, ,4, , ,3, , ,2016
5530003,55300,1,1,2,14,1,1,1,1, , , , , ,2, , , , , , , ,2016
5530004,55300,1,2,2,12,1,1,1,1, , , , , ,2, , , , , , , ,2016
5540001,55400,1,1,6,53,1,1,3,1, , , ,2, ,2, ,2, , ,2, , ,2016
5540002,55400,1,2,6,55,1,1,2,1, , , , , ,2, ,2, , ,2, , ,2016
5550001,55500,1,2,7,61,1,0, , , , , , , ,2, , , , , , , ,2016
5550002,55500,1,2,8,70,1,0, , , , , , , ,2, , , , , , , ,2016
5550003,55500,1,2,7,67,1,0, , , , , , , ,2, , , , , , , ,2016
5560001,55600,1,1,5,42,1,1,2,1, , , , , ,1,3, , , , , , ,2016
5560002,55600,1,2,5,40,1,1,1,1, , , , , ,2, ,2, , ,2, , ,2016
5560003,55600,1,2,2,10,1,1,2,1, , , , , ,1,17, , , , , , ,2016
5570001,55700,1,1,6,52,1,1,1,2, , , , , ,2, , , , , , , ,2016
5570002,55700,1,2,5,44,1,1,1,2, , , , , ,2, , , , , , , ,2016
5580001,55800,1,1,5,44,1,1,1,1, , , , , ,2, ,2,1, ,3,1, ,2016
5580002,55800,1,2,5,42,1,1,3,2, , , ,1, ,1,12,1,3, ,1,3, ,2016
5590001,55900,1,1,4,39,1,1,1,1, , , , , ,2, , , , , , , ,2016
5590002,55900,1,2,5,41,1,1,2,1, , , , , ,2, , , , , , , ,2016
5600001,56000,1,1,7,60,1,1,1,1, , , , , ,1,1,1,2, ,1,3, ,2016
5600002,56000,1,2,6,53,1,1,1,1, , , , , ,1,1,1,2, ,1,3, ,2016
5610001,56100,1,1,5,42,1,1,1,1, , , , , ,1,12, , , , , , ,2016
5610002,56100,1,2,5,42,1,1,1,3, , , , , ,1,12, , , , , , ,2016
5620002,56200,1,2,8,84,1,0, , , , , , , ,2, , , , , , , ,2016
5630001,56300,1,1,7,64,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016
5640001,56400,1,2,6,52,1,1,1,1, , , , , ,1,17, , , , , , ,2016
5650001,56500,1,2,5,43,1,1,2,1, , , , , ,1,17,2,4, ,3,3, ,2016
5650002,56500,1,1,5,48,1,1,1,1, , , , , ,2, ,3,4, ,3,4, ,2016
5650003,56500,1,2,2,15,1,1,1,1, , , , , ,1,2,4, , ,4, , ,2016
5650004,56500,1,2,2,18,1,1,1,1, , , , , ,1,2,4, , ,4, , ,2016
5660001,56600,1,2,5,45,1,1,2,1, , , , , ,1,12, , , , , , ,2016
5660002,56600,1,1,5,43,1,1,3,2, , , , , ,2, ,4, , ,3, , ,2016
5660003,56600,1,1,2,17,2,0, , , , , , , ,2, , , , , , , ,2016
5660004,56600,1,1,2,12,1,1,2,1, , , , , ,2, , , , , , , ,2016
5670001,56700,1,1,5,45,1,1,1,1, , , , , ,1,2,3, , ,3, , ,2016
5670002,56700,1,2,5,45,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016
5670003,56700,1,1,2,17,1,1,1,1, , , , , ,2, , , , , , , ,2016
5670004,56700,1,1,2,14,1,1,1,1, , , , , ,1,2, , , , , , ,2016
5680001,56800,1,2,5,45,1,1,3,1, , , , , ,2, ,3, , ,3, , ,2016
5690001,56900,1,1,7,63,1,1,2,1, , , , , ,1,1,3,4,2,3,4,2,2016
5700002,57000,1,2,8,76,1,0, , , , , , , ,2, , , , , , , ,2016
5710001,57100,1,1,5,48,1,1,1,1, , , , , ,2, , , , , , , ,2016
5710002,57100,1,2,5,46,1,1,1,1, , , , , ,2, , , , , , , ,2016
5710003,57100,1,1,2,17,1,1,3,2, , , , , ,1,1, , , , , , ,2016
5710004,57100,1,1,2,17,1,1,3,2, , , , , ,1,1, , , , , , ,2016
5720001,57200,1,1,8,73,1,0, , , , , , , ,2, , , , , , , ,2016
5720002,57200,1,2,7,64,1,0, , , , , , , ,2, , , , , , , ,2016
5720003,57200,1,1,5,44,1,1,1,1, , , , , ,2, , , , , , , ,2016
5720004,57200,1,1,2,17,1,1,1,1, , , , , ,1,1, , , , , , ,2016
5730001,57300,1,1,7,61,1,0, , , , , , , ,2, , , , , , , ,2016
5730002,57300,1,2,6,57,1,1,3,2, , , , , ,2, , , , , , , ,2016
5730004,57300,1,2,4,31,1,1,1,1, , , , , ,2, , , , , , , ,2016
5740001,57400,1,1,5,40,1,1,1,1, , , , , ,1,12, , , , , , ,2016
5740002,57400,1,2,5,41,1,1,1,1, , , , , ,1,3, , , , , , ,2016
5750001,57500,1,1,5,49,1,1,1,1, , , , , ,2, , , , , , , ,2016
5750002,57500,1,2,5,46,1,1,1,4, , , , , ,1,12, , , , , , ,2016
5750003,57500,1,1,2,12,1,1,1,1, , , , , ,2, , , , , , , ,2016
5750004,57500,1,1,2,11,1,1,1,1, , , , , ,2, , , , , , , ,2016
5770001,57700,1,2,7,63,1,1,1,1, , , , , ,2, , , , , , , ,2016
5780001,57800,1,2,7,62,1,1,2,2, , , , , ,2, , , , , , , ,2016
5780002,57800,1,2,3,27,1,1,1,1, , , , , ,1,2, , , , , , ,2016
5790001,57900,1,2,8,72,1,0, , , , , , , ,2, , , , , , , ,2016
5800001,58000,1,1,6,53,1,1,1,1, , , , , ,1,1,1,2, ,1,3, ,2016
5800002,58000,1,2,6,53,1,1,1,1, , , , , ,2, , , , , , , ,2016
5800003,58000,1,1,3,23,1,1,3,1, , , , , ,1,2,2, , ,3, , ,2016
5820001,58200,1,1,6,52,1,1,2,1, , , , , ,1,2,2,1,3,3,1,4,2016
5820002,58200,1,2,5,49,1,1,1,1, , , , , ,2, , , , , , , ,2016
5820003,58200,1,2,3,20,1,1,2,1, , , ,1, ,1,2,2, , ,3, , ,2016
5830001,58300,1,1,6,53,1,1,1,1, , , , , ,2, , , , , , , ,2016
5830002,58300,1,2,6,51,1,1,1,1, , , , , ,2, , , , , , , ,2016
5830004,58300,1,1,2,19,1,1,2,1, , , , , ,1,2, , , , , , ,2016
5840001,58400,1,1,6,56,1,1,1,1, , , , , ,1,16,2, , ,3, , ,2016
5840002,58400,1,2,6,53,1,1,1,1, , , , , ,1,12, , , , , , ,2016
5850001,58500,1,1,5,49,1,1,1,1, , , , , ,1,16,2,1, ,3,1, ,2016
5850002,58500,1,2,5,46,1,1,1,1, , , , , ,2, ,2, , ,2, , ,2016
5860001,58600,1,1,6,51,1,1,2,1, , , ,2, ,2, ,2,1, ,2,1, ,2016
5860002,58600,1,2,5,49,1,1,2,1, , , , , ,1,2,2, , ,3, , ,2016
5860003,58600,1,1,3,21,1,1,2,3, , , ,2, ,1,2,2, , ,2, , ,2016
5860004,58600,1,1,3,20,1,1,2,3, , , , , ,1,1,2, , ,2, , ,2016
5870001,58700,1,2,7,60,1,1,2,1, , , , , ,2, ,2, , ,2, , ,2016
5880001,58800,1,1,6,57,1,1,1,1, , , , , ,2, ,2,1, ,3,1, ,2016
5880002,58800,1,2,6,50,1,1,2,1, , , , , ,2, ,2, , ,3, , ,2016
5880004,58800,1,1,2,18,1,1,1,1, , , , , ,1,17,2, , ,3, , ,2016
5890001,58900,1,1,6,50,1,1,1,1, , , , , ,2, , , , , , , ,2016
5890002,58900,1,2,5,49,1,1,4,2, , , , , ,2, , , , , , , ,2016
5890004,58900,1,1,2,14,2,0, , , , , , , ,2, , , , , , , ,2016
5910001,59100,1,1,7,66,1,1,1,2, , , , , ,2, , , , , , , ,2016
5930001,59300,1,1,6,53,1,1,1,1, , , , , ,2, ,1,2,4,1,3,4,2016
5930002,59300,1,2,5,49,1,1,1,1, , , , , ,1,12,1, , ,1, , ,2016
5930003,59300,1,1,3,23,1,1,1,1, , , , , ,1,2,3,4, ,3,4, ,2016
5930004,59300,1,1,3,20,1,1,1,1, , , ,2,1,2, , , , , , , ,2016
5940001,59400,1,1,6,56,1,1,3,4, , , , , ,2, ,3,4, ,3,3, ,2016
5950001,59500,1,2,5,40,1,1,3,2, , , , , ,2, , , , , , , ,2016
5960001,59600,1,1,6,52,1,1,1,1, , , , , ,2, , , , , , , ,2016
5960002,59600,1,2,6,52,1,1,1,1, , , , , ,2, , , , , , , ,2016
5960003,59600,1,2,3,25,1,1,1,1, , , , , ,2, , , , , , , ,2016
5960004,59600,1,2,3,24,1,1,2,2, , , , , ,2, , , , , , , ,2016
5960005,59600,1,1,3,22,1,1,1,1, , , , , ,1,2, , , , , , ,2016
5960006,59600,1,1,2,16,1,1,1,1, , , , , ,1,1, , , , , , ,2016
5970001,59700,1,2,6,57,1,0, , , , , , , ,2, , , , , , , ,2016
5980002,59800,1,2,5,49,1,1,1,1, , , , , ,2, , , , , , , ,2016
5990001,59900,1,1,8,71,1,0, , , , , , , ,1,1, , , , , , ,2016
6000001,60000,1,2,8,76,1,0, , , , , , , ,2, , , , , , , ,2016
6000002,60000,1,1,6,50,1,1,1,1, , , , , ,2, , , , , , , ,2016
6010001,60100,1,2,6,59,1,1,2,2, , , , , ,2, , , , , , , ,2016
6020002,60200,1,2,5,43,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2016
6030001,60300,1,1,5,45,1,1,2,1, , , , , ,2, , , , , , , ,2016
6030002,60300,1,2,5,44,1,1,2,1, , , , , ,2, , , , , , , ,2016
6030003,60300,1,2,2,17,1,1,1,2, , , , , ,2, , , , , , , ,2016
6030004,60300,1,1,2,12,1,1,2,1, , , , , ,2, , , , , , , ,2016
6030005,60300,1,2,1,6,2,0, , , , , , , ,2, , , , , , , ,2016
6040001,60400,1,1,6,51,1,0, , , , , , , ,2, , , , , , , ,2016
6040002,60400,1,2,8,87,1,0, , , , , , , ,2, , , , , , , ,2016
6040003,60400,1,1,3,23,1,1,2,2, , , , , ,2, , , , , , , ,2016
6040004,60400,1,2,3,21,1,1,1,1, , , , , ,2, , , , , , , ,2016
6050001,60500,1,2,6,58,1,0, , , , , , , ,2, , , , , , , ,2016
6060003,60600,1,2,3,22,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016
6070001,60700,1,1,4,39,1,1,3,1, , , , , ,1,1, , , , , , ,2016
6080001,60800,1,2,8,81,2,0, , , , , , , ,2, , , , , , , ,2016
6080002,60800,1,1,6,56,1,1,2,1, ,2, , , ,2, ,2,4,3,3,3,3,2016
6080003,60800,1,1,3,27,1,1,1,1, , , , , ,2, ,4, , ,3, , ,2016
6090001,60900,1,1,5,43,1,1,1,1, , , , , ,2, , , , , , , ,2016
6090002,60900,1,2,5,43,1,1,3,1, , , , , ,2, , , , , , , ,2016
6090003,60900,1,1,1,7,2,0, , , , , , , ,2, , , , , , , ,2016
6090004,60900,1,2,7,69,1,0, , , , , , , ,2, , , , , , , ,2016
6110002,61100,1,2,8,74,1,1,3,2, , , , , ,2, , , , , , , ,2016
6110003,61100,1,2,3,24,1,1,2,3, , , ,2, ,1,15,2,3, ,3,4, ,2016
6120001,61200,1,1,4,38,1,1,4,3, ,2, ,1, ,1,1,4,3,2,3,4,3,2016
6120002,61200,1,2,4,34,1,1,1,3, , , ,2, ,1,15, , , , , , ,2016
6130001,61300,1,2,6,54,1,1,2,1, , , , , ,2, ,3,2,1,2,3,1,2016
6130002,61300,1,2,8,78,1,0, , , , , , , ,2, , , , , , , ,2016
6130003,61300,1,2,3,26,1,1,2,1, , , , , ,1,2,3, , ,2, , ,2016
6130004,61300,1,2,3,24,1,1,1,1, , , ,3, ,2, ,3, , ,3, , ,2016
6140001,61400,1,2,8,86,1,0, , , , , , , ,2, , , , , , , ,2016
6150001,61500,1,1,5,42,1,1,3,1, , , , , ,1,12, , , , , , ,2016
6150002,61500,1,2,4,32,1,1,1,1, , ,1, , ,2, , , , , , , ,2016
6150003,61500,1,1,1,9,1,1,4,1, , , , , ,2, , , , , , , ,2016
6150004,61500,1,1,1,6,2,0, , , , , , , ,2, , , , , , , ,2016
6160001,61600,1,1,4,39,1,1,1,2, , , , , ,2, ,3, , ,3, , ,2016
6160002,61600,1,2,4,39,1,1,1,1, , , , , ,2, ,2, , ,3, , ,2016
6160003,61600,1,1,2,13,1,1,1,2, , , , , ,2, , , , , , , ,2016
6170001,61700,1,1,6,58,1,1,3,1, , , , , ,2, , , , , , , ,2016
6170002,61700,1,2,6,58,1,1,3,1, , , , , ,2, , , , , , , ,2016
6170003,61700,1,1,4,33,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2016
6200001,62000,1,1,6,53,1,1,1,1, , , ,2, ,1,2,4,3, ,3,4, ,2016
6200002,62000,1,2,6,52,1,1,2,1, , , , , ,1,12,4, , ,3, , ,2016
6200003,62000,1,2,3,24,1,1,1,3, , , , , ,1,2,4, , ,3, , ,2016
6200004,62000,1,2,3,23,1,1,1,1, , , , , ,1,2,4, , ,3, , ,2016
6210001,62100,1,2,8,79,1,0, , , , , , , ,2, , , , , , , ,2016
6220002,62200,1,2,5,44,1,1,1,2, , , , , ,2, ,1,3, ,1,3, ,2016
6220005,62200,1,1,1,8,2,0, , , , , , , ,2, , , , , , , ,2016
6230001,62300,1,1,6,53,1,1,2,1, , , , , ,1,12, , , , , , ,2016
6230002,62300,1,2,5,47,1,1,3,1, , , , , ,2, , , , , , , ,2016
6230003,62300,1,1,3,27,1,1,1,1, , ,2, , ,1,12, , , , , , ,2016
6230004,62300,1,2,3,23,1,1,3,3, , , , , ,1,20, , , , , , ,2016
6250002,62500,1,2,5,48,1,1,1,1, , , , , ,1,16,3, , ,3, , ,2016
6260001,62600,1,1,5,43,1,1,1,1, , , , , ,1,2,1,3,2,1,3,3,2016
6260002,62600,1,2,4,38,1,1,3,3, , , , , ,1,15,3,2,1,3,3,1,2016
6260004,62600,1,2,8,75,1,1,1,1, , , , , ,2, , , , , , , ,2016
6260005,62600,1,2,1,9,1,1,3,1, , , , , ,2, , , , , , , ,2016
6270001,62700,1,1,4,37,1,1,3,1, , , , , ,1,12,3, , ,3, , ,2016
6270002,62700,1,2,4,36,1,1,3,2, , , , , ,1,12,3, , ,3, , ,2016
6280001,62800,1,1,4,39,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2016
6280002,62800,1,2,4,39,1,1,1,1, , , , , ,1,12, , , , , , ,2016
6290001,62900,1,1,5,48,1,1,1,2, , ,1, , ,1,1, , , , , , ,2016
6290002,62900,1,2,5,40,1,1,1,2, , , ,1, ,2, , , , , , , ,2016
6290003,62900,1,2,2,14,1,1,1,1, , , , , ,2, , , , , , , ,2016
6300001,63000,1,2,8,78,1,1,2,2, , , , , ,2, , , , , , , ,2016
6310001,63100,1,2,5,48,1,1,3,1, , , , , ,2, , , , , , , ,2016
6320001,63200,1,2,8,96,2,0, , , , , , , ,2, , , , , , , ,2016
6330001,63300,1,1,4,37,1,1,3,1, , , , , ,1,12,3, , ,3, , ,2016
6330002,63300,1,2,4,36,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2016
6340001,63400,1,1,4,37,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016
6340002,63400,1,2,4,36,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2016
6360001,63600,1,1,6,52,1,1,3,2, , , , , ,1,16, , , , , , ,2016
6360002,63600,1,2,5,47,1,1,3,2, , , , , ,1,12,3, , ,3, , ,2016
6360004,63600,1,1,3,20,1,1,1,2, , ,1, ,1,1,16, , , , , , ,2016
6370001,63700,1,1,5,43,1,1,3,1, , , , , ,2, ,4, , ,3, , ,2016
6370002,63700,1,2,5,42,1,1,2,1, , , , , ,2, ,4, , ,3, , ,2016
6370003,63700,1,2,2,12,1,0, , , , , , , ,2, , , , , , , ,2016
6370004,63700,1,1,2,10,2,0, , , , , , , ,2, , , , , , , ,2016
6380001,63800,1,1,8,80,1,0, , , , , , , ,2, , , , , , , ,2016
6390001,63900,1,1,8,72,1,1,3,1, , ,1,1, ,2, , , , , , , ,2016
6400001,64000,1,1,8,74,1,0, , , , , , , ,2, , , , , , , ,2016
6400002,64000,1,2,7,69,1,0, , , , , , , ,2, , , , , , , ,2016
6410001,64100,1,2,6,56,1,0, , , , , , , ,2, , , , , , , ,2016
6420001,64200,1,2,8,86,1,0, , , , , , , ,2, , , , , , , ,2016
6430001,64300,1,2,6,59,1,1,3,2, , , , , ,2, ,4, , ,3, , ,2016
6430002,64300,1,1,5,42,1,1,3,2, , , , , ,2, ,4, , ,3, , ,2016
6440001,64400,1,2,7,61,1,0, , , , , , , ,2, , , , , , , ,2016
6450001,64500,1,2,8,81,1,0, , , , , , , ,2, , , , , , , ,2016
6470001,64700,1,1,7,61,1,1,1,1, , , , , ,2, , , , , , , ,2016
6470002,64700,1,2,6,55,1,1,3,1, , , , , ,2, , , , , , , ,2016
6470003,64700,1,2,4,30,1,1,1,1, , ,3,2, ,1,12,3, , ,3, , ,2016
6470004,64700,1,2,3,28,1,1,3,1, , , , , ,1,15, , , , , , ,2016
6480002,64800,1,2,5,46,1,1,1,1, , ,4,2, ,2, , , , , , , ,2016
6480003,64800,1,2,3,20,1,1,1,1, , ,4, , ,2, , , , , , , ,2016
6480004,64800,1,2,2,17,1,1,1,1, , ,4, , ,2, , , , , , , ,2016
6480005,64800,1,1,2,15,1,1,1,1, , , , , ,2, , , , , , , ,2016
6490001,64900,1,2,5,42,1,1,2,1, , , , , ,2, , , , , , , ,2016
6500001,65000,1,1,8,80,1,1,1,1, , , , , ,2, ,4, , ,3, , ,2016
6500002,65000,1,2,8,75,1,0, , , , , , , ,2, , , , , , , ,2016
6520001,65200,2,1,5,42,1,1,1,1, , , , , ,1,12, , , , , , ,2016
6520002,65200,2,2,4,38,1,1,1,1, , , , , ,1,12, , , , , , ,2016
6530001,65300,1,1,4,35,1,2,2,1, , , , , ,1,16,3, , ,3, , ,2016
6530002,65300,1,2,4,36,1,1,3,1, , , , , ,1,12,3, , ,3, , ,2016
6540001,65400,1,1,4,39,1,1,1,1, , , , , ,2, ,4, , ,2, , ,2016
6540002,65400,1,2,5,40,1,1,2,1, , , , , ,1,15, , , , , , ,2016
6540003,65400,1,2,1,8,1,1,3,2, , , , , ,2, , , , , , , ,2016
6550001,65500,1,1,5,40,1,1,1,2, , , , , ,1,16,2, , ,3, , ,2016
6550002,65500,1,2,4,38,1,1,1,2, , , , , ,1,16,4,2, ,3,3, ,2016
6550003,65500,1,2,1,7,2,0, , , , , , , ,2, , , , , , , ,2016
6560002,65600,1,2,7,63,1,1,2,1, , , , , ,2, , , , , , , ,2016
6560003,65600,1,2,4,39,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2016
6580002,65800,1,2,4,39,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2016
6590002,65900,1,2,4,36,1,1,1,1, , , , , ,2, , , , , , , ,2016
6610002,66100,1,1,4,35,1,1,2,1, , , , , ,2, , , , , , , ,2016
6610003,66100,1,2,4,34,1,1,1,1, , , , , ,1,12, , , , , , ,2016
6610004,66100,1,2,1,7,1,0, , , , , , , ,2, , , , , , , ,2016
6650001,66500,1,1,6,51,1,1,1,3, , , , , ,1,2,1,2,3,1,2,3,2016
6650002,66500,1,2,5,49,1,1,1,1, , , , , ,1,12,1,3,2,1,3,3,2016
6650003,66500,1,1,2,14,1,1,1,1, , , , , ,2, , , , , , , ,2016
6650004,66500,1,2,2,10,1,1,1,1, , , , , ,2, , , , , , , ,2016
6650005,66500,1,2,8,86,1,0, , , , , , , ,2, , , , , , , ,2016
