사업장명,도로명전체,인허가일자,영업상태명,위생업태명,GRS80_X,GRS80_Y,x_wgs84,y_wgs84
기량,"경상남도 사천시 벌리1길 16, 103호 (벌리동, 비룡데파트)",20131108,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
두남자찜닭(효자점),"경상북도 포항시 남구 효성로30번길 25-6, 1층 (효자동)",20150520,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
타워치킨,"경상남도 창원시 마산회원구 양덕로 153, 2층 208호 (양덕동, 한일타운2차상가)",20150521,운영중,통닭(치킨),344005.710411,293927.648342,128.5818859179058,35.231523041358216
장수옛날통닭,"경기도 부천시 소사구 송내대로42번길 61, 1층일부호 (송내동)",20150522,운영중,통닭(치킨),178489.420403,543109.610976,126.75677942103894,37.48718499180754
항아리치킨,충청북도 괴산군 칠성면 칠성로 4,20150520,운영중,통닭(치킨),277009.070184,465754.894223,127.86275039430883,36.7872931191994
팔도궁중찜닭,대구광역시 수성구 달구벌대로627길 50 (매호동),20150520,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
대흥불닭발,"경상남도 창원시 마산합포구 월영동서로 1, 2층 (해운동)",20150520,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
참불닭,경상북도 경주시 안강읍 화전북1길 9-1,20140711,운영중,통닭(치킨),400019.902528,379351.552055,129.21799124648035,35.99126793465512
둘마니치킨백석점,"충청남도 천안시 서북구 백석2길 12, 1층 101호 (백석동, 호반리젠시빌어린이집)",20150522,운영중,통닭(치킨),210551.770694,468797.788983,127.11826204756359,36.817783085143105
꼬~우치킨,"경기도 안산시 상록구 예술대학로 224, 1층 (월피동)",20150522,운영중,통닭(치킨),186087.221023,526290.042766,126.84300412913392,37.33578357062137
치킨마루,"서울특별시 강북구 솔샘로 251, 1층 (미아동)",20150522,운영중,통닭(치킨),201827.592636,557792.894904,127.02070127468556,37.61972961182493
꿀마니닭강정가은점,경상북도 문경시 가은읍 대야로 2456,20150522,운영중,통닭(치킨),294851.085358,450524.534403,128.06072189427275,36.648454507693764
B.H.C치킨문경모전점,"경상북도 문경시 당교6길 25, 103-104호 (모전동, 코아루상가)",20150522,운영중,통닭(치킨),305977.16605,443290.602765,128.18412516355733,36.5821077444575
스모프치킨,전라북도 남원시 인월면 인월로 78,20010628,운영중,통닭(치킨),254819.51624,318427.087286,127.60391483803879,35.46117158216142
닭사마,전라북도 남원시 동림로 111 (향교동),20110513,운영중,통닭(치킨),234872.888072,313486.685102,127.38396857719732,35.4175432171842
비에이치씨치킨(BHC),서울특별시 중랑구 면목로61길 8 (면목동),20150515,운영중,통닭(치킨),207766.43127,554026.966692,127.0879309412849,37.58576802474667
박군치킨주문진점,강원도 강릉시 주문진읍 연주로 317-1,20150430,운영중,통닭(치킨),360644.410526,588327.085843,128.8259550796326,37.880670940505034
옛날시골통닭 낙양점,경상북도 상주시 경상대로 2943 (낙양동),20150402,운영중,통닭(치킨),303242.855499,424152.234524,128.15102435180276,36.40997517470168
꼬꼬통닭,경상북도 상주시 서문길 70 (서문동),20150420,운영중,통닭(치킨),303619.667086,424916.342826,128.1553265060869,36.41681913443293
디디치킨 상주1호점,경상북도 상주시 문무2길 22 (서문동),20150421,운영중,통닭(치킨),303477.515687,424905.218232,128.15374037081008,36.416734226347316
썬더치킨 남상주 경북대점,경상북도 상주시 경상대로 2560-117 (가장동),20150430,운영중,통닭(치킨),303002.995873,420441.43559,128.14785897895626,36.376566878625965
인디스치킨,"경상북도 구미시 상사동로18길 14, 1층 (사곡동)",20150518,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
한양왕족발보쌈,"부산광역시 부산진구 대학로 65-1, 1층 (가야동)",20080414,운영중,통닭(치킨),385408.593685,285621.217667,129.03459780827183,35.14990380795802
뿔난닭두마리,"부산광역시 부산진구 당감로64번길 55 (부암동, 지상1층일부)",20130711,운영중,통닭(치킨),385996.638413,287674.687601,129.0415094214931,35.16829266897319
신꼬꼬닭발,"부산광역시 부산진구 새싹로 268, 1층 (초읍동)",20080501,운영중,통닭(치킨),386530.705479,288980.163432,129.04766300341788,35.1799532239188
썬더치킨신암1호점,"부산광역시 부산진구 신암로 73, 1층 (범천동)",19821115,운영중,통닭(치킨),387174.652956,285450.733637,129.053928187812,35.14804120313417
비에이치씨(BHC)치킨,"부산광역시 부산진구 동평로44번길 62-16, 1층 (당감동)",20120410,운영중,통닭(치킨),385424.817098,287152.114242,129.0351192843769,35.16369098167798
멕시카나,"부산광역시 부산진구 가야대로 635-12 (당감동, 금호그랜드타운지하103호)",20120925,운영중,통닭(치킨),386035.823568,286348.005235,129.0416404958783,35.15633486127935
굽네치킨초읍연지점,부산광역시 부산진구 성지로104번길 46 (초읍동),20070411,운영중,통닭(치킨),387004.667055,289121.347004,129.0528949945777,35.18113691445585
블랙타운치킨호프,"부산광역시 부산진구 가야대로703번길 39, 2층 (당감동)",20070621,운영중,통닭(치킨),386652.102203,286638.266257,129.04846554496058,35.15883534129725
썬더치킨초읍자이점,"부산광역시 부산진구 새싹로 199 (초읍동,(1층))",20100617,운영중,통닭(치킨),386662.601786,288312.13132,129.04895902481425,35.173911247875324
치킨,"부산광역시 부산진구 중앙대로 604 (범천동,(2층))",20110906,운영중,통닭(치킨),387625.343164,285298.594702,129.058836390436,35.14658685053977
옛날통닭,"부산광역시 부산진구 새싹로14번길 29 (부전동, 지상1층일부)",20140829,운영중,통닭(치킨),387602.022987,286822.052923,129.05892647481636,35.16031415951129
서면가야밀면충무김밥,"부산광역시 부산진구 중앙대로680번가길 38, 지상1층 (부전동)",20051214,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
닥도날드,"부산광역시 부산진구 중앙대로979번길 18, 1층 (양정동)",20141112,운영중,통닭(치킨),388882.145315,288734.743193,129.0734051039721,35.17730349678109
압구정알카리치킨,"부산광역시 부산진구 가야대로755번길 6 (부전동, 지상1층일부)",20141114,운영중,통닭(치킨),387183.804253,286555.204212,129.05427870690272,35.157988348117215
먹방,"부산광역시 부산진구 중앙대로680번가길 61, 지상2층 (부전동)",20030129,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
더벤티,"부산광역시 부산진구 당감로 51, 1층 (당감동)",20140121,운영중,통닭(치킨),385763.00077,287433.644208,129.0388922287673,35.16616456641746
엉뚱한불닭떡볶이,부산광역시 부산진구 동성로 104 (전포동),20000720,운영중,통닭(치킨),388389.598817,286758.713355,129.06755065529936,35.15959643574567
육회상회,"부산광역시 부산진구 서전로10번길 7, 지상1층 (부전동)",20060814,운영중,통닭(치킨),387779.178969,286493.524879,129.06079497020465,35.15732180817192
더썬치킨범천점,"부산광역시 부산진구 중앙번영로 16, 1층 (범천동)",20110407,운영중,통닭(치킨),387813.368559,285098.522189,129.06085297874785,35.144749575170046
놀이터,부산광역시 부산진구 서전로57번길 47 (전포동),19910306,운영중,통닭(치킨),388244.949202,286797.931071,129.0659729996095,35.15997677510349
돈치킨부암점,"부산광역시 부산진구 백양순환로 123-1, 1층 (부암동)",20090831,운영중,통닭(치킨),385917.358643,287820.334047,129.0406725243374,35.16961928952407
썬더치킨개금1호점,"부산광역시 부산진구 엄광로 19, 1층 (개금동)",20030909,운영중,통닭(치킨),383926.289942,285422.497151,129.01829641221207,35.14838573643717
BHC범내골점,"부산광역시 부산진구 황령대로18번길 37, 1동 1층 6호 (범천동, 대원아파트상가)",20100126,운영중,통닭(치킨),387907.345212,285275.64967,129.0619238376646,35.14632755845283
국사랑양정점,"부산광역시 부산진구 범양로125번길 6, 1층 (양정동)",20140813,운영중,통닭(치킨),388165.78518,288397.884142,129.06546921803692,35.174403503310074
누리에치킨,"부산광역시 부산진구 성지로61번길 29, 상가동 지상2층 201호 (연지동, 연지한신타워)",20140404,운영중,통닭(치킨),387000.009494,288542.261373,129.05271269843982,35.17592151248609
코코로,부산광역시 부산진구 거제대로 26 (양정동),20070515,운영중,통닭(치킨),388421.791193,288038.367742,129.0681956852585,35.171117149569724
우리동네 치킨,"서울특별시 송파구 백제고분로18길 10, 지상1층 (잠실동)",20150526,운영중,통닭(치킨),207467.055808,544987.776417,127.08444951738238,37.504327554522085
신천황제떡뽁이,"대구광역시 북구 침산로21길 36, 107동 102호 (침산동, 침산쌍용아파트상가)",20110524,운영중,,343266.290246,366709.710296,128.5866404950462,35.88736336858798
다다치킨,부산광역시 남구 동명로 126-4 (용호동),19990408,운영중,통닭(치킨),392385.447988,282432.929476,129.1103720484747,35.11987577540852
맥시칸치킨,"경상남도 진주시 호탄길22번길 6 (호탄동,번지(1층일부))",20061115,운영중,통닭(치킨),301754.367253,285779.004446,128.11684902257593,35.16326477211518
야타이,"부산광역시 해운대구 구남로 36-1 (우동, 지상1층)",20070129,운영중,통닭(치킨),396880.831852,287078.831877,129.16075939828238,35.160853938593895
BBQ 좌동신시가지점,"부산광역시 해운대구 대천로 104 (좌동, 정창빌딩1층)",20021022,운영중,통닭(치킨),398028.392782,288624.150209,129.17371633288107,35.174547506220875
티바두마리치킨,"부산광역시 해운대구 아랫반송로21번길 117 (반송동, 1층)",19840509,운영중,통닭(치킨),395603.737681,294559.701792,129.14852631524664,35.22848471463801
닭발의 전설,"부산광역시 해운대구 신반송로 193 (반송동, 102호)",20080312,운영중,통닭(치킨),396540.606222,294723.478278,129.15884955494258,35.22977680772769
맵스,부산광역시 해운대구 송정중앙로 10 (송정동),20000510,운영중,통닭(치킨),400573.811106,289658.632819,129.2018899905881,35.183360454637594
깐부치킨센텀시티점,"부산광역시 해운대구 센텀6로 21 (우동, 인텔리움센텀 106호 )",20101029,운영중,통닭(치킨),393974.593277,288432.990192,129.1292013375392,35.173615891687106
이층돼지국밥,부산광역시 해운대구 송정중앙로 47 (송정동),20110617,운영중,통닭(치킨),400913.160039,289475.908707,129.20556840876412,35.18164691186526
뚱이네 술상,"부산광역시 해운대구 선수촌로 100-9 (반여동, 지상1층전체)",20110309,운영중,통닭(치킨),393056.087359,291615.841377,129.11987011011337,35.20246177941573
365피자,"부산광역시 해운대구 아랫반송로21번길 122 (반송동, 1층)",20090730,운영중,통닭(치킨),395623.244564,294569.876149,129.1487428634054,35.22857255392735
BBQ치킨,"부산광역시 해운대구 센텀동로 123 (재송동, 센텀스타상가3호)",20090828,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
쌀통닭 좌4동점,"부산광역시 해운대구 대천로103번길 47 (좌동, 대림1차상가 103호 일부)",20091013,운영중,통닭(치킨),397956.072159,289070.12846,129.17302993772074,35.17857870455299
오뎅무라,"부산광역시 해운대구 반여로41번길 54 (반여동, 지상1층일부)",20121023,운영중,통닭(치킨),392991.47806,291065.430446,129.11903226546448,35.197516449217424
부어치킨,"부산광역시 해운대구 세실로 30 (좌동, 경동지플러스상가238호)",20080313,운영중,통닭(치킨),398564.307393,287956.147845,129.1794345355069,35.168425093643606
치킨커플센텀시티점,"부산광역시 해운대구 센텀2로 15 (우동, 센텀브라이언빌딩101-1호)",20120813,운영중,통닭(치킨),394275.78202,287781.752819,129.13235214089352,35.16769184075698
꼬끼오 치킨,부산광역시 해운대구 아랫반송로 43-1 (반송동),20141016,운영중,통닭(치킨),395745.967779,294038.918866,129.14996381078595,35.223766219252425
이모네포차,"부산광역시 해운대구 아랫반송로23번길 45 (반송동, 1층)",20100910,운영중,통닭(치킨),395751.761049,294204.272057,129.15006670387058,35.22525444799728
치킨마루 좌4동점,"부산광역시 해운대구 좌동순환로217번길 7 (좌동, 동신아파트 상가동 제107호)",20140721,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
홍춘천닭갈비,"부산광역시 해운대구 세실로 86 (좌동, 203호일부)",20140603,운영중,통닭(치킨),398292.589595,288386.524998,129.17655743491798,35.17235513584489
안동술상,"부산광역시 해운대구 세실로27번길 17 (좌동, 주성프라자 104호)",20140814,운영중,통닭(치킨),398450.669765,287940.094169,129.1781841976391,35.16830292697329
상문이 두마리 치킨,"부산광역시 해운대구 반여로155번길 24 (반여동, 지상1층)",20140115,운영중,통닭(치킨),393489.871907,291988.585169,129.12471789568323,35.205735732539026
호식이두마리치킨(좌동1호점),"부산광역시 해운대구 좌동순환로 275 (좌동, 대우2차상가206호일부)",20140221,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
피아또(Piatto : 접시),부산광역시 해운대구 중동1로19번길 25 (중동),20131108,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
부산우동점 굽네치킨,"부산광역시 해운대구 우동1로 45 (우동, 지상1층)",20070622,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
부산좌동점 굽네치킨,"부산광역시 해운대구 좌동순환로 275 (좌동,  대우2차상가 114호)",20070430,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
썬더치킨해운대4호점,"부산광역시 해운대구 대천로106번길 29 (좌동, 지상1층)",20070326,운영중,통닭(치킨),398149.302297,288573.436212,129.17503050896394,35.17406690213288
또봉이통닭,"인천광역시 계양구 효서로 107 (효성동, 1층일부)",20140827,운영중,,174170.007429,547650.535484,126.70778081910309,37.5279877772203
치킨깡,부산광역시 사하구 낙동대로549번길 11 (하단동),20030221,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
고래축제,부산광역시 사하구 윤공단로14번길 4 (다대동),19900721,운영중,통닭(치킨),379665.545994,274983.203157,128.9693026441602,35.05511472238909
오복통닭,"부산광역시 사하구 낙동대로 543 (하단동,(낙동로 737))",20090917,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
치킨신드롬,부산광역시 사하구 다대로 325 (장림동),20091029,운영중,통닭(치킨),380291.78993,276999.102979,128.97660110777755,35.07316306757917
쪼매난맥주집,부산광역시 사하구 두송로26번길 39 (장림동),20061023,운영중,통닭(치킨),380569.933592,277479.019672,128.9797533352193,35.07743658576438
호식이두마리치킨 괴정점,부산광역시 사하구 회화나무길 67 (괴정동),20070928,운영중,통닭(치킨),381610.345049,280117.82172,128.99173227838247,35.10102083341015
옛날통닭,부산광역시 사하구 다대로134번길 69 (신평동),20121120,운영중,통닭(치킨),380231.513396,279067.307413,128.97639010812114,35.0918049121971
또레오레 하단동아대점,부산광역시 사하구 낙동대로536번길 6 (하단동),20120524,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
좋은친구,부산광역시 사하구 다대로142번길 100 (신평동),20110629,운영중,통닭(치킨),380158.510802,279062.243549,128.97558889584766,35.091772338992406
영달이두마리치킨,"부산광역시 사하구 다대로277번길 56 (장림동,동원타워맨션상가 103동 108호)",20100713,운영중,통닭(치킨),380626.554465,277325.136092,128.9803402847604,35.07604021916576
썬더치킨 감천1호점,"부산광역시 사하구 옥천로 7, 1층 (감천동)",20080529,운영중,통닭(치킨),382860.580287,278732.722825,129.00513065195884,35.0883176551626
감천점 굽네치킨,부산광역시 사하구 감천로 69 (감천동),20030227,운영중,통닭(치킨),382397.088573,278888.646127,129.00008536329767,35.08980616408601
무봤나촌닭쭈꾸미,부산광역시 사하구 윤공단로 5-1 (다대동),20130724,운영중,통닭(치킨),379706.643732,274895.336347,128.96973386283082,35.05431586954923
옛날통닭(새벽닭),부산광역시 사하구 장림시장6길 107 (장림동),20140414,운영중,통닭(치킨),379481.292018,277767.402877,128.9678862408262,35.08022868052139
가마솥옛날통닭,부산광역시 사하구 감천로 117 (감천동),20140502,운영중,통닭(치킨),382797.642613,278684.865766,129.00443034198437,35.08789795876854
둘둘치킨,"서울특별시 금천구 시흥대로122길 22 (독산동,(지상1층) (우정4길 20))",19971227,운영중,통닭(치킨),191101.430746,541093.903865,126.89940769248057,37.469230816258026
웃음소리,"서울특별시 금천구 금하로 687, 지상1층 (시흥동)",19941115,운영중,통닭(치킨),191733.13883,539200.745881,126.90656994144594,37.45217911909021
교촌치킨,"서울특별시 금천구 가산디지털1로 165, 206호 (가산동, 지상2층)",19991022,운영중,통닭(치킨),189480.215883,542312.333172,126.88106359280793,37.48019194009258
브라운치킨,"서울특별시 금천구 가산디지털1로 2 (가산동, 우림라이온스밸리 2차 115,116,119호)",20070712,운영중,통닭(치킨),190121.444574,540828.864542,126.88833318196576,37.466832837529026
비에이치씨(BHC),"서울특별시 금천구 벚꽃로 73, 상가동 116,117,118,119호 (독산동, 금천현대아파트)",20100607,운영중,통닭(치킨),190302.133382,540322.740591,126.89038233595869,37.462274523125934
또래오래 독산점,"서울특별시 금천구 가산로 13, 지상1층 (독산동)",20100714,운영중,통닭(치킨),191279.057539,541282.044331,126.90141341425611,37.47092767173216
굽네치킨 가산점,"서울특별시 금천구 남부순환로112길 55, 지상1층 (가산동)",20090917,운영중,통닭(치킨),190550.046471,541965.010513,126.89316350470358,37.47707409218545
란스키친,"서울특별시 금천구 가산디지털1로 45 (가산동,이앤씨드림타워8차 101호)",20090522,운영중,통닭(치킨),189881.671132,541174.70159,126.88561804933076,37.46994626867328
치킨시대,"서울특별시 금천구 시흥대로47길 28-9, 102동 지상1층 102,103호 (시흥동, 정도트윈빌)",20130102,운영중,통닭(치킨),191179.303643,538992.725946,126.9003131262931,37.450299720087926
소프트치킨,"서울특별시 금천구 시흥대로62길 31, 지상1층 (시흥동)",20130322,운영중,통닭(치킨),191303.748786,539625.851961,126.90171207372144,37.45600543908741
치킨매니아,"서울특별시 금천구 가산디지털1로 186 (가산동,B 112-1 (가산디지털1길 49))",20080320,운영중,통닭(치킨),189523.06832,542513.264932,126.88154522250547,37.48200283618806
찡어치킨,"서울특별시 금천구 시흥대로62길 9, 지상1층 (시흥동, 외1필지)",20030428,운영중,통닭(치킨),191251.359853,539559.532956,126.90112074404367,37.455407403260224
닭스 닭한마리,"서울특별시 금천구 범안로 1130, 110,111호 (가산동, 디지털엠파이어)",20140813,운영중,통닭(치킨),190045.589962,540672.561734,126.8874778364924,37.4654237208966
부어치킨 가산점,"서울특별시 금천구 가산로5길 13, 지상1층 (가산동)",20140428,운영중,통닭(치킨),190620.169498,541560.391325,126.8939614305403,37.473429153621964
런치킨(독산점),"서울특별시 금천구 시흥대로104길 19, 지상1층 (독산동)",20140723,운영중,통닭(치킨),191053.086265,540598.243879,126.89886720774301,37.4647644049004
장충당 족발,"부산광역시 연제구 거제천로 51, 1층 (거제동)",20140529,운영중,통닭(치킨),388710.714488,288929.260219,129.07156883264426,35.17908783315353
명심이통닭,부산광역시 연제구 거제시장로14번길 3 (거제동),20141121,운영중,통닭(치킨),388741.247837,289158.780882,129.07195630441274,35.18114954421422
불닭칼국수,"부산광역시 연제구 고분로236번길 79, 1층 (연산동)",20140319,운영중,통닭(치킨),392025.001484,289199.156185,129.1079924333825,35.180891307022904
1995 깻잎통닭,"부산광역시 연제구 안연로8번길 15, 1층 (연산동)",20150302,운영중,통닭(치킨),391442.875371,290022.953308,129.10179698709914,35.188422673526524
수복통닭,부산광역시 연제구 아시아드대로46번길 5 (거제동),20150311,운영중,통닭(치킨),388408.738064,290017.821001,129.0685043599725,35.188949870514925
썬더치킨 거제1호점,부산광역시 연제구 거제천로87번길 31 (거제동),20120202,운영중,통닭(치킨),388703.519625,289314.465681,129.07157797244966,35.182558982429754
말뚝,부산광역시 연제구 과정로273번길 7 (연산동),20110727,운영중,통닭(치킨),391058.109424,289910.981066,129.09754934277282,35.187487307714264
꾸바꾸바망미2호점,부산광역시 수영구 구락로 77-1 (망미동),20011026,폐업 등,통닭(치킨),392854.245531,288474.684166,129.11692084471173,35.174206950641675
종국이두마리치킨,"부산광역시 수영구 수영로660번길 42-1, 1층 (광안동)",20090421,운영중,통닭(치킨),392955.3296,287347.789352,129.11776643986155,35.16403715712412
오븐에꾸운닭,"부산광역시 수영구 광안해변로 237, 1층 (민락동)",20080610,운영중,통닭(치킨),393174.288978,286319.917998,129.1199278202162,35.15473667255952
사또옛날통닭,"부산광역시 수영구 연수로275번길 3-1, 1층 (망미동)",20020808,운영중,통닭(치킨),391382.755618,288354.192769,129.10075037453714,35.17340278392494
둠바치킨,"부산광역시 수영구 광서로 22, 1층 (광안동)",19990701,운영중,통닭(치킨),392441.844321,287381.835621,129.11214206551384,35.16444219827255
로끼오치킨,"부산광역시 수영구 광일로29번가길 26, 1층 (광안동)",20140730,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
칠칠켄터키 광안리점,"부산광역시 수영구 광안해변로 199, 1층 102호 (광안동)",20140811,운영중,통닭(치킨),392917.035577,286033.547094,129.1170395446187,35.15220656038286
네네치킨망미점,"부산광역시 수영구 연수로302번길 4, 1층 (망미동)",20140103,운영중,통닭(치킨),391615.634377,288214.868029,129.10327274776844,35.17210346668046
"땅땅치킨 광안2,4동점","부산광역시 수영구 수영로540번길 18, 1층 (광안동)",20021015,운영중,통닭(치킨),392554.95568,286188.387322,129.11310462229753,35.15367062620006
BHC(비에이치씨),"부산광역시 수영구 무학로52번길 52, 1층 (광안동)",20130315,운영중,통닭(치킨),393176.357911,286782.507964,129.1200586577576,35.15890301429053
깻잎치킨,"부산광역시 수영구 수영로606번길 70, 1층 (광안동)",20131129,운영중,통닭(치킨),392926.285331,286801.097302,129.1173201875,35.15911844264413
미소,"부산광역시 수영구 망미번영로74번길 97, 1층 (수영동)",20140102,운영중,통닭(치킨),392767.493666,288337.048388,129.11593702993525,35.172983843926644
교촌치킨,"부산광역시 수영구 과정로 44-1, 1층 (망미동)",20140328,운영중,통닭(치킨),392013.710036,288579.020684,129.10772429653483,35.17530762283755
육회 공작소 신천점,"서울특별시 송파구 올림픽로10길 13-1, 지상1층 (잠실동)",20040223,운영중,통닭(치킨),207192.53721,545655.865367,127.08135135294194,37.510349242049486
야미또,"서울특별시 송파구 위례성대로 180, 지상1층 (오금동)",19991021,운영중,통닭(치킨),211567.554523,545640.790277,127.13083475122139,37.510168970407534
영광식당,서울특별시 송파구 마천로 191 (오금동),20020115,운영중,통닭(치킨),212401.187987,544805.899641,127.14024945874866,37.502635765495064
하이디식당,서울특별시 송파구 풍성로25길 23-1 (풍납동),19991223,운영중,통닭(치킨),210671.61197,548452.395396,127.12074203747919,37.535512339667974
꿀꾸랄라,"서울특별시 송파구 바람드리길 22, 지상1층 (풍납동)",19900919,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
굽네치킨(오금점),"서울특별시 송파구 마천로 196, 103호 (오금동)",20090217,운영중,통닭(치킨),212428.074881,544737.437586,127.14055237508029,37.50201855888864
윙글치킨,"서울특별시 송파구 동남로2길 5 (문정동,(1층))",20081210,운영중,통닭(치킨),210830.845005,543260.840794,127.12246719518002,37.4887344623754
굽네치킨 장지역점,"서울특별시 송파구 송이로36길 37, 103호 (문정동)",20101021,운영중,통닭(치킨),211460.444694,542756.834518,127.12957838358855,37.48418574219876
88 켄터키 거여1호점,"서울특별시 송파구 양산로4길 13, 101호 (거여동)",20110622,운영중,통닭(치킨),212802.297521,543403.337111,127.1447613415244,37.489993150926544
또래오래,"서울특별시 송파구 중대로16길 7, 1층 (가락동)",20010530,운영중,통닭(치킨),211126.27622,544102.870862,127.12582043171017,37.49631768620713
굽네치킨,"서울특별시 송파구 올림픽로35길 104, 지상1층 118호 (신천동, 장미C상가 )",20081001,운영중,통닭(치킨),208778.09298,546606.155711,127.09929613781885,37.518897669852365
호식이 두마리치킨 거여점,"서울특별시 송파구 양산로 40-12, 지상1층 (거여동)",20130111,운영중,통닭(치킨),212808.09573,543652.309719,127.14483123555821,37.4922363252207
깐부치킨(문정1호점),"서울특별시 송파구 충민로 5, 지상1층 134호 (문정동, 한화오밸리스크)",20130614,운영중,통닭(치킨),210586.387448,542302.911309,127.11968928582803,37.4801062880314
굽네치킨 풍납 1호점,"서울특별시 송파구 풍성로24길 40, 지상1층 (풍납동)",20050913,운영중,통닭(치킨),210298.875691,548006.01912,127.11651853071558,37.53149472980213
야구에 한맺힌 닭,"서울특별시 송파구 석촌호수로12길 1-22, 1층 (잠실동)",20120307,운영중,통닭(치킨),207627.42522,545427.266968,127.08626778814774,37.508286072025825
베이크팡,"서울특별시 송파구 백제고분로48길 6, 지상1층 (방이동)",20140704,운영중,통닭(치킨),210067.529194,545790.416813,127.11387080534496,37.51153468309785
리틀족발이 삼전점,"서울특별시 송파구 삼전로10길 11, 지상1층 102호 (삼전동)",20140508,운영중,통닭(치킨),208029.150064,545147.823221,127.09080832588548,37.50576486727362
THE APARTMENT COFFEE,"서울특별시 송파구 새말로 62, 지상1층 (문정동, 송파푸르지오시티)",20140602,운영중,통닭(치킨),210724.699492,542377.635484,127.12125412116565,37.480777963738966
맛닭꼬 잠실본동점,"서울특별시 송파구 올림픽로12길 62, 1층 (잠실동)",20140826,운영중,통닭(치킨),207333.654011,545197.381025,127.08294288535545,37.50621717015403
이타리아치킨,서울특별시 송파구 동남로6길 16 (문정동),20091202,운영중,통닭(치킨),211036.315954,543279.890442,127.1247907894269,37.488903669638816
화신 교동짬뽕,"서울특별시 송파구 중대로 150 (가락동,1층)",20110426,운영중,통닭(치킨),211003.068901,544009.006445,127.12442575341328,37.495473439150615
호식이두마리치킨 가락1호점,"서울특별시 송파구 동남로9길 5 (가락동,104호)",20110906,운영중,통닭(치킨),211228.446498,543675.710433,127.12696929627069,37.49246771420984
뿌숑,"서울특별시 송파구 백제고분로41길 27-1, 지상1층 1호 (송파동)",20131113,운영중,통닭(치킨),209439.433889,545410.946075,127.10676174953717,37.50812227514222
풍납동 떡뽁기,"서울특별시 송파구 바람드리길 32, 지상1층 (풍납동)",20131007,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
비에이치씨치킨 문정점,"서울특별시 송파구 송이로32길 14, 103호 (문정동)",20050607,운영중,통닭(치킨),211292.214976,543281.34002,127.12768432878211,37.48891363869689
맘스터치 잠실본점,"서울특별시 송파구 백제고분로 187, 지상1층 105호 (잠실동)",20030226,운영중,통닭(치킨),207760.424608,545036.628181,127.08776791698143,37.50476529250564
비비큐 카페,"서울특별시 송파구 새말로6길 49, 지상1층 (문정동)",20030517,운영중,통닭(치킨),211497.525703,542688.518577,127.12999657535826,37.48356975073346
페리카나치킨,"경기도 양평군 양평읍 중앙로167번길 62, 상가동 105호 (양평벽산블루밍아파트2단지)",19941119,운영중,통닭(치킨),245465.908327,544177.163529,127.51414256196085,37.495935254683395
신매운김치갈비찜,경기도 양평군 양서면 목왕로 19-1 (1층),20120412,운영중,통닭(치킨),228728.925416,549327.769603,127.32508044207775,37.5430137243535
BBQ양수리점,경기도 양평군 양서면 양수로 153,20040709,운영중,통닭(치킨),228208.458662,549471.461598,127.31919673576135,37.54432443412966
숑스바베큐,경기도 양평군 강하면 강남로 520,20121207,운영중,통닭(치킨),239116.260036,545048.062295,127.44238718258049,37.504072545089755
또레오레참피자,경기도 양평군 양서면 목왕로 29,20120813,운영중,통닭(치킨),228807.05204,549389.076428,127.32596687108253,37.54356365260419
BBQ한마리반치킨,경기도 양평군 지평면 지평의병로 83,19940709,운영중,통닭(치킨),256189.267049,541972.407714,127.63523123301331,37.47548147752001
치킨데이,경기도 양평군 용문면 다문북길 50,20120413,운영중,통닭(치킨),252179.938781,542968.143425,127.5899777661623,37.484687650899296
또래오래여주점,경기도 여주시 여흥로11번길 60,20040618,운영중,통닭(치킨),256094.031523,522249.741775,127.63265974310256,37.297792304022316
환차이,경기도 여주시 세종로 324 (교동),20060811,운영중,통닭(치킨),256496.575766,519081.152527,127.63695894711543,37.26921948728531
또또두마리치킨,경기도 여주시 청심로 102,20070629,운영중,통닭(치킨),255999.106893,522400.518545,127.63160054896503,37.299156493490166
와이코바베큐치킨,경기도 여주시 세종로 145-7,20090930,운영중,통닭(치킨),256357.218929,520878.137643,127.63552399100391,37.2854184885445
