사업장명,도로명전체,인허가일자,영업상태명,위생업태명,GRS80_X,GRS80_Y,x_wgs84,y_wgs84
고덕옛날손짜장,서울특별시 강동구 동남로85길 36 (고덕동),20040531,운영중,통닭(치킨),213677.432784,551298.533408,127.15480377949977,37.5611162452271
교촌치킨,"서울특별시 강동구 진황도로 168, 1층 (둔촌동)",20030109,운영중,통닭(치킨),212554.494774,547978.868958,127.1420374299197,37.53122217205559
숯불직화꼬치바베큐,서울특별시 강동구 아리수로76길 46 (고덕동),19940702,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
육당21,서울특별시 강동구 상일로 27 (상일동),19900510,운영중,통닭(치킨),215271.263733,550012.803617,127.17281623581708,37.549506872210515
육문선생,서울특별시 강동구 올림픽로70길 49 (천호동),19900628,운영중,통닭(치킨),211177.299143,548873.845292,127.12646994463346,37.53930360727522
또래오래 송현점,대구광역시 달서구 학산로42길 47 (송현동),20020723,운영중,통닭(치킨),339951.90075,360475.050009,128.5488532715205,35.83167302188057
처갓집양념치킨 진천점,"대구광역시 달서구 월배로 32-1, 1층 (진천동)",20111121,운영중,통닭(치킨),337249.10841,358303.29679,128.51857807669404,35.81248848382864
39치킨,"대구광역시 달서구 성당로 199-1, 지상1층 (성당동)",20140108,운영중,통닭(치킨),342048.812549,362614.635857,128.5724325754611,35.85064765037708
오븐에꾸운닭,대구광역시 달서구 용산서로 4-26 (용산동),20020308,운영중,통닭(치킨),338149.089401,363404.746904,128.52941468339685,35.858323132059034
또레오레 성당감삼점,"대구광역시 달서구 장기로22안길 56, 1층 (성당동)",19970408,운영중,통닭(치킨),339652.895405,362040.789342,128.54581895397592,35.84582181877726
땅땅치킨,"대구광역시 달서구 대명천로 148, 지상1층 (본리동)",20140227,운영중,통닭(치킨),339451.405764,361452.931974,128.54348675336269,35.84055430565354
가마솥서민통닭,"대구광역시 달서구 한들로 70, 21동 지상1층 106호 (장기동, 장기파랑새마을)",20140411,운영중,통닭(치킨),337939.165287,361960.307991,128.52684184218433,35.84533923245973
마이마이치킨,"대구광역시 달서구 월곡로51길 8-4, 1층 (상인동)",20130412,운영중,통닭(치킨),339050.263295,358867.203044,128.53859839511912,35.8173155446051
엘리바덴치킨파티,"대구광역시 달서구 상인서로 8-6, 지상3층 (상인동)",20130617,운영중,통닭(치킨),339883.958115,358290.292171,128.54771936572595,35.81199955367452
최정희 예닭,"대구광역시 달서구 야외음악당로11길 57, 지상1층 (성당동)",20130429,운영중,통닭(치킨),340009.261383,361566.884134,128.5496792044839,35.84150147746896
하이부로치킨,"대구광역시 달서구 당산동길 21, 1층 (성당동)",19940817,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
광찜닭,"대구광역시 달서구 구마로48길 7, 지상1층 (송현동)",20130828,운영중,통닭(치킨),340423.644836,361026.928938,128.5541693455891,35.83657765656541
1석2조두마리치킨,"대구광역시 달서구 야외음악당로 247, 1층 (두류동)",20130104,운영중,통닭(치킨),341044.573029,363150.719154,128.56141441153017,35.855622277712165
멕시카나 성서용산점,"대구광역시 달서구 성지로16길 36 (용산동,(지상1층))",19990831,운영중,통닭(치킨),337537.393942,363198.965854,128.5226094433405,35.8565551785668
처갓집양념치킨(두류내당점),"대구광역시 달서구 야외음악당로 163, 1층 (두류동)",19990417,운영중,통닭(치킨),340373.324682,362665.044508,128.55390050785505,35.85134304820541
오븐에꾸운닭,대구광역시 달서구 달구벌대로344길 46 (두류동),20020219,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
치키치키양념통닭,대구광역시 달서구 달구벌대로344길 82 (두류동),19971129,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
에이플러스(A+)치킨호프,"대구광역시 달서구 상원로9길 20 (상인동,(지상1층))",20091112,운영중,통닭(치킨),338689.121729,358457.315744,128.53453255594792,35.81367379338706
BHC두류점,"대구광역시 달서구 달구벌대로344길 15 (두류동,1층 9호)",20070507,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
잉꼬찜닭,대구광역시 달서구 서당로9안길 32 (신당동),20060306,운영중,통닭(치킨),335079.412165,363273.173004,128.49541927641835,35.857565462255906
또래오래치킨,대구광역시 달서구 장기로57서길 19 (장기동),20051125,운영중,통닭(치킨),338068.919385,361709.686289,128.52823429996886,35.84306303651295
한스닭,대구광역시 달서구 와룡로 32 (본동),20021030,운영중,통닭(치킨),338889.58547,360884.487651,128.5371715601302,35.83551270255943
꼬꼬싸롱,"대구광역시 달서구 장기로57서길 14, 지상1층 (장기동)",20141106,운영중,통닭(치킨),338105.740257,361732.267692,128.52864563115122,35.84326129728493
홍춘천닭갈비,"대구광역시 달서구 조암남로6길 36, 지상2층 (월성동)",20141114,운영중,통닭(치킨),338057.580589,359454.220481,128.52771917439986,35.82274429405684
대구통닭,"대구광역시 달서구 월배로34길 33, 지상1층 (상인동)",20141127,운영중,통닭(치킨),338501.675063,358622.002516,128.53248772625315,35.81518397461551
부어치킨,"대구광역시 달서구 감삼남길 57, 1층 (감삼동)",20070628,운영중,통닭(치킨),339151.702742,362297.390092,128.54031776388547,35.84820484250446
비비큐(BBQ)치킨장기사랑점,"대구광역시 달서구 한들로 55, 501동 108호 (장기동,장기초록나라)",20081222,운영중,통닭(치킨),338159.69804,362002.386886,128.52928940841775,35.84568729828938
장터해물파전,"대구광역시 달서구 도원로서길 3-10, 1층 (도원동)",20031106,운영중,통닭(치킨),338720.65109,357778.356413,128.53476356910218,35.80755233756094
봉촌찜닭,대구광역시 달서구 상원로9길 27 (상인동),20070105,운영중,통닭(치킨),338688.739528,358422.677776,128.5345223226632,35.81336178086263
대구통닭,"대구광역시 달서구 신당로 21-1, 1층 (신당동)",20080703,운영중,통닭(치킨),335021.264875,362854.87625,128.4947049870976,35.853804835800744
치킨파이터,"대구광역시 달서구 성당로 3 (성당동,(지상2층))",20070327,운영중,통닭(치킨),340712.985412,361179.743119,128.55739753935464,35.837912945600145
동휘네김밥,"대구광역시 달서구 선원로 271 (용산동,(지상1층))",20091203,운영중,통닭(치킨),337512.365108,363471.771936,128.5223794513509,35.859016497766525
호동이두마리치킨,대구광역시 달서구 선원로23북길 17 (이곡동),20060814,운영중,통닭(치킨),335882.170659,363609.75309,128.50436091444416,35.86048693080888
꼬바,대구광역시 달서구 월곡로51길 8-9 (상인동),20080711,운영중,통닭(치킨),339015.781031,358881.773404,128.53821950316265,35.81745169674137
치코파닭,"대구광역시 달서구 서당로 69, 1층 (신당동)",20140514,운영중,통닭(치킨),335096.478128,363311.834525,128.49561469432396,35.857911430771495
호식이두마리치킨(유천점),"대구광역시 달서구 진천로 77, 301동 지상2층 203호 (진천동, 진천역계룡리슈몰)",20140811,운영중,통닭(치킨),337532.852264,358654.447188,128.521776917238,35.81561245276361
닭치계,"대구광역시 달서구 서당로9길 47, 지상2층 (신당동)",20140519,운영중,통닭(치킨),334862.52125,363106.461377,128.49299071289116,35.85609333442513
종국이두마리치킨성당점,"대구광역시 달서구 장기로 74, 1층 (성당동)",20060522,운영중,통닭(치킨),340249.196692,361801.78156,128.55237527700703,35.84358345666344
썬더치킨 계명대정문점,"대구광역시 달서구 호산동로35북길 37, 1층 (호산동)",20080303,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
맘스터치(용산점),"대구광역시 달서구 용산로 230, 1층 102,103호 (용산동)",20150130,운영중,통닭(치킨),338280.691468,363376.270788,128.53086621745072,35.85804802885184
맘스터치 성당점,"대구광역시 달서구 당산로 118, 1층 (성당동)",20150302,운영중,통닭(치킨),339648.205811,362247.362956,128.54580318570177,35.847683565786085
달인의찜닭,"대구광역시 달서구 서당로9길 35 (신당동,(지상2층))",20100709,운영중,통닭(치킨),334922.033011,363104.775,128.49364904981596,35.85606995364885
앙드레포차,"대구광역시 달서구 계대동문로3길 24 (신당동,(지상1층))",20100712,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
맛간또,"대구광역시 달서구 달서대로 66 (유천동,(지상2층))",20100726,운영중,통닭(치킨),336476.776856,358522.403974,128.51007275072763,35.81457016010099
64왕소금구이,"대구광역시 달서구 상원로 184-8, D동 지상1층 (월성동)",20030512,운영중,통닭(치킨),338026.168962,359554.225441,128.5273889550003,35.82364969494343
오븐에꾸운닭,"대구광역시 달서구 구마로52길 20 (송현동,(지상1층))",20040223,운영중,통닭(치킨),340539.957576,361004.713393,128.5554523291358,35.83636085827619
오치져스(5CHISUS),대구광역시 달서구 달구벌대로344길 27 (두류동),20040419,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
성서이곡희망점,"대구광역시 달서구 선원남로 77, 209동 102호 (이곡동,한샘아파트)",20040809,운영중,통닭(치킨),336292.259509,363353.72556,128.5088559023719,35.8581233453224
썬더치킨 송현점,"대구광역시 달서구 학산로 203 (송현동,(지상1층))",20050121,운영중,통닭(치킨),339950.956563,360740.623531,128.5488893357734,35.83406578454775
비비큐(BBQ성서본점),"대구광역시 달서구 선원남로 151, 210동 103호 (용산동,한마음아파트)",20041208,운영중,통닭(치킨),337010.955991,363352.689985,128.5168097297013,35.85801384357604
종국이두마리치킨 성서점,"대구광역시 달서구 서당로9안길 8 (신당동,(지상1층))",20091111,운영중,통닭(치킨),335072.61232,363160.128934,128.49532489017062,35.85654793137991
멕시카나치킨,"대구광역시 달서구 월곡로45길 32, 지상1층 (상인동)",20120904,운영중,통닭(치킨),339155.72158,358518.340629,128.53970422040692,35.81415758045181
강호동치킨678감삼.장기점,"대구광역시 달서구 와룡로 169, 상가동 지상1층 101호 (감삼동, 월드마크웨스트엔드판매시설)",20120921,운영중,통닭(치킨),338762.040448,362299.845148,128.53600627804624,35.84828216804893
교촌치킨 진천점,"대구광역시 달서구 월배로 80, 401동 110호 (진천동, 진천역대성스카이렉스)",20020924,운영중,통닭(치킨),337704.481035,358401.114411,128.52363174273023,35.81330601763237
갑돌이와갑순이 송현점,"대구광역시 달서구 중흥로 63-2, 1층 (송현동)",20020726,운영중,통닭(치킨),340831.528068,360200.788766,128.55853659349202,35.8290762988658
닥엔돈스(죽전용산점),"대구광역시 달서구 와룡로53길 40, 가동 201호 (죽전동,대구죽전그린빌상가)",20100609,운영중,통닭(치킨),338735.477583,363312.339885,128.5358882919071,35.85740780707111
533부대찌개,"대구광역시 달서구 상원로 100 (상인동, 아림빌딩(106호))",20120614,운영중,통닭(치킨),338492.000108,358930.727983,128.53243417058036,35.81796676454477
치킨히어로,"대구광역시 달서구 두류공원로50길 14, 지상1층 (두류동)",20120723,운영중,통닭(치킨),340890.002239,363213.296779,128.55971487158092,35.856208274672774
대게고르케,"대구광역시 달서구 월배로 199, 1층 (상인동)",20120621,운영중,통닭(치킨),338742.955439,358981.038847,128.53521886328392,35.81838460439689
땅땅치킨(대동시장점),대구광역시 달서구 상원로 22-23 (상인동),20120625,운영중,통닭(치킨),338994.822826,358259.573251,128.5378795487788,35.81184903825065
화통치킨,"대구광역시 달서구 월곡로 112, 상가(510)동 1층 4,5호 (상인동, 은행아파트)",20120628,운영중,통닭(치킨),340138.490335,357801.708359,128.55044908152294,35.807561461011055
교촌치킨 신월성점,"대구광역시 달서구 조암남로 42, 106호 (월성동, 트럼프스타)",20120125,운영중,통닭(치킨),338079.861752,359350.319331,128.5279477111652,35.821805074252616
파송송파닭(화원점),대구광역시 달성군 화원읍 화원로 36 (창신맨션상가2동6호),20030728,운영중,통닭(치킨),335525.777306,357826.804418,128.49943563580806,35.80843484820477
부어치킨(화원점),대구광역시 달성군 화원읍 비슬로 2621,19840609,운영중,통닭(치킨),335856.301532,357499.365306,128.50303577973662,35.805439117829074
호식이두마리치킨 현풍점,"대구광역시 달성군 현풍면 현풍중앙로14길 10-1, 1층",19890708,운영중,통닭(치킨),330854.818725,345165.114824,128.4457068180877,35.694988596181396
스모프치킨(봉계점),울산광역시 울주군 두동면 이중남박길 26-2 ((1층)),20081103,폐업 등,통닭(치킨),399771.176629,347381.845412,129.20723849837725,35.70340492168627
옛날통닭,울산광역시 울주군 온산읍 온덕2길 11,20141127,운영중,통닭(치킨),409806.984546,317758.629121,129.3103679565572,35.43454570555733
치킨하우스,"울산광역시 울주군 삼남면 봉화마을길 11, 101호 (교동주공아파트상가)",20040628,운영중,통닭(치킨),391594.768881,331308.389344,129.11313976400726,35.56025812921832
닭집(천상점),울산광역시 울주군 범서읍 천상중앙길 61,20150204,운영중,통닭(치킨),402143.725936,331852.988328,129.2295456784262,35.5630680328921
맥시칸양념통닭,울산광역시 울주군 두서면 인보로 96,19900430,운영중,통닭(치킨),395583.01671,340613.972804,129.15935077106184,35.643290266758754
닭발도사,울산광역시 울주군 범서읍 점촌2길 34,20130716,운영중,통닭(치킨),402837.69977,333261.189595,129.23754742432712,35.57560866195577
통큰피자치킨,,20070416,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
처갓집양념통닭,울산광역시 울주군 언양읍 남문길 14 (외 2필지),20070831,운영중,통닭(치킨),392434.480209,331797.788326,129.12251172551998,35.564503396478855
오늘은막창,"울산광역시 울주군 온산읍 영남6길 12-4, 1층",20120813,운영중,통닭(치킨),409600.960661,318371.707531,129.30825856187076,35.44011037568552
쑤와리질러근화점,"강원도 춘천시 공지로451번길 16 (근화동, 1층)",20050127,운영중,통닭(치킨),263063.923869,586130.235974,127.71676212231873,37.87286003837105
치킨퐁(퇴계점),"강원도 춘천시 남춘로26번길 20 (퇴계동, 수희빌딩 1층)",20110802,운영중,통닭(치킨),264449.05804,584971.057786,127.73240051923557,37.862320389513286
닭터강정,"강원도 춘천시 중앙로77번길 6 (죽림동, 1,2층)",20040511,운영중,통닭(치킨),263873.631492,586738.399795,127.72601806876784,37.87828245709595
이타리아떡볶이,강원도 춘천시 서부대성로206번길 19 (효자동),19930720,운영중,통닭(치킨),265133.500761,586136.503772,127.7402829850804,37.872770958964246
바람난파닭퇴계점석사점,"강원도 춘천시 행촌로 54, 1층 (퇴계동)",20100728,운영중,통닭(치킨),263874.01758,584823.041589,127.72585315269536,37.8610274083992
호식이두마리치킨(후평동),"강원도 춘천시 춘천로296번길 21, 1층 105호 (후평동, 더샾아파트상가1동)",20111228,운영중,통닭(치킨),265662.16933,586897.117991,127.74636030449292,37.87958518616952
호식이두마리치킨효자점,"강원도 춘천시 효제길 13, 1층 (효자동)",20110420,운영중,통닭(치킨),264678.236262,586071.833903,127.73510322312224,37.872220784374434
멕시카나치킨후평점,강원도 춘천시 후만로126번길 26 (후평동),20060803,운영중,통닭(치킨),266788.627993,586434.851752,127.75912062308961,37.87533890588852
아리아치킨돈가스춘천강남점,"강원도 춘천시 스포츠타운길 312, 1층 (삼천동)",20130830,운영중,통닭(치킨),261001.417759,585863.874384,127.69329952864958,37.870600804885825
쑤와리질러버거앤치킨CGV점,"강원도 춘천시 지석로 80, 2층 (퇴계동, 춘천시너스카펠라복합빌딩)",20131126,운영중,통닭(치킨),265455.187907,583674.280416,127.74371593570893,37.85056636901851
맘스터치강촌점,"강원도 춘천시 남산면 강촌로 82, 1층",20140210,운영중,통닭(치킨),255904.559333,579328.794867,127.63487073669928,37.812053229850264
다락,강원도 춘천시 우석로67번길 17 (석사동),19971204,운영중,통닭(치킨),266079.862198,585340.004538,127.75096529693138,37.865527401452674
치킨퐁거두점,"강원도 춘천시 동내면 거두택지길 7, 나동 101호 (초록지붕아파트상가)",20091109,운영중,통닭(치킨),266200.075238,584007.881421,127.75220937422928,37.85351794024525
치킨밥,강원도 춘천시 안마산로 223 (퇴계동),20020827,운영중,통닭(치킨),265014.83639,583550.817182,127.73870185320251,37.849485608509276
강호동치킨678(석사1호점),강원도 춘천시 후석로186번길 22 (석사동),20131104,운영중,통닭(치킨),266398.04634,585538.299571,127.75459923384317,37.86729066763941
제너시스비비큐춘천봄내행운점,"강원도 춘천시 퇴계로 221, 1층 (석사동)",20141028,운영중,통닭(치킨),265396.572246,584324.396074,127.74310877181874,37.856427309257384
본스치킨강북점,"강원도 춘천시 영서로 2920 (사농동, 현대@상가107호)",20021002,운영중,통닭(치킨),263649.283794,590452.27333,127.72379574977217,37.911755459754296
비에이치씨치킨퇴계남부초교점,강원도 춘천시 춘주로147번길 12-14 (퇴계동),20071121,운영중,통닭(치킨),263885.197144,584613.142942,127.72596163790179,37.859135693493556
산이네옛날통닭,"강원도 춘천시 삭주로128번길 6, 1동 1층 (후평동)",20090428,운영중,통닭(치킨),265517.205144,587440.14003,127.74476193661067,37.88448755023542
비에치씨퇴계씨지브이점(bhc퇴계CGV점),"강원도 춘천시 지석로 62 (퇴계동, (주공6차@상가 103호))",20120531,운영중,통닭(치킨),265302.03376,583649.879322,127.74197369662336,37.8503575222295
페리카나팔호광장점,강원도 춘천시 효자로 152 (효자동),19870413,운영중,통닭(치킨),264741.938744,586508.135976,127.73586628027869,37.876146795143576
보드람치킨어정역점,"경기도 용인시 기흥구 어정로 129 (상하동,  어정프라자 104,105호)",20060504,운영중,통닭(치킨),212776.26101,519644.111635,127.14405682986354,37.27591786551351
케리홈치킨,경기도 용인시 처인구 포곡읍 포곡로118번길 37,20020827,운영중,통닭(치킨),219694.262598,518865.600405,127.2220386854394,37.2687825950417
커피향기와 간식,경기도 용인시 처인구 고림로74번길 9 (고림동),20141211,운영중,통닭(치킨),219130.747194,515682.229093,127.21560373907116,37.24011097931452
쌀통닭,"경기도 용인시 수지구 풍덕천로139번길 16-1 (풍덕천동, 1층)",20150319,운영중,통닭(치킨),208497.466104,525104.644035,127.09587442485977,37.325168069305086
경아두마리치킨,"경기도 용인시 처인구 이동면 경기동로 712, 1층",20140312,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
깐부치킨 수지구청점,"경기도 용인시 수지구 포은대로 467 (풍덕천동, 수지푸르지오 월드마크 103동 114,115호)",20140313,운영중,통닭(치킨),208935.197211,524931.715798,127.10081112862935,37.323605826565434
다우가왕만두,"경기도 용인시 기흥구 죽전로 29, 109호 (보정동, 1층)",20140827,운영중,통닭(치킨),209936.111668,524618.932798,127.11209971489356,37.320777393094296
와부로치킨,경기도 용인시 처인구 포곡읍 전대로 76 (1층),20100527,운영중,통닭(치킨),219340.0902,520648.014506,127.2180920007365,37.28485016783212
비비큐(BBQ)프리미엄카페광교상현점,"경기도 용인시 수지구 법조로 242 (상현동, 광교파크프라자 101호,201호)",20131213,운영중,통닭(치킨),206617.755015,522362.715092,127.07464178332275,37.30047764200284
수 숯불직화꼬치구이,"경기도 용인시 수지구 대지로 58 (죽전동, 선진포리스트 가동 103호)",20140317,운영중,통닭(치킨),210229.551354,525495.469763,127.11542238937065,37.328672080933565
호치킨하우스,"경기도 용인시 기흥구 구갈로 71-18 (신갈동, 기흥더샾프라임뷰 상가동 105,106호)",20140318,운영중,통닭(치킨),209781.439584,520292.934076,127.11029776247675,37.28180027912163
거농치킨,"경기도 용인시 처인구 포곡읍 포곡로 91, 가동 (외3필지)",20140611,운영중,통닭(치킨),219138.368483,518866.021332,127.21577142998186,37.268797976116076
페리카나치킨,"경기도 용인시 수지구 포은대로 298, 상가동 101호 (상현동,외1(성복동1) 수지2차동보A)",20021115,운영중,통닭(치킨),207747.24868,523791.289095,127.08739624732937,37.31334086762394
곰돌이치킨,"경기도 용인시 수지구 동천로 39 (동천동,동천코아프라자 103호)",20071107,운영중,통닭(치킨),208740.562051,526789.883673,127.098637052671,37.34035033560233
BHC치킨,"경기도 용인시 기흥구 흥덕2로75번길 14 (영덕동, 102호)",20091102,운영중,통닭(치킨),206429.3902,519471.85284,127.07249222226945,37.27443119917465
훌랄라 참숯바베큐 치킨,"경기도 용인시 수지구 동천로 39 (동천동,코아프라자 102호)",20090518,운영중,통닭(치킨),208740.562051,526789.883673,127.098637052671,37.34035033560233
감술선생,"경기도 용인시 기흥구 죽전로 20 (보정동,누리에뜰상가 115, 116호)",20110429,운영중,통닭(치킨),209824.115933,524538.640841,127.11083511312785,37.3200551272274
한세가마솥통닭,"경기도 용인시 기흥구 신구로54번길 5-7 (구갈동,1층 일부(107호))",20110714,폐업 등,통닭(치킨),209765.774745,519825.051709,127.110114980779,37.277584645144806
와부로,경기도 용인시 처인구 금령로 166-1 (마평동),20101014,운영중,통닭(치킨),219040.057251,515036.883223,127.21456518763141,37.23429801179759
기발한치킨,"경기도 용인시 기흥구 흥덕1로 13 (영덕동, 컴플랙스동B0121.121a호)",20140627,운영중,통닭(치킨),205868.664846,519081.964002,127.06616689951191,37.270921846456176
한앤둘치킨 용인흥덕점,"경기도 용인시 기흥구 흥덕중앙로 120 (영덕동,유타워 B121-1호)",20110922,폐업 등,통닭(치킨),207152.575613,519508.945915,127.0806465826811,37.274760148551
훌랄라숯불바베큐치킨,경기도 용인시 처인구 이동면 백옥대로 615,19880907,운영중,통닭(치킨),218360.690992,510310.71795,127.2067931017542,37.19172680352835
킹스타피자,"경기도 용인시 수지구 문정로 34 (풍덕천동,1층)",20070207,운영중,통닭(치킨),208454.252465,524943.246187,127.09538502049968,37.323714217586925
최가네뒷고기,경기도 용인시 기흥구 관곡로 60 (구갈동),20090224,운영중,통닭(치킨),209979.732735,520395.391207,127.11253513230149,37.28272135189434
곱창고 수지구청점,경기도 용인시 수지구 풍덕천로129번길 6-5 (풍덕천동),20090605,운영중,통닭(치킨),208510.331922,524988.468385,127.09601825404381,37.324121172224174
스시가,"경기도 용인시 기흥구 보정로 115 (보정동, 우영프라자 112호)",20120202,운영중,통닭(치킨),210209.731199,524515.972433,127.11518528288387,37.31984672282092
신통치킨,"경기도 용인시 처인구 이동면 백옥대로 617, 1층 (외1필지)",20121114,운영중,통닭(치킨),218369.116233,510334.950757,127.2068885888679,37.19194498691401
비에이치씨(BHC)치킨,"경기도 용인시 기흥구 서천서로20번길 4-4 (서천동, 1층)",20140625,운영중,통닭(치킨),206485.429848,515731.227282,127.07309150365937,37.24072618766211
치코파닭올족,"경기도 용인시 처인구 중부대로1313번길 20-12, 1층 (역북동)",20140929,운영중,통닭(치킨),216966.381979,515293.278019,127.19120259829312,37.23664826807668
옥천코다리(칡)냉면,경기도 용인시 수지구 풍덕천로140번길 5-8 (풍덕천동),20110602,운영중,통닭(치킨),208662.771112,524923.778251,127.09773739982366,37.323536885455944
훌랄라숯불바베큐,"경기도 용인시 기흥구 사은로 120 (보라동, 1층)",20060316,운영중,통닭(치킨),210481.263624,517382.099174,127.11814813826442,37.255564889856224
BHC공세점,"경기도 용인시 기흥구 탑실로 116 (공세동, 대주피오레2단지상가)",20101206,운영중,통닭(치킨),210804.252801,515999.904638,127.12176892495737,37.243107042542704
깐부치킨,경기도 용인시 기흥구 흥덕2로75번길 32 (영덕동),20100920,운영중,통닭(치킨),206257.457278,519471.671574,127.07055365573932,37.27443073710843
꾼닭발,"경기도 용인시 기흥구 신구로53번길 9 (신갈동, 희망아파트상가 102호일부)",20090603,운영중,통닭(치킨),209628.131416,519729.124951,127.10856173078288,37.27672174156505
피자나라치킨공주(모현외대점),"경기도 용인시 처인구 모현면 백옥대로2366번길 7-7, 1층",20120703,운영중,통닭(치킨),222120.52599,526208.368742,127.24961140177344,37.33488851881574
또봉이통닭보정점,"경기도 용인시 기흥구 죽전로 11 (보정동, 미래시티 107호)",20091102,운영중,통닭(치킨),209739.371393,524617.1823,127.10988006195427,37.320763702478054
거성치킨,"경기도 용인시 수지구 현암로 144, 상가동 103호 (죽전동,우곡프라자)",20050511,운영중,통닭(치킨),211086.631001,525810.451031,127.12509770216172,37.33150032763551
치킨마루수지성원점,"경기도 용인시 수지구 진산로 24 (상현동, 성원1차A 상가2동 104호)",20130910,운영중,통닭(치킨),208196.86879,523730.849459,127.09246771192922,37.312792431670445
새벽,경기도 용인시 처인구 양지면 양지로148번길 3,20090409,운영중,통닭(치킨),225270.113369,515045.819259,127.28477220952892,37.234230519629854
용인야식,"경기도 용인시 처인구 이동면 경기동로705번길 13-13, 1층",20130415,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
또봉이통닭,"경기도 용인시 기흥구 평촌1로8번길 11-14 (동백동, 1층(101호))",20150123,운영중,통닭(치킨),213494.264534,520701.825614,127.15217173224326,37.28543812551241
새마을통닭,"경기도 용인시 기흥구 동백3로11번길 8 (중동, 동백브이타운109호)",20121121,운영중,통닭(치킨),213623.746576,518949.349376,127.1535997786314,37.26964578257865
비비큐강남대점,"경기도 용인시 기흥구 강남동로 12, 108,109호 (구갈동,강남피아스)",20100719,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
돈스,"경기도 용인시 처인구 명지로 113 (역북동,1층)",20110111,운영중,통닭(치킨),216729.653137,514136.432355,127.1885088445474,37.22622887711821
영심이두마리치킨,"경기도 용인시 처인구 이동면 백옥대로 711, 상가동 103호 (한천마을금광베네스타)",20120424,운영중,통닭(치킨),218413.608902,511266.517591,127.20741266176155,37.20033796209879
신통치킨,"경기도 용인시 처인구 양지면 양지로148번길 3, 1층",20040106,운영중,통닭(치킨),225270.113369,515045.819259,127.28477220952892,37.234230519629854
화로닭발,"경기도 용인시 수지구 풍덕천로139번길 11 (풍덕천동,1층)",20070412,운영중,통닭(치킨),208499.269649,525043.025058,127.09589406818563,37.324612846352494
홍희통닭,경기도 용인시 기흥구 중부대로788번길 16 (상하동),20021021,운영중,통닭(치킨),212514.004996,517641.102127,127.14106613912054,37.25787353028558
옛날통닭,"경기도 용인시 기흥구 흥덕4로 26 (영덕동, NIS빌딩 103호)",20120619,운영중,통닭(치킨),208076.368747,519422.849386,127.09106157149972,37.27397683093661
역전우동 용인기흥구청점,"경기도 용인시 기흥구 구갈로60번길 15-1 (구갈동,세영빌딩101호)",20021106,운영중,통닭(치킨),210021.089089,520093.406626,127.11299741293823,37.27999991250622
케리홈치킨,"경기도 용인시 기흥구 구성로 392 (청덕동, 휴먼시아물푸레마을 상가동 B106호)",20130611,운영중,통닭(치킨),213592.841378,521422.091746,127.15329652267017,37.291926542424136
짝태앤노가리 광교점,"경기도 용인시 수지구 광교중앙로 301 (상현동, 드림타워1차 109,110호)",20140722,운영중,통닭(치킨),206089.347489,521972.570861,127.06867867267724,37.296965909811256
멕시칸치킨(삼가동점),"경기도 용인시 처인구 삼가로 20 (삼가동,102,103호)",20041118,운영중,통닭(치킨),0.0,0.0,124.87027781269322,32.57392676984479
조선짜장,경기도 용인시 기흥구 동백7로 83 (동백동),20120712,운영중,통닭(치킨),214225.630995,520288.681913,127.16041125435491,37.281704663669615
엄마통닭,"경기도 용인시 수지구 풍덕천로148번길 5-19 (풍덕천동, 1층 일부)",20131001,운영중,통닭(치킨),208763.477579,525034.075595,127.09887491741014,37.32452975549577
강남이 반한 닭꼬치,"경기도 용인시 처인구 금령로13번길 22 (김량장동,1층 2호)",20110413,운영중,통닭(치킨),217597.44857,515311.975348,127.19831480476265,37.236805042903086
또봉이치킨,"경기도 용인시 기흥구 덕영대로 1871 (하갈동, 신안인스빌1단지 상가동 106호)",20140512,운영중,통닭(치킨),207867.921575,517319.727445,127.08868909397586,37.25502862420613
비에이치씨(BHC)풍덕천점,"경기도 용인시 수지구 정평로 74 (풍덕천동, 신정마을7단지 중심상가 108호)",20140513,운영중,통닭(치킨),207973.429089,524634.713701,127.0899568281424,37.32093848936207
장어가(家),"경기도 용인시 처인구 모현면 오포로 94, 1층",20130830,운영중,통닭(치킨),215722.283845,527068.39423,127.17743126647724,37.34276786575367
두드림치킨 용인에버랜드점,"경기도 용인시 처인구 포곡읍 곡현로 183, A동 (외1필지)",20140303,운영중,통닭(치킨),219887.532479,522654.566552,127.2243189650109,37.30291828265735
오성포차,"경기도 용인시 기흥구 흥덕2로75번길 36-1 (영덕동, 102호)",20130322,운영중,통닭(치킨),206209.631596,519439.120445,127.07001414362051,37.274137758585866
