pid,hid,area_siz,gender,age_gr,age,mob_use,mob_num,mob_csp,mob_dev,c01_gr,c02_gr,c03_gr,c04_gr,c05_gr,sns_use,freq_sns1,news_med1,news_med2,news_med3,news_plat1,news_plat2,news_plat3,year
230002,2300,1,2,7,64,1,1,2,1,1,1, , , ,2, , , , , , , ,2019
250002,2500,1,1,5,45,1,1,3,1, ,1,1,1,1,1,12, , , , , , ,2019
260001,2600,1,1,6,58,1,1,2,1,1,1,1, , ,2, , , , , , , ,2019
260002,2600,1,2,6,56,1,1,1,1,1,1,1, , ,2, , , , , , , ,2019
270001,2700,1,1,7,65,1,1,1,1,1,1, , ,1,2, , , , , , , ,2019
270002,2700,1,2,6,53,1,1,1,6,1,1,1, ,1,2, , , , , , , ,2019
290001,2900,1,2,7,64,1,1,2,6, , , , , ,2, , , , , , , ,2019
290002,2900,1,1,6,57,1,1,1,6, , , , , ,2, , , , , , , ,2019
290003,2900,1,2,4,34,1,1,1,1, , , , , ,1,15, , , , , , ,2019
300001,3000,1,2,6,56,1,1,1,1, , , , , ,2, , , , , , , ,2019
300002,3000,1,2,3,29,1,1,1,1, , , , , ,1,2, , , , , , ,2019
300003,3000,1,2,4,32,1,1,2,1, , , , , ,1,15, , , , , , ,2019
300004,3000,1,1,4,30,1,1,1,1, , , , , ,2, , , , , , , ,2019
310001,3100,1,1,7,60,1,1,1,1, , , , , ,2, , , , , , , ,2019
310002,3100,1,2,6,56,1,1,1,1, , , , , ,2, , , , , , , ,2019
310003,3100,1,2,3,27,1,1,1,3, , , , , ,1,2, , , , , , ,2019
310004,3100,1,2,3,25,1,1,1,1, , , , , ,1,2, , , , , , ,2019
320001,3200,1,1,8,83,2, , , , , , , , ,2, , , , , , , ,2019
320002,3200,1,2,8,82,1,0, , , , , , , ,2, , , , , , , ,2019
320003,3200,1,1,5,48,1,1,3,1, , , , , ,2, , , , , , , ,2019
330001,3300,1,2,8,80,1,0, , , , , , , ,2, , , , , , , ,2019
340001,3400,1,1,6,55,1,0, , , , , , , ,2, , , , , , , ,2019
340002,3400,1,2,6,53,1,1,1,1, , , , , ,2, , , , , , , ,2019
340003,3400,1,1,3,28,1,1,2,1, , , , , ,1,2, , , , , , ,2019
340004,3400,1,1,3,22,1,1,1,1, , , , , ,1,2, , , , , , ,2019
350001,3500,1,1,7,64,1,1,1,1, , , , , ,2, , , , , , , ,2019
350002,3500,1,1,4,32,1,1,1,1, , , , , ,2, , , , , , , ,2019
350003,3500,1,2,7,65,1,1,3,3, , , , , ,2, , , , , , , ,2019
360001,3600,1,1,5,47,1,1,1,1, , , , , ,2, ,3,1, ,3,1, ,2019
360002,3600,1,2,5,42,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2019
370001,3700,1,1,6,50,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2019
370002,3700,1,2,6,50,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2019
380001,3800,1,1,5,42,1,1,1,1, , , , , ,2, ,1,3, ,1,3, ,2019
380002,3800,1,2,5,40,1,1,1,1, , , , , ,1,1,3,3, ,3,2, ,2019
390001,3900,1,2,6,51,1,1,3,1, , , , , ,1,12,3, , ,3, , ,2019
390002,3900,1,2,3,25,1,1,3,3, , , , , ,1,15,3, , ,3, , ,2019
390003,3900,1,1,3,22,1,1,1,1, , , , , ,1,23,3, , ,3, , ,2019
390004,3900,1,1,6,52,1,1,1,1, , , ,2, ,2, ,3, , ,3, , ,2019
400001,4000,1,1,7,62,1,1,3,2, , , , , ,2, , , , , , , ,2019
400002,4000,1,2,6,58,1,1,3,2, , , , , ,2, ,3, , ,3, , ,2019
410002,4100,1,2,6,54,1,1,2,1, , , , , ,1,23,3, , ,3, , ,2019
410003,4100,1,2,2,15,1,1,2,1, , , ,1, ,1,23, , , , , , ,2019
420001,4200,1,1,4,39,1,1,2,2, , ,1, , ,2, , , , , , , ,2019
420002,4200,1,2,4,39,1,1,2,2, , , , , ,2, , , , , , , ,2019
420003,4200,1,1,2,12,1,1,2,2, , , , , ,2, , , , , , , ,2019
430001,4300,2,1,4,38,1,1,1,1, , , , , ,2, ,3,4,2,3,3,2,2019
430002,4300,2,2,4,38,1,1,1,1, , , , , ,2, , , , , , , ,2019
430003,4300,2,1,2,10,1,1,1,1, , , , , ,2, , , , , , , ,2019
430004,4300,2,1,1,8,1,1,1,2, , , , , ,2, , , , , , , ,2019
440001,4400,1,1,6,57,1,1,4,2, , , , , ,2, ,3, , ,3, , ,2019
440002,4400,1,2,6,54,1,1,4,1, , , , , ,2, , , , , , , ,2019
440003,4400,1,2,3,29,1,1,3,2, , , ,2, ,2, ,4, , ,3, , ,2019
440004,4400,1,2,3,26,1,1,3,1, , , ,1, ,1,15, , , , , , ,2019
450001,4500,1,1,5,44,1,1,2,1, , , , , ,1,23, , , , , , ,2019
450002,4500,1,2,5,42,1,1,2,1, , , , , ,1,2, , , , , , ,2019
450003,4500,1,2,2,13,1,1,3,2, , , , , ,1,23, , , , , , ,2019
450004,4500,1,2,2,13,1,1,3,2, , , , , ,1,23, , , , , , ,2019
450005,4500,1,2,2,11,1,1,2,1, , , , , ,2, , , , , , , ,2019
460001,4600,1,1,5,47,1,1,2,1, ,1, ,1, ,2, ,2, , ,3, , ,2019
460002,4600,1,2,5,43,1,1,1,1,1,1, ,1, ,2, , , , , , , ,2019
470001,4700,1,1,6,57,1,1,1,1,1,1,1, , ,1,12,3, , ,3, , ,2019
470002,4700,1,2,8,83,1,0, , , , , , , ,2, , , , , , , ,2019
470003,4700,1,2,6,50,1,1,1,1,1,1, , , ,2, ,3, , ,3, , ,2019
480001,4800,1,1,8,79,1,0, , , , , , , ,2, , , , , , , ,2019
480002,4800,1,2,8,73,1,0, , , , , , , ,2, , , , , , , ,2019
490001,4900,1,2,6,55,1,1,3,1, , , , , ,2, , , , , , , ,2019
490003,4900,1,1,3,24,1,1,2,1, ,1,1,2, ,1,23,3, , ,3, , ,2019
500001,5000,1,2,6,58,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2019
510001,5100,1,2,8,75,1,0, , , , , , , ,2, , , , , , , ,2019
520001,5200,1,1,6,58,1,1,2,1,1,1,1, , ,1,12,3, , ,3, , ,2019
520002,5200,1,2,5,47,1,1,1,1,1,1, , , ,2, ,3, , ,3, , ,2019
530001,5300,1,1,8,71,1,0, , , , , , , ,2, , , , , , , ,2019
530002,5300,1,2,8,72,1,0, , , , , , , ,2, , , , , , , ,2019
530003,5300,1,1,6,50,1,1,1,1,1,1, , , ,1,23,3, , ,3, , ,2019
530004,5300,1,2,5,47,1,1,1,1,1,1, , , ,1,12,3, , ,3, , ,2019
540001,5400,1,1,8,72,1,1,2,1, , , , , ,2, , , , , , , ,2019
540002,5400,1,2,7,62,1,1,1,1,1, , , , ,2, , , , , , , ,2019
540003,5400,1,2,4,31,1,1,1,1,1,1,1,2, ,1,23,3, , ,3, , ,2019
550001,5500,1,1,8,74,1,0, , , , , , , ,2, , , , , , , ,2019
550002,5500,1,1,4,38,1,1,1,1,1,1,1,1, ,1,15,3, , ,3, , ,2019
550003,5500,1,2,4,36,1,1,1,1, ,1,1,1, ,1,23,3, , ,3, , ,2019
560001,5600,1,1,5,45,1,1,3,1, ,1, ,1, ,1,23,3, , ,3, , ,2019
560002,5600,1,2,5,42,1,1,2,1,2,1, , , ,1,23,3, , ,3, , ,2019
570001,5700,1,1,7,61,1,1,3,1, ,1, , , ,2, ,3, , ,3, , ,2019
570002,5700,1,2,7,61,1,1,2,1, , , , , ,1,23, , , , , , ,2019
580001,5800,1,1,8,75,1,0, , , , , , , ,2, , , , , , , ,2019
580002,5800,1,2,8,71,1,0, , , , , , , ,2, , , , , , , ,2019
590001,5900,1,1,5,44,1,1,1,1,1, , , , ,2, ,3, , ,3, , ,2019
600002,6000,1,2,6,57,1,1,2,2, , , , , ,2, ,3, , ,3, , ,2019
600005,6000,1,1,3,23,1,1,1,1,1,1,1, , ,2, ,3, , ,3, , ,2019
610001,6100,1,2,3,28,1,1,1,1,1,1, , , ,2, ,3, , ,3, , ,2019
620001,6200,1,2,4,36,1,1,1,2, , , , , ,1,15,3, , ,3, , ,2019
630001,6300,1,1,5,41,1,1,1,1,1,1, , , ,2, ,3, , ,3, , ,2019
630002,6300,1,2,4,39,1,1,1,3, ,1, , , ,2, ,3, , ,3, , ,2019
640001,6400,1,2,6,56,1,1,2,2, , , , , ,1,12,3, , ,3, , ,2019
650002,6500,1,2,8,79,1,0, , , , , , , ,2, , , , , , , ,2019
660001,6600,1,1,6,57,1,1,2,2, , , , , ,1,16,3, , ,3, , ,2019
660002,6600,1,2,6,54,1,1,2,1, , , , , ,1,15,3, , ,3, , ,2019
660004,6600,1,1,3,26,1,1,2,1, ,1,1,1, ,1,15,3, , ,3, , ,2019
670001,6700,1,1,6,53,1,1,1,1,4, , ,1, ,1,23,1, , ,1, , ,2019
670002,6700,1,2,6,51,1,1,1,1, , , ,1, ,1,23,3, , ,3, , ,2019
680002,6800,1,2,8,82,1,1,1,1, , , , , ,2, , , , , , , ,2019
690001,6900,1,1,6,53,1,1,1,1, , , , , ,1,23,3,1, ,3,1, ,2019
690002,6900,1,2,6,50,1,1,1,1, , , , , ,1,15,3,4,2,3,3,3,2019
700001,7000,1,1,7,60,1,1,2,2, , ,1, , ,1,15, , , , , , ,2019
700002,7000,1,2,6,53,1,1,2,1,1,1,1,1, ,1,15,3, , ,3, , ,2019
710001,7100,1,1,6,52,1,1,1,1, , , , , ,1,16,2,3, ,3,3, ,2019
710002,7100,1,2,5,48,1,1,1,1, , , , , ,1,16,3,4, ,3,3, ,2019
720002,7200,1,2,4,36,1,1,1,1, , , , , ,2, ,4,3, ,3,3, ,2019
720007,7200,1,1,2,11,1,0, , , , , , , ,2, ,2, , ,3, , ,2019
730001,7300,1,1,6,58,1,1,2,1, ,1,1,3, ,1,23,3, , ,3, , ,2019
730002,7300,1,2,6,54,1,1,2,2, , ,1,2, ,1,15, , , , , , ,2019
740001,7400,1,1,6,55,1,1,3,2, , , , , ,2, , , , , , , ,2019
740002,7400,1,2,6,51,1,1,3,2, , , , , ,1,16,3,4, ,3,3, ,2019
750002,7500,1,2,6,56,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2019
750004,7500,1,2,3,26,1,1,2,1, , , ,3, ,1,15,2,3,4,3,3,3,2019
760002,7600,1,2,6,54,1,1,3,1, , , , , ,1,12,3, , ,3, , ,2019
770001,7700,1,1,8,77,1,1,1,2, , , , , ,2, ,2, , ,3, , ,2019
770002,7700,1,2,8,74,1,1,1,2, , , , , ,2, , , , , , , ,2019
780001,7800,1,1,8,86,1,0, , , , , , , ,2, , , , , , , ,2019
780002,7800,1,2,8,87,1,0, , , , , , , ,2, , , , , , , ,2019
810001,8100,1,1,7,69,1,0, , , , , , , ,2, , , , , , , ,2019
810002,8100,1,2,7,64,1,1,1,1, , , , , ,2, , , , , , , ,2019
810003,8100,1,1,3,29,1,1,1,1, , , ,2, ,1,1,2,3, ,2,3, ,2019
820001,8200,1,1,5,49,1,1,1,1, , , , , ,1,2,3, , ,3, , ,2019
820002,8200,1,2,5,46,1,1,2,1, , , , , ,1,2,3, , ,3, , ,2019
820003,8200,1,1,2,17,1,1,1,1, , , , , ,1,2,3, , ,3, , ,2019
820004,8200,1,2,2,14,1,1,3,1, , , , , ,2, ,3, , ,3, , ,2019
820005,8200,1,2,8,73,1,0, , , , , , , ,2, , , , , , , ,2019
830001,8300,1,1,5,49,1,1,1,6, , , , , ,1,2,3, , ,3, , ,2019
830002,8300,1,2,5,47,1,1,3,1, , , , , ,1,2,3, , ,3, , ,2019
830003,8300,1,2,3,20,1,1,1,6, , , , , ,1,2,3,3, ,3,4, ,2019
830004,8300,1,2,2,15,1,1,2,6, , , , , ,1,2,3, , ,3, , ,2019
870001,8700,1,1,6,57,1,1,3,2, , , , , ,1,2,3, , ,3, , ,2019
870002,8700,1,2,6,52,1,1,3,2, , , , , ,1,2,3, , ,3, , ,2019
870003,8700,1,2,3,21,1,1,3,1, , , , , ,1,2,3, , ,3, , ,2019
890001,8900,1,1,6,57,1,1,2,1, , , , , ,1,2,3, , ,3, , ,2019
890002,8900,1,2,6,55,1,1,2,1, , , , , ,1,23,3, , ,3, , ,2019
890003,8900,1,2,3,25,1,1,2,1, , , , , ,1,1, , , , , , ,2019
890004,8900,1,1,3,24,1,1,3,2, , , , , ,1,23, , , , , , ,2019
890005,8900,1,2,8,88,1,0, , , , , , , ,2, , , , , , , ,2019
900001,9000,1,1,6,56,1,1,2,6, , , , , ,1,2, , , , , , ,2019
900002,9000,1,2,6,53,1,1,2,1, , , , , ,1,12, , , , , , ,2019
900003,9000,1,1,3,28,1,1,1,6, , , , , ,1,2, , , , , , ,2019
900004,9000,1,1,3,25,1,1,2,6, , , , , ,1,2, , , , , , ,2019
930001,9300,1,1,7,68,1,1,2,1, , , , , ,2, ,2,1, ,2,1, ,2019
930002,9300,1,2,7,61,1,1,2,1, , , , , ,2, ,2, , ,3, , ,2019
930004,9300,1,2,3,25,1,1,2,1,1,2, ,1, ,1,1,2,3, ,2,3, ,2019
940001,9400,1,1,6,55,1,1,1,1, , , , , ,2, ,3,4,1,3,2,1,2019
940002,9400,1,2,6,51,1,1,1,1, , , , , ,2, , , , , , , ,2019
950004,9500,1,2,4,32,1,1,3,3, , , , , ,2, ,3, , ,3, , ,2019
960002,9600,1,2,5,44,1,1,1,1, , , , , ,1,12, , , , , , ,2019
960003,9600,1,1,2,13,1,1,1,1, , , , , ,1,1, , , , , , ,2019
970001,9700,1,1,8,71,1,1,2,1, , , , , ,2, ,2, , ,3, , ,2019
970002,9700,1,2,7,69,1,0, , , , , , , ,2, , , , , , , ,2019
980001,9800,1,1,6,59,1,1,1,1, , ,1, , ,1,23,3, , ,3, , ,2019
980002,9800,1,2,6,59,1,1,1,1, , ,1, , ,2, ,3, , ,3, , ,2019
980003,9800,1,2,4,37,1,1,1,1, ,1,1,1, ,1,15,3, , ,3, , ,2019
980004,9800,1,1,4,39,1,1,1,1,3, ,1,2, ,1,15,3,4,1,3,3,1,2019
990002,9900,1,2,7,66,1,1,3,1, , , , , ,2, ,3, , ,3, , ,2019
990003,9900,1,1,5,42,1,1,3,1, , , ,3, ,1,15,3, , ,4, , ,2019
1000001,10000,1,1,5,42,1,1,2,1, , , , , ,1,15,2,3,4,3,3,3,2019
1000002,10000,1,2,5,41,1,1,2,2, , , , , ,1,15,3,4,2,3,3,3,2019
1010002,10100,1,2,5,44,1,1,2,1, , , , , ,1,23,3, , ,3, , ,2019
1010004,10100,1,2,2,10,1,1,1,1, ,2, ,2,1,1,15, , , , , , ,2019
1020002,10200,1,2,8,77,1,1,1,1, , , , , ,2, , , , , , , ,2019
1020003,10200,1,1,6,53,1,1,1,1, , , , , ,2, ,3,4, ,3,3, ,2019
1030001,10300,1,1,8,71,1,1,1,1, , , , , ,1,16,3, , ,3, , ,2019
1030002,10300,1,2,7,64,1,1,1,1, , , , , ,2, ,4, , ,3, , ,2019
1040001,10400,1,1,6,50,1,1,3,2, , , , , ,1,16,3,4,2,3,3,3,2019
1040002,10400,1,2,6,50,1,1,3,2, , , , , ,1,16,3,4, ,3,3, ,2019
1040003,10400,1,1,3,24,1,1,3,3, , , ,2, ,1,2,3,4, ,3,3, ,2019
1060001,10600,1,1,6,53,1,1,1,3, , , , , ,1,2,2,1, ,3,1, ,2019
1060002,10600,1,2,6,51,1,1,1,1, , , ,1, ,2, ,2, , ,3, , ,2019
1070001,10700,1,1,5,48,1,1,1,1, ,2, , , ,1,1,2,3, ,3,2, ,2019
1070002,10700,1,2,5,45,1,1,1,1, , , ,2, ,1,1,2, , ,3, , ,2019
1080002,10800,1,2,8,70,1,1,1,2, ,1, , , ,2, , , , , , , ,2019
1090001,10900,1,1,5,47,1,1,1,3, ,1, , , ,1,16,2,3,3,3,4,3,2019
1090002,10900,1,2,5,47,1,1,2,2, ,1, , , ,1,16,3,2,4,4,3,3,2019
1100001,11000,1,1,5,49,1,1,1,1, ,1,1, ,1,1,15,3,3, ,3,4, ,2019
1110001,11100,1,1,7,63,1,0, , , , , , , ,2, ,1, , ,1, , ,2019
1110002,11100,1,2,6,58,1,1,1,3, ,1,1, , ,1,16,3,2,3,4,3,3,2019
1120003,11200,1,2,3,21,1,1,2,3,3,1,1,1, ,1,15,2,4, ,3,3, ,2019
1150001,11500,1,1,5,49,1,1,3,2, , , , , ,1,16,2,3,3,3,3,4,2019
1150002,11500,1,2,5,46,1,1,3,1, , , , , ,1,16,2,3,3,3,3,4,2019
1160001,11600,1,1,6,50,1,1,1,1, ,1, , ,1,1,16,2, , ,3, , ,2019
1160002,11600,1,2,6,51,1,1,1,3, ,1, , , ,2, ,3,2, ,3,3, ,2019
1170001,11700,1,1,6,50,1,1,2,3, ,1,4, , ,1,16,3,2,3,3,3,4,2019
1170002,11700,1,2,5,45,1,1,2,1, , ,1, , ,1,16,4, , ,3, , ,2019
1170003,11700,1,1,2,18,1,1,2,1, ,1, , ,1,1,2,3,4,2,4,3,3,2019
1180001,11800,1,1,5,48,1,1,2,1, , , , ,5,1,16,3,2, ,3,3, ,2019
1180002,11800,1,2,5,49,1,1,3,2,2,1, , , ,1,16, , , , , , ,2019
1190002,11900,1,2,5,41,1,1,3,6, ,1, ,1, ,2, , , , , , , ,2019
1190003,11900,1,1,2,16,1,1,3,3,1,1, ,1,1,2, , , , , , , ,2019
1200001,12000,1,1,6,58,1,1,3,2,1,1,4,1,1,1,16,3,2, ,3,3, ,2019
1200002,12000,1,2,6,55,1,1,3,2, , , , , ,2, ,2,3, ,3,3, ,2019
1210001,12100,1,1,6,59,1,1,2,1, , , , , ,2, ,2,1, ,3,1, ,2019
1210002,12100,1,2,6,56,1,1,2,1, , , , , ,2, ,2, , ,3, , ,2019
1210004,12100,1,1,3,28,1,1,2,1, , , ,1,2,1,2,2, , ,3, , ,2019
1220001,12200,1,2,8,81,1,0, , , , , , , ,2, , , , , , , ,2019
1230002,12300,1,1,7,63,1,1,3,1, , , , , ,2, , , , , , , ,2019
1230003,12300,1,2,7,60,1,1,3,1, , , , , ,2, ,2, , ,3, , ,2019
1240001,12400,1,1,8,77,1,0, , , , , , , ,2, , , , , , , ,2019
1240002,12400,1,2,8,73,1,1,3,2, , , , , ,2, ,2, , ,3, , ,2019
1260001,12600,1,1,6,57,1,1,1,1, , , , , ,2, ,2, , ,3, , ,2019
1260002,12600,1,2,6,56,1,1,1,1, , , , , ,2, ,2, , ,3, , ,2019
1270001,12700,1,1,6,57,1,1,2,1, , , ,2, ,2, ,2, , ,3, , ,2019
1270002,12700,1,2,6,53,1,1,2,1, , , , , ,2, ,2, , ,3, , ,2019
1280001,12800,1,2,6,50,1,1,1,1, , , , , ,2, ,2, , ,3, , ,2019
1290001,12900,1,1,6,55,1,1,1,1, , , , , ,2, ,2, , ,3, , ,2019
1290002,12900,1,2,6,55,1,1,1,1, , , , , ,2, , , , , , , ,2019
1290003,12900,1,1,3,29,1,1,2,3,2, , ,1,2,1,1,2, , ,3, , ,2019
1300001,13000,1,1,7,61,1,1,1,1, , , , , ,2, , , , , , , ,2019
1300002,13000,1,2,6,56,1,1,1,1, , , , , ,2, ,2, , ,3, , ,2019
1300004,13000,1,1,3,29,1,1,1,1, , , ,1,3,1,1,2, , ,3, , ,2019
1310001,13100,1,2,5,42,1,1,1,1, , , , , ,1,1,2, , ,3, , ,2019
1310002,13100,1,1,5,43,1,1,1,1, , , ,1,2,1,1,2, , ,3, , ,2019
1320001,13200,1,1,7,64,1,1,2,1, , , , , ,2, ,1,2, ,1,3, ,2019
1320002,13200,1,2,7,62,1,1,2,1, , , , , ,1,12,2,1, ,3,1, ,2019
1320101,13201,1,1,4,34,1,1,2,1, ,1, , ,2,1,1,2, , ,3, , ,2019
1320102,13201,1,2,3,29,1,1,2,1,2, , ,2, ,1,1,2, , ,3, , ,2019
1330001,13300,1,2,6,57,1,1,3,1, , , , , ,2, ,2, , ,3, , ,2019
1340001,13400,1,1,4,38,1,1,2,1, , , , , ,2, ,4, , ,3, , ,2019
1340002,13400,1,2,4,38,1,1,2,3, , , , , ,2, , , , , , , ,2019
1340003,13400,1,2,1,8,1,0, , , , , , , ,2, , , , , , , ,2019
1350001,13500,1,2,7,69,1,1,2,1, , , , , ,2, , , , , , , ,2019
1360001,13600,1,1,8,73,1,1,2,1, , , , , ,2, , , , , , , ,2019
1360002,13600,1,2,7,65,1,0, , , , , , , ,2, , , , , , , ,2019
1380001,13800,1,1,8,70,1,0, , , , , , , ,2, , , , , , , ,2019
1380002,13800,1,2,7,69,1,0, , , , , , , ,2, , , , , , , ,2019
1470003,14700,1,2,4,30,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2019
1500002,15000,1,2,5,44,1,1,1,1, , , , , ,2, ,3,2, ,3,3, ,2019
1500003,15000,1,1,2,15,1,1,3,1, , , , ,3,1,16,3,2, ,3,3, ,2019
1500004,15000,1,2,8,78,1,0, , , , , , , ,2, , , , , , , ,2019
1510001,15100,1,1,7,65,1,1,1,1, , , , , ,2, ,3,2, ,3,3, ,2019
1510002,15100,1,2,7,62,1,1,1,1, , , , , ,2, ,3,2, ,3,3, ,2019
1510003,15100,1,1,4,39,1,1,1,6, , , , , ,1,15,3,2, ,3,2, ,2019
1520002,15200,1,2,7,69,1,1,1,2, , , , , ,2, ,2, , ,3, , ,2019
1520004,15200,1,2,5,41,1,1,1,1, , , , , ,1,15,3,2, ,3,3, ,2019
1520005,15200,1,1,2,14,1,1,1,1, , , , , ,2, ,3,2, ,3,3, ,2019
1530001,15300,1,1,7,62,1,1,2,1, , , , , ,2, ,3,2, ,3,2, ,2019
1530002,15300,1,2,7,62,1,1,2,1, , , , , ,2, ,1,2, ,1,3, ,2019
1530003,15300,1,1,4,31,1,1,2,1, , , , , ,2, ,3,2, ,3,3, ,2019
1540001,15400,1,1,7,61,1,1,1,1, , , , , ,2, ,3,2, ,3,3, ,2019
1540002,15400,1,2,7,60,1,1,1,1, , , , , ,1,12,3,2, ,3,3, ,2019
1540003,15400,1,1,4,33,1,1,2,1, , , , , ,2, ,3,2, ,3,3, ,2019
1550001,15500,1,2,4,37,1,1,1,1, ,2, ,3, ,1,1,4,3,2,3,2,4,2019
1560001,15600,1,2,7,63,1,1,2,1, ,1, ,1, ,2, , , , , , , ,2019
1560002,15600,1,1,4,38,1,1,2,3,2,1, ,1,1,1,15, , , , , , ,2019
1570001,15700,1,2,6,50,1,1,2,6, ,1, ,1, ,2, , , , , , , ,2019
1580001,15800,1,2,7,61,1,1,1,1, ,2, , , ,1,12,4,4,4,3,4,2,2019
1590001,15900,1,1,7,60,1,1,2,1, , , , , ,2, ,3,4,2,3,3,2,2019
1590002,15900,1,2,6,57,1,1,2,1, , , , , ,1,2,3,4,2,3,4,2,2019
1600001,16000,1,2,4,36,1,1,3,1, ,2, , , ,1,1,3,4,2,3,2,4,2019
1610001,16100,1,1,7,63,1,1,1,1, , , , , ,2, , , , , , , ,2019
1610002,16100,1,2,6,59,1,1,1,1, , , , , ,2, , , , , , , ,2019
1620001,16200,1,2,4,39,1,1,1,1, ,4, ,2,1,1,12,3,4,2,3,4,2,2019
1630001,16300,1,1,6,53,1,1,3,1, , , , , ,1,12, , , , , , ,2019
1630002,16300,1,2,6,53,1,1,3,1, , , , , ,1,12, , , , , , ,2019
1640001,16400,1,1,6,54,1,1,2,2, , ,1, , ,1,12, , , , , , ,2019
1640002,16400,1,2,6,51,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2019
1650001,16500,1,1,5,45,1,1,1,1, , ,1, , ,1,15,3,4, ,3,2, ,2019
1650002,16500,1,2,5,44,1,1,1,1, , ,1,2, ,1,15,3,4, ,3,2, ,2019
1660001,16600,1,1,6,53,1,1,1,1, , , , , ,1,23,3, , ,3, , ,2019
1660002,16600,1,2,5,44,1,1,1,1, , , , , ,2, ,2, , ,3, , ,2019
1670001,16700,1,1,5,44,1,1,2,1, , , , , ,1,23,3, , ,3, , ,2019
1670002,16700,1,2,4,39,1,1,3,2, , , , , ,1,12, , , , , , ,2019
1680002,16800,1,2,6,50,1,1,3,1, ,1, ,1,1,2, , , , , , , ,2019
1680003,16800,1,1,3,24,1,1,3,2, ,1, ,1, ,2, , , , , , , ,2019
1690001,16900,1,1,5,46,1,1,1,1, , , , , ,1,12, , , , , , ,2019
