pid,hid,area_siz,gender,age_gr,age,mob_use,mob_num,mob_csp,mob_dev,c01_gr,c02_gr,c03_gr,c04_gr,c05_gr,sns_use,freq_sns1,news_med1,news_med2,news_med3,news_plat1,news_plat2,news_plat3,year
370001,3700,1,1,5,49,1,1,1,1,1,1,1,1,1,1,12,3,1, ,3,1, ,2018
370002,3700,1,2,5,49,1,1,1,1, , , ,1, ,1,12,3, , ,3, , ,2018
380001,3800,1,1,5,41,1,1,3,1,1,1,1,1, ,1,12,3, , ,3, , ,2018
380002,3800,1,2,4,39,1,1,3,1,1,1,1,1, ,2, ,2,3, ,3,3, ,2018
390001,3900,1,2,6,50,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2018
390002,3900,1,2,3,24,1,1,1,3, , , ,3, ,1,2,3, , ,3, , ,2018
390003,3900,1,1,3,21,1,1,1,1, , , ,3, ,2, ,3, , ,3, , ,2018
390004,3900,1,1,6,51,1,1,1,1, , , ,3, ,2, ,3, , ,3, , ,2018
400001,4000,1,1,7,61,1,1,3,1, , , , , ,2, , , , , , , ,2018
400002,4000,1,2,6,57,1,1,3,2, , , , , ,2, , , , , , , ,2018
410002,4100,1,2,6,53,1,1,2,1, , , , , ,2, , , , , , , ,2018
410003,4100,1,2,2,14,1,1,1,3, , , ,3, ,1,2, , , , , , ,2018
420001,4200,1,1,4,38,1,1,2,2, , , , , ,1,1, , , , , , ,2018
420002,4200,1,2,4,38,1,1,2,2, , , , , ,1,12, , , , , , ,2018
420003,4200,1,1,2,11,1,1,2,2, , , , , ,2, , , , , , , ,2018
430001,4300,1,1,4,37,1,1,1,1, , , , , ,2, , , , , , , ,2018
430002,4300,1,2,4,37,1,1,1,1, , , , , ,2, , , , , , , ,2018
430003,4300,1,1,1,9,1,1,1,2, , , , , ,2, , , , , , , ,2018
430004,4300,1,1,1,7,1,1,1,2, , , , , ,2, , , , , , , ,2018
440001,4400,1,1,6,56,1,1,3,1, , , , , ,2, ,3, , ,3, , ,2018
440002,4400,1,2,6,53,1,0, , , , , , , ,2, , , , , , , ,2018
440003,4400,1,2,3,28,1,1,3,2, , , , , ,2, , , , , , , ,2018
440004,4400,1,2,3,25,1,1,3,3, , , , , ,1,15, , , , , , ,2018
450001,4500,1,1,5,43,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2018
450002,4500,1,2,5,41,1,1,2,1, , , , , ,1,2, , , , , , ,2018
450003,4500,1,2,2,12,1,1,2,2, , , , , ,2, , , , , , , ,2018
450004,4500,1,2,2,12,1,1,2,2, , , , , ,2, , , , , , , ,2018
450005,4500,1,2,2,10,1,1,2,2, , , , , ,2, , , , , , , ,2018
460001,4600,1,1,5,46,1,1,2,1,1,1, , , ,2, ,3, , ,3, , ,2018
460002,4600,1,2,5,42,1,1,3,1,1, ,1,1, ,2, ,3, , ,3, , ,2018
470001,4700,1,1,6,56,1,1,3,1, , , , , ,2, ,3, , ,4, , ,2018
470002,4700,1,2,8,82,1,0, , , , , , , ,2, , , , , , , ,2018
470003,4700,1,2,5,49,1,1,1,2,1, ,1, ,1,2, ,3, , ,3, , ,2018
480001,4800,1,1,8,78,1,0, , , , , , , ,2, , , , , , , ,2018
480002,4800,1,2,8,72,1,0, , , , , , , ,2, , , , , , , ,2018
490001,4900,1,2,6,54,1,1,1,1,1, , , ,1,2, ,3, , ,3, , ,2018
490003,4900,1,1,3,23,1,1,3,1,1, , , ,1,2, ,3, , ,3, , ,2018
500001,5000,1,2,6,57,1,1,1,1,1, , , , ,2, ,3, , ,3, , ,2018
510001,5100,1,2,8,74,1,0, , , , , , , ,2, , , , , , , ,2018
520001,5200,1,1,6,57,1,1,3,1,1, , , , ,2, ,3, , ,3, , ,2018
520002,5200,1,2,5,46,1,1,1,1,1,1, , , ,2, ,3, , ,3, , ,2018
530001,5300,1,1,8,70,1,0, , , , , , , ,2, , , , , , , ,2018
530002,5300,1,2,8,71,1,0, , , , , , , ,2, , , , , , , ,2018
530003,5300,1,1,5,49,1,1,1,1,1,1,1, ,1,2, ,3, , ,3, , ,2018
530004,5300,1,2,5,46,1,1,1,1,1,1, , , ,2, ,3, , ,3, , ,2018
540001,5400,1,1,8,71,1,0, , , , , , , ,2, , , , , , , ,2018
540002,5400,1,2,7,61,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2018
540003,5400,1,2,4,30,1,1,1,1,1,1,1, , ,2, ,3, , ,3, , ,2018
550001,5500,1,1,8,73,1,1,1,1,1, , , , ,2, ,3, , ,3, , ,2018
550002,5500,1,1,4,37,1,1,1,1,1,1, , ,1,2, ,3, , ,3, , ,2018
550003,5500,1,2,4,35,1,1,2,1,1,1,1,1,1,2, ,3, , ,3, , ,2018
560001,5600,1,1,5,44,1,1,1,1,1,1,1,1, ,2, ,3, , ,3, , ,2018
560002,5600,1,2,5,41,1,1,3,1,1,1,1,1,1,1,12,3, , ,3, , ,2018
570001,5700,1,1,7,60,1,1,3,1,1, ,1, , ,2, ,3, , ,3, , ,2018
570002,5700,1,2,7,60,1,1,3,1,1,1,1,1,1,2, ,3, , ,3, , ,2018
580001,5800,1,1,8,74,1,0, , , , , , , ,2, , , , , , , ,2018
580002,5800,1,2,8,70,1,0, , , , , , , ,2, , , , , , , ,2018
590001,5900,1,1,5,43,1,1,2,1,1, , ,1, ,2, ,3, , ,3, , ,2018
600002,6000,1,2,6,56,1,1,2,1,1, , , ,1,2, ,3, , ,3, , ,2018
600005,6000,1,1,3,22,1,1,1,1,1,1, ,1, ,2, ,3, , ,3, , ,2018
610001,6100,1,2,3,27,1,1,1,1,1, ,1,1, ,2, ,3, , ,3, , ,2018
620001,6200,1,2,4,35,1,1,1,1,1, , ,1,1,1,16,3, , ,3, , ,2018
630001,6300,1,1,5,40,1,1,3,1,1, ,1,1,1,2, ,3, , ,3, , ,2018
630002,6300,1,2,4,38,1,1,3,1,1, , ,1, ,2, ,3, , ,3, , ,2018
640001,6400,1,2,6,55,1,1,1,1,1, , , , ,2, ,3, , ,3, , ,2018
650002,6500,1,2,8,78,1,1,3,2, , , , , ,2, , , , , , , ,2018
660001,6600,1,1,6,56,1,1,2,1,1,1, ,1, ,2, , , , , , , ,2018
660002,6600,1,2,6,53,1,1,2,1, ,1, ,4, ,1,16, , , , , , ,2018
660004,6600,1,1,3,25,1,1,2,2,1,1, ,1,1,1,1, , , , , , ,2018
670001,6700,1,1,6,52,1,1,2,1, , , , ,1,2, , , , , , , ,2018
670002,6700,1,2,6,50,1,1,1,1, , , ,2, ,2, , , , , , , ,2018
680002,6800,1,2,8,81,1,1,2,1, , , , , ,1,16, , , , , , ,2018
690001,6900,1,1,6,52,1,1,1,1,1,1, , , ,2, ,2, , ,3, , ,2018
690002,6900,1,2,5,49,1,1,1,1,1,1, ,1, ,2, , , , , , , ,2018
700001,7000,1,1,6,59,1,1,1,2,1,1, , , ,2, ,1, , ,1, , ,2018
700002,7000,1,2,6,52,1,1,1,1,1,1, , , ,2, ,1, , ,1, , ,2018
710001,7100,1,1,6,51,1,1,1,1,1, , , ,1,1,16,3, , ,3, , ,2018
710002,7100,1,2,5,47,1,1,1,1,1, , , ,1,1,16,3, , ,3, , ,2018
720002,7200,1,2,4,35,1,1,1,1,1,1, ,1,1,1,2, , , , , , ,2018
720007,7200,1,1,2,10,1,0, , , ,1, ,1,1,2, , , , , , , ,2018
730001,7300,1,1,6,57,1,1,1,1,1, , , ,1,1,16,3, , ,3, , ,2018
730002,7300,1,2,6,53,1,1,1,1,1,1, , , ,2, , , , , , , ,2018
740001,7400,1,1,6,54,1,1,1,1,1,1, , , ,2, ,4,2, ,3,3, ,2018
740002,7400,1,2,6,50,1,1,1,1,1,1,1, , ,2, ,2, , ,3, , ,2018
750002,7500,1,2,6,55,1,1,1,1, , , , , ,1,16, , , , , , ,2018
750004,7500,1,2,3,25,1,1,1,1,1, , ,1,1,1,2, , , , , , ,2018
760002,7600,1,2,6,53,1,1,1,1,1, , ,2,1,1,2,3, , ,3, , ,2018
770001,7700,1,1,8,76,1,1,1,2, , , , , ,2, ,1, , ,1, , ,2018
770002,7700,1,2,8,73,1,1,1,2, , , , , ,2, , , , , , , ,2018
780001,7800,1,1,8,85,1,0, , , , , , , ,2, , , , , , , ,2018
780002,7800,1,2,8,86,1,0, , , , , , , ,2, , , , , , , ,2018
810001,8100,1,1,7,68,1,0, , , , , , , ,2, , , , , , , ,2018
810002,8100,1,2,7,63,1,1,2,2, , , , , ,2, , , , , , , ,2018
810003,8100,1,1,3,28,1,1,2,1, , , , , ,2, ,1,2,4,1,3,3,2018
820001,8200,1,1,5,48,1,1,1,1, , , , , ,1,2,3,2, ,3,3, ,2018
820002,8200,1,2,5,45,1,1,3,1, , , , , ,1,1,3, , ,3, , ,2018
820003,8200,1,1,2,16,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2018
830001,8300,1,1,5,48,1,1,1,1, , , , , ,1,1,3,2,1,3,3,1,2018
830002,8300,1,2,5,46,1,1,1,1, , , , , ,1,2,3,2, ,3,3, ,2018
830003,8300,1,2,2,19,1,1,1,1, , , , , ,1,2,3,2, ,3,3, ,2018
830004,8300,1,2,2,14,1,1,3,2, , , , , ,1,12,3, , ,3, , ,2018
870001,8700,1,1,6,56,1,1,1,1, , , , , ,1,2,1,2,4,1,3,4,2018
870002,8700,1,2,6,51,1,1,1,1, , , , , ,2, ,3,3, ,3,4, ,2018
890001,8900,1,1,6,56,1,1,2,1, , , , , ,1,2,2,3, ,3,3, ,2018
890002,8900,1,2,6,54,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2018
890003,8900,1,2,3,24,1,1,2,1, , , , , ,1,1,2,3, ,3,3, ,2018
890004,8900,1,1,3,23,1,1,3,2, , , , , ,2, ,2,3, ,3,3, ,2018
890005,8900,1,2,8,87,1,0, , , , , , , ,2, , , , , , , ,2018
900001,9000,1,1,6,55,1,1,1,1, , , , , ,2, , , , , , , ,2018
900002,9000,1,2,6,52,1,1,1,1, , , , , ,1,2,3,2, ,3,3, ,2018
900003,9000,1,1,3,27,1,1,1,1, , , , , ,1,2,3,2, ,3,3, ,2018
900004,9000,1,1,3,24,1,1,2,1, , , , , ,1,2,3,2, ,3,3, ,2018
900006,9000,1,2,8,85,2,0, , , , , , , ,2, , , , , , , ,2018
930001,9300,1,1,7,67,1,1,2,1, , , , , ,2, ,1,3, ,1,3, ,2018
930002,9300,1,2,7,60,1,1,2,1, , , , , ,2, , , , , , , ,2018
930004,9300,1,2,3,24,1,1,2,1,2, , ,1, ,1,1,3, , ,3, , ,2018
940001,9400,1,1,6,54,1,1,2,1, , , , , ,2, , , , , , , ,2018
940002,9400,1,2,6,50,1,1,2,1, , , , , ,2, , , , , , , ,2018
950002,9500,1,2,7,65,1,1,2,1, , , , , ,2, , , , , , , ,2018
950005,9500,1,1,3,27,1,1,2,3, , , , , ,1,2,1, , ,1, , ,2018
960002,9600,1,2,5,43,1,1,2,1, , , , , ,2, , , , , , , ,2018
960003,9600,1,1,2,12,1,1,3,1, , , , , ,2, , , , , , , ,2018
970001,9700,1,1,8,70,1,1,3,1, , , , , ,2, , , , , , , ,2018
970002,9700,1,2,7,68,1,1,3,1, , , , , ,2, , , , , , , ,2018
980001,9800,1,1,6,58,1,1,1,1,1, , , , ,2, ,1, , ,1, , ,2018
980002,9800,1,2,6,58,1,1,1,1,1, , , , ,2, ,1, , ,1, , ,2018
980003,9800,1,2,4,36,1,1,1,1,1,1, ,1,1,2, , , , , , , ,2018
990002,9900,1,2,7,65,1,1,1,1, , , , , ,2, ,1, , ,1, , ,2018
990003,9900,1,1,5,41,1,1,1,1,1,1, , , ,2, ,4,2, ,3,3, ,2018
1000001,10000,1,1,5,41,1,1,2,1,1,1, ,1, ,2, , , , , , , ,2018
1000002,10000,1,2,5,40,1,1,2,1,1,1, ,1, ,2, ,1, , ,1, , ,2018
1010002,10100,1,2,5,43,1,1,1,1,1,1, ,1,1,1,2, , , , , , ,2018
1010004,10100,1,2,1,9,1,0, , , ,1, ,1,1,2, , , , , , , ,2018
1020002,10200,1,2,8,76,1,1,1,1, , , , , ,2, ,1, , ,1, , ,2018
1020003,10200,1,1,6,52,1,1,1,1, , , , , ,2, ,2,4, ,3,3, ,2018
1020004,10200,1,2,6,56,1,1,1,1,1,1, , , ,2, ,4, , ,3, , ,2018
1020005,10200,1,1,3,20,1,1,2,2,1,1, ,1,1,1,1, , , , , , ,2018
1020006,10200,1,1,2,15,1,1,2,1,1,1, ,1,1,1,2, , , , , , ,2018
1020007,10200,1,2,1,8,1,0, , , ,1, ,1,1,2, , , , , , , ,2018
1030001,10300,1,1,8,70,1,1,2,1, , , , , ,2, , , , , , , ,2018
1030002,10300,1,2,7,63,1,0, , , , , , , ,2, , , , , , , ,2018
1040001,10400,1,1,5,49,1,1,2,1, , , , ,1,2, , , , , , , ,2018
1040002,10400,1,2,5,49,1,1,2,1, , , ,2, ,2, , , , , , , ,2018
1040003,10400,1,1,3,23,1,1,2,1,1,1, ,1,1,1,2,3, , ,3, , ,2018
1040004,10400,1,1,2,19,1,1,1,1,1, , ,1,1,2, , , , , , , ,2018
1060001,10600,1,1,6,52,1,1,1,2, , , , , ,1,1,3, , ,3, , ,2018
1060002,10600,1,2,6,50,1,1,1,1, , , , , ,1,1,3, , ,3, , ,2018
1070001,10700,1,1,5,47,1,1,1,3, , , , , ,1,1,3,4, ,3,2, ,2018
1070002,10700,1,2,5,44,1,1,1,1, , , , , ,1,1,3, , ,3, , ,2018
1080002,10800,1,2,7,69,1,1,3,1, , , , , ,2, , , , , , , ,2018
1090001,10900,1,1,5,46,1,1,3,2, , , , , ,1,16,3, , ,3, , ,2018
1090002,10900,1,2,5,46,1,1,3,1, , , , , ,2, ,3, , ,3, , ,2018
1110002,11100,1,2,6,57,1,1,3,2, , , , , ,2, , , , , , , ,2018
1120002,11200,1,2,5,47,1,1,3,1, , , , , ,2, , , , , , , ,2018
1120003,11200,1,2,3,20,1,1,1,1, ,1, ,1, ,1,2, , , , , , ,2018
1150001,11500,1,1,5,48,1,1,2,2, , , , , ,1,16,3, , ,3, , ,2018
1150002,11500,1,2,5,45,1,1,2,1, , , , , ,2, ,4, , ,3, , ,2018
1160001,11600,1,1,5,49,1,1,1,1, , , , , ,1,16,3, , ,3, , ,2018
1160002,11600,1,2,6,50,1,1,1,1, , , , , ,1,16, , , , , , ,2018
1160004,11600,1,1,2,17,1,1,1,3, , , , , ,1,15, , , , , , ,2018
1170002,11700,1,2,5,44,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2018
1170003,11700,1,1,2,17,1,1,2,1, , , , , ,1,15, , , , , , ,2018
1180001,11800,1,1,5,47,1,1,3,1, , , , , ,1,16,3, , ,3, , ,2018
1180002,11800,1,2,5,48,1,1,3,2, , , , , ,1,16,3, , ,3, , ,2018
1190002,11900,1,2,5,40,1,1,3,1, , , , , ,2, , , , , , , ,2018
1190003,11900,1,1,2,15,1,1,3,1, , , , , ,2, , , , , , , ,2018
1200001,12000,1,1,6,57,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2018
1200002,12000,1,2,6,54,1,1,1,2, , , , , ,1,16, , , , , , ,2018
1210001,12100,1,1,6,58,1,1,2,1, , , , , ,1,1, , , , , , ,2018
1210002,12100,1,2,6,55,1,1,2,1, , , , , ,2, ,1,3, ,1,4, ,2018
1210004,12100,1,1,3,27,1,1,2,3,1,2, ,1,2,2, ,4, , ,4, , ,2018
1220001,12200,1,2,8,80,1,1,2,2, , , , , ,2, , , , , , , ,2018
1230002,12300,1,1,7,62,1,1,1,1, , , , , ,2, ,1,4, ,1,3, ,2018
1230003,12300,1,2,6,59,1,1,3,2, , , , , ,2, , , , , , , ,2018
1240001,12400,1,1,8,76,1,0, , , , , , , ,2, ,1, , ,1, , ,2018
1240002,12400,1,2,8,72,1,1,3,1, , , , , ,2, , , , , , , ,2018
1260001,12600,1,1,6,56,1,1,2,1, , , , , ,1,3,4,3, ,3,2, ,2018
1260002,12600,1,2,6,55,1,1,2,3, , , , , ,2, ,3, , ,4, , ,2018
1270001,12700,1,1,6,56,1,1,2,1, , , , , ,1,1,1,4, ,1,3, ,2018
1270002,12700,1,2,6,52,1,1,2,1, , , , , ,1,1,4, , ,3, , ,2018
1280001,12800,1,2,5,49,1,1,1,1, , , , , ,1,12,4, , ,3, , ,2018
1290001,12900,1,1,6,54,1,1,1,1, , , , , ,1,1,4, , ,3, , ,2018
1290002,12900,1,2,6,54,1,1,1,1, , , , , ,1,17,4, , ,3, , ,2018
1290003,12900,1,1,3,28,1,1,2,3,2,2, ,2,3,1,15,4, , ,3, , ,2018
1300001,13000,1,1,7,60,1,1,1,1, , , , , ,1,1,3, , ,3, , ,2018
1300002,13000,1,2,6,55,1,1,1,1, , , , , ,1,1,3, , ,3, , ,2018
1300004,13000,1,1,3,28,1,1,1,4,2,2, ,1,4,1,1,3, , ,3, , ,2018
1310001,13100,1,2,5,41,1,1,3,1, , , , , ,1,1,3,4, ,3,2, ,2018
1310002,13100,1,1,5,42,1,1,3,2, , , , , ,1,1,3, , ,3, , ,2018
1320001,13200,1,1,7,63,1,1,1,1, , , , , ,2, , , , , , , ,2018
1320002,13200,1,2,7,61,1,1,1,1, , , , , ,2, , , , , , , ,2018
1320101,13201,1,1,4,33,1,1,2,1,1, , ,1,1,1,1,2,4, ,3,3, ,2018
1320102,13201,1,2,3,28,1,1,2,1, , , ,1, ,1,1,4, , ,3, , ,2018
1330001,13300,1,2,6,56,1,1,1,1, , , , , ,2, , , , , , , ,2018
1340001,13400,1,1,4,37,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2018
1340002,13400,1,2,4,37,1,1,2,3, , , , , ,2, , , , , , , ,2018
1340003,13400,1,2,1,7,1,0, , , , , , , ,2, , , , , , , ,2018
1350001,13500,1,2,7,68,1,0, , , , , , , ,2, , , , , , , ,2018
1360001,13600,1,1,8,72,1,1,2,1, , , , , ,2, , , , , , , ,2018
1360002,13600,1,2,7,64,1,0, , , , , , , ,2, , , , , , , ,2018
1380001,13800,1,1,7,69,1,0, , , , , , , ,2, , , , , , , ,2018
1380002,13800,1,2,7,68,1,0, , , , , , , ,2, , , , , , , ,2018
1470003,14700,1,2,3,29,1,1,2,3, , , , , ,1,1, , , , , , ,2018
1480002,14800,1,2,5,45,1,1,1,1, , , , , ,1,2, , , , , , ,2018
1490001,14900,1,1,4,39,1,1,3,1, , , , , ,1,1,4, , ,4, , ,2018
1490002,14900,1,2,4,35,1,1,3,1, , , , , ,2, , , , , , , ,2018
1490003,14900,1,2,1,8,2,0, , , , , , , ,2, , , , , , , ,2018
1500002,15000,1,2,5,43,1,1,1,2, , ,1,1, ,2, ,3, , ,3, , ,2018
1500003,15000,1,1,2,14,1,1,1,1, , , ,1,1,1,15,3, , ,3, , ,2018
1500004,15000,1,2,8,77,1,0, , , , , , , ,2, , , , , , , ,2018
1510001,15100,1,1,7,64,1,1,3,1, , , , , ,2, ,3, , ,3, , ,2018
1510002,15100,1,2,7,61,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2018
1510003,15100,1,1,4,38,1,1,2,1, , , , , ,1,2,2,3, ,3,3, ,2018
1520002,15200,1,2,7,68,1,1,3,2, , , , , ,2, ,3, , ,3, , ,2018
1520004,15200,1,2,5,40,1,1,1,1, , , , , ,1,15,3,2, ,3,3, ,2018
1520005,15200,1,1,2,13,1,1,1,1, , , , , ,1,15,3,2, ,3,3, ,2018
1530001,15300,1,1,7,61,1,1,3,1, , , , , ,2, ,3,2, ,3,3, ,2018
1530002,15300,1,2,7,61,1,1,1,2, , , , , ,2, ,3, , ,3, , ,2018
1530003,15300,1,1,4,30,1,1,1,1, , , , , ,2, ,3,2, ,3,2, ,2018
1540001,15400,1,1,7,60,1,1,3,1, , ,1, , ,2, , , , , , , ,2018
1540002,15400,1,2,6,59,1,1,2,1, , ,1,1, ,2, ,3, , ,3, , ,2018
1540003,15400,1,1,4,32,1,1,2,1,1,1,1,1,1,2, ,2,3, ,3,3, ,2018
1550001,15500,1,2,4,36,1,1,2,1, , , , , ,1,16, , , , , , ,2018
1560001,15600,1,2,7,62,1,1,2,1, , , , , ,1,16, , , , , , ,2018
1560002,15600,1,1,4,37,1,1,2,3, , , , , ,2, , , , , , , ,2018
1570001,15700,1,2,5,49,1,1,2,1, , , , , ,1,16, , , , , , ,2018
1580001,15800,1,2,7,60,1,1,3,1, , , , , ,2, , , , , , , ,2018
1590001,15900,1,1,6,59,1,1,1,1, , , , , ,2, , , , , , , ,2018
1590002,15900,1,2,6,56,1,1,3,1, , , , , ,2, , , , , , , ,2018
1600001,16000,1,2,4,35,1,1,3,1, , , , , ,2, , , , , , , ,2018
1610001,16100,1,1,7,62,1,1,3,1, , , , , ,2, ,2, , ,3, , ,2018
1610002,16100,1,2,6,58,1,1,3,1, , , , , ,2, , , , , , , ,2018
1620001,16200,1,2,4,38,1,1,3,1, , , , , ,1,16, , , , , , ,2018
1630001,16300,1,1,6,52,1,1,1,1, , , , , ,2, ,2, , ,3, , ,2018
1630002,16300,1,2,6,52,1,1,2,1, , , , , ,2, , , , , , , ,2018
1640001,16400,1,1,6,53,1,1,1,1, , , , , ,1,16, , , , , , ,2018
1640002,16400,1,2,6,50,1,1,3,1, , , , , ,2, , , , , , , ,2018
1650001,16500,1,1,5,44,1,1,1,1, , , , , ,1,16, , , , , , ,2018
1650002,16500,1,2,5,43,1,1,2,1, , , , , ,2, , , , , , , ,2018
